DocId,ProcessedTweet,OriginalTweet
46,good thing they color coordinated their ties so we wouldn't get confused about which candidate was which #presidentialdebate,Good thing they color coordinated their ties so we wouldn't get confused about which candidate was which. #PresidentialDebate
47,well yes obama let me talk specifically about what i think we need do first weve got to improve our education system #denverdebate,Well yes. Obama: Let me talk specifically about what I think we need do. First --  weve got to improve our education system. #DenverDebate
48,if u only knew what was going on in the world u wouldn't want obama as our president #romneyryan2012 bye twitter,if u only knew what was going on in the world u wouldn't want Obama as our president #RomneyRyan2012 bye twitter.
49,if u support mitt romney u r living ur life wrong i am canadian and i know that,if u support mitt romney u r living ur life wrong ((i am canadian and i know that))
51,mitt trying to be on point but are they the same points he will stand behind tomorrow #debates,Mitt trying to be on point. But are they the same points he will stand behind tomorrow. #debates
53,it's unclear to me why pres obama believes the federal government should be in charge of hiring teachers #denverdebate,it's unclear to me why Pres Obama believes the federal government should be in charge of hiring teachers #denverdebate
58,i just feel so bad for obama he's hella nice but he's a bad president,I just feel so bad for Obama. He's hella nice but he's a bad president
59,interesting relatable start for the president discusses anniversary with mrs hmmm #debates #voterit,Interesting --  relatable(?) start for the president --  discusses anniversary with Mrs. Hmmm. #Debates #voteRIT
61,romney supports a smaller government except when it comes to a womans right to choose #debates #presdebate,RT @NARAL: Romney supports a smaller government - except when it comes to a womans right to choose. #debates #presdebate
62,mitt romney is frantically writing a happy anniversary card to the obamas he forgot,Mitt Romney is frantically writing a Happy Anniversary card to the Obamas.  He forgot!
63,romne is not realistic at all why take the us backwards and not forwards #teamobama,@LUCINDAMOORE1 Romne is not realistic at all. Why take the U.S backwards and not forwards. #TeamObama
66,barack obama is probably the realist president we could ever have #obama2012,Barack Obama is probably the realist President we could ever have. #Obama2012 !
68,the first thing out of obama fat month is a lie #debates,The first thing out of Obama fat month is a lie! #debates
70,how come the pres is using we instead of i tonight #debates,How come the Pres is using we instead of I tonight?  #debates
72,just spent the first second of his opening statement talking about his wife guys take notes #presidentialdebate,@BarackObama just spent the first 30 second of his opening statement talking about his wife. Guys --  take notes! #PresidentialDebate
77,darn it #obama race to the top is not a solution it's a corporate forprofit fiasco #rttt #edchat,Darn it --  #Obama. Race to the Top is not a solution --  it's a corporate for-profit fiasco. #rttt #edchat
78,where are they now i just figured out that mitt romney played the original eddie munster the hair gave it away,Where Are They Now: I just figured out that Mitt Romney played the original Eddie Munster. The hair gave it away.
80,obama says thanks to his wife for twenty years i wonder how many people he won over with that #presidentialdebate #obama,Obama says thanks to his wife for twenty years. I wonder how many people he won over with that. #presidentialdebate #obama
81,hmm hopefully #potus is warming up romney seems to have brought his agame #debates,Hmm... hopefully #POTUS is warming up... Romney seems to have brought his A-game. #debates
82,changed my mind now live tweeting this full house episode uncle joey just pulled a classic cut it out haha #presidentialdebate what,Changed my mind. Now live tweeting this Full House episode. Uncle Joey Just pulled a classic cut it out! haha! #PresidentialDebate what?
84,the answer is yes we can help here's an application to work for our household staff #annromney #debates,The answer is 'yes -- ' we can help. Here's an application to work for our household staff. #AnnRomney #Debates
85,president obama mentioned tuition loans and that bitch nigga romney chuckledlike it was a fuckin joke or sumn,President Obama mentioned tuition loans and that bitch nigga Romney chuckled....like it was a fuckin joke or sumn..
93,i'd rather go to a strip club than watch the #presidentialdebate because at least those liars have boobs #fuckpolitics,I'd rather go to a strip club than watch the #presidentialdebate --  because at least those liars have boobs. #fuckpolitics
98,my president #debates and recognizes his woman in his first breath love them #blacklove 20th #anniversary,My President #debates! And recognizes his woman in his first breath. Love them! #blacklove 20th #Anniversary http://t.co/XgjDelye
100,commence live tweeting the #presidentialdebate romney's facial expressions are going to make some awesome gifs tomorrow,Commence live tweeting the #PresidentialDebate. Romney's facial expressions are going to make some awesome gifs tomorrow.
104,bummed i can't watch mitt romney prove what a wishwashy republican he is until tomorrow morning,Bummed I can't watch Mitt Romney prove what a wish-washy republican he is until tomorrow morning.
106,#romney habla de presupuesto equilibrado pero republicanos son campeones de los deficits,#Romney habla de presupuesto equilibrado pero republicanos son campeones de los deficits
107,watch the debate between mitt and barack this is important for those that are part of the barack obama campaign #obama2012 #bo2012,Watch the debate between Mitt and Barack! This is important for those that are part of The Barack Obama Campaign! #Obama2012 #BO2012
109,does president obama know what trickle down is the question wasn't education,Does President Obama know what trickle down is? The question wasn't education.
111,romney is going to be very tough tonight this could get heated chris wallace #denverdebate #tcot,Romney is going to be very tough tonight. This could get heated. Chris Wallace #DenverDebate #tcot
112,#debate2012 mitt romney just gave us five solid ways he is going to create more jobs,#debate2012 Mitt Romney just gave us five solid ways he is going to create more jobs.
113,government trying to keep education prices low lol giving out money to do that has failed and you've saturated the job market #debates,Government trying to keep education prices low? Lol giving out money to do that has failed and you've saturated the job market #debates
114,president obama you had me at these two words tuition low,President Obama you had me at these two words TUITION LOW
116,yesssss for that shout out to your wife uhhh i love this man #obama2012,Yesssss for that shout out to your wife..... Uhhh I love this man #Obama2012
120,president obama the question here tonight is not where weve been its where were going #debates,President Obama: 'The question here tonight is not where weve been  its where were going' http://t.co/fIyDn6yy #Debates
121,i've been out of work for three years can ya help me you talking to me #mittromney,i've been out of work for three years can ya help me? you talking to me? #mittromney
122,#romney the answer is yes we can help but it's going to take a different approach,#Romney the answer is yes.  We can help but it's going to take a different approach.
124,ew why did obama touch romney i hope mr president doesn't get cooties #thegreatdebate,Ew why did Obama touch Romney?? I hope Mr. President doesn't get cooties! #thegreatdebate
125,new economic patriotism what's he going to use that to justify #debates,New economic patriotism. What's he going to use THAT to justify? #debates
131,you better wish your boo happy anniversary before you answer the question #presidentialdebate2012 #obama2012,You better wish your boo HAPPY ANNIVERSARY before you answer the question! #PresidentialDebate2012 #obama2012
133,happy anniversary mr and mrs obama best wishes for many more wonderful years #debate #obama2012,Happy Anniversary Mr and Mrs Obama.  Best wishes for many more wonderful years. #debate #obama2012
134,real man rt what a way to open up by celebrating your wife i love my president #presidentialdebate,Real man!!!!  RT @WOSMINISTRY: What a way to open up by celebrating your wife!!!!! I love my President!!!!!! #PresidentialDebate
137,watching the presidential debate bout to do this english homework and do my nails and go to bed #obama,watching the Presidential Debate .bout to do this english homework and do my nails and go to bed. #OBAMA
138,obama didn't directly address the fundamental problem with trickledown he decided to answer the question he wanted #presidentialdebate,Obama didn't directly address the fundamental problem with trickle-down. He decided to answer the question he wanted. #PresidentialDebate
140,mason tea party meeting set for thursday october mason county news #teaparty,Mason Tea Party Meeting Set for Thursday --  October 4 --  6:30 pm - Mason County News http://t.co/McnmBER1 #teaparty
142,a woman came up to me with a baby in her arms asking for help so i bought her #romney,A woman came up to me with a baby in her arms asking for help. So i bought her -#Romney
143,watching the debate in my schools auditorium i love this man #obama2012,Watching the debate in my schools auditorium. I love this man! #OBAMA2012 http://t.co/sGV1rc4K
145,good on lehrer force them to engage one another directly #debates and totally dodged by the prez doesn't look good,@TheFix: Good on Lehrer. FORCE them to engage one another directly. #debates and totally dodged by the prez.  Doesn't look good.
147,red tops rt mitt romney gon put that dope in these streets,red tops. RT @Fatin10: Mitt Romney gon put that dope in these streets ...
148,awe it's the obama's anniversary tonight i hope he's taking her out somewhere special because that's got to suck being stuck at a #debates,Awe it's the Obama's Anniversary tonight - I hope he's taking her out somewhere special because that's got to suck being stuck at a #debates
149,obama on creating jobs invest and reform rather than cut taxes #debates america does best when the middle class does best,Obama on creating jobs: Invest and reform rather than cut taxes #debates. America does best when the middle class does best
154,#denverdebate obama we have to improve our education system we have a program called race to the top improving how we train teachers,#denverdebate Obama: We have to improve our education system --  we have a program called Race to the Top --  improving how we train teachers
156,live now the first presidential debate from denver co watch and on cbs stations #debates,@CBSEveningNews: LIVE NOW: The first 2012 Presidential debate from Denver --  CO. WATCH: http://t.co/OzF0Xkn6  and on CBS stations #debates
157,#debates when did it become popular to bullet point specific sorry people in specific sorry places,#debates when did it become popular to bullet point specific sorry people in specific sorry places?
160,they should show the video of mitt romney talking ish during the debate and see what he has to say for himself,They should show the video of Mitt Romney talking ish during the debate and see what he has to say for himself
161,playing the presidential debate drinking game the intro is almost over and i'm buzzed #mitt,Playing the Presidential Debate drinking game. The intro is almost over and I'm buzzed. #Mitt
162,i hope that mitt romney does something to indicate when he uses one of his #zingers he should wink or something,I hope that Mitt Romney does something to indicate when he uses one of his #zingers. He should wink or something.
164,rubio debates allow voters to see mitt romney without the filter denver with the first presidential debate o,Rubio: Debates Allow Voters to See Mitt Romney 'Without the Filter': Denver With the first Presidential debate o... http://t.co/1DKdYhws
167,i know i'm livetweeting but i don't really want to see live tweets popping up on this live debate i'm watching as well #debates,I know I'm live-tweeting but I don't really want to see live tweets popping up on this live debate I'm watching as well. #debates
172,#presidentialdebate the only way is going to help any of us get a job is if we live overseas,#PresidentialDebate the only way @MittRomney is going to help any of us get a job is if we live overseas.
173,i bet the trash talk was flowing between obama and romney in the opening of the #debates,I bet the trash talk was flowing between Obama and Romney in the opening of the #debates
174,i love obama so much he gives hope for keeping my rights as a gay manhe will help our women and our country progress for tomorrow #obama,i love Obama so much. He gives hope for keeping my rights as a gay man.He will help our women and our country. Progress for Tomorrow. #obama
180,hey obamacheck out the size of my american flag pin mitt romney,Hey Obama...Check out the size of my American Flag pin ~ Mitt Romney
181,barack obama is gonna win the election this year i love my black president yehh dig,BARACK OBAMA IS GONNA WIN THE ELECTION THIS YEAR . I LOVE MY BLACK PRESIDENT . YEHH DIG ?
182,as long as obama isnt president again ill be a happy camper #hatepolitics,As long as obama isnt president again ill be a happy camper #hatepolitics
186,obama know damn well he did not want to shake mitt romney hand that's what im thinking,@Mxikey: Obama Know Damn Well He Did Not Want To Shake Mitt Romney Hand That's What Im Thinking!!!
189,people hate mitt romney based off of twitter how about actually watching the debate and learning something,People hate mitt Romney based off of twitter... how about actually watching the debate and learning something.
192,and only cus i have a hmwrks assingment for my writing class on #presidentialdebate,and only cus i have a hmwrks assingment for my writing class on #PresidentialDebate
193,obama starts by wishing wife happy anniversary he would be in the dog house if he didn't do that #debates,Obama starts by wishing wife Happy Anniversary! He would be in the dog house if he didn't do that! #debates
194,who wouldn't want mitt romney to be part of their anniversary #presidentialdebate #mittromney,Who wouldn't want Mitt Romney to be part of their anniversary? #presidentialdebate #mittromney
196,im waiting for one of them to yell and live from new york its saturday night live #debate2012 #tcot,Im waiting for one of them to yell AND LIVE FROM NEW YORK --  ITS SATURDAY NIGHT LIVE! #debate2012 #tcot
202,strong open by #obama anniversary mention is sympathetic if a bit pro forma #debate,Strong open by #Obama: anniversary mention is sympathetic if a bit pro forma. #debate
203,a woman came up to me and said that she hadn't had a job since may i said please stop touching me mitt romney paraphrased,A woman came up to me and said that she hadn't had a job since May --  I said 'please stop touching me' - Mitt Romney (paraphrased)
205,every one of those five points of romney hits obama in the base #denverdebate,Every one of those five points of Romney hits Obama in the base.  #denverdebate
212,off to a great start immediately outlining points for his presidency #presidentialdebate,@MittRomney off to a great start --  immediately outlining 5 points for his Presidency #PresidentialDebate
218,how are you going to hire those teachers how are you go open slots keep tuition low #denverdebate,How are you going to hire those teachers? How are you go open slots? Keep tuition low? #DenverDebate
220,i want to make sure to keep tuition low president obama #debate2012 #please #yes,I want to make sure to keep Tuition LOW! -President Obama #debate2012 #PLEASE #YES
221,watching the #debates while is putting weeks of dirty dishes in the dishwasher,Watching the #Debates while @JayB521 is putting weeks of dirty dishes in the dishwasher
226,i think that romney obama should fist fight and whoever wins can be president,I think that Romney & Obama should fist fight and whoever wins can be president
227,major points on obama shouting out michelle for the happy anniversary #presidentialdebate,MAJOR POINTS ON OBAMA SHOUTING OUT MICHELLE FOR THE HAPPY ANNIVERSARY #PRESIDENTIALDEBATE
228,i'd like to thank for discussing the pivoting debate tactic i will definitely be looking out for it tonight #debates,I'd like to thank @nprnews for discussing the pivoting debate tactic. I will definitely be looking out for it tonight. #debates
229,the bottom of income earners took in of income and paid less than of federal income taxes #tcot #p2 #tiot #tlot #obama2012 #dnc,The bottom 50% of income earners took in 13% of income and paid less than 3% of federal income taxes. #tcot #p2 #tiot #tlot #Obama2012 #DNC
230,telling your wife happy anniversary in front of basically the entire country #itsreal #obama2012,telling your wife happy anniversary in front of basically the entire country #itsreal #obama2012
231,does have an ipad up there #abc #debates i wonder if its her #byod #thriftynetwork,Does @dianesawyer have an iPad 1 up there? #abc #debates I wonder if its her #byod? #thriftynetwork
234,#presidentialdebate #nobama opens up with best thing ever marrying his wife years ago so lame this country needs help,#presidentialdebate   #nobama opens up with best thing ever marrying his wife 20 years ago . So lame this country needs help
237,red states red tie blue state #obama blue tieinteresting what boring ties #debate #overit #tcot,Red states @MittRomney red tie! blue state #obama blue tie...interesting...@anananguyen: What boring ties! #debate #overit #tcot
242,mitt romney wants to say man fk you and your time difference lol #popthat,Mitt Romney wants to say  man f--k you and your time difference  lol #PopThat
246,i hope during the #debates open discussion obama and romney just talk about football,RT @baratunde: I hope during the #debates open discussion obama and romney just talk about football
248,bho gives mo anniversary greetings opens #presidentialdebate pointing to economic improvement gets in dig on romney's approach to economy,BHO gives MO anniversary greetings. Opens #PresidentialDebate  pointing to economic improvement. Gets in dig on Romney's approach to economy
249,i'm sure this is the most romantic place you could imagine here with me to potus #denverdebate,I'm sure this is the most romantic place you could imagine -- here with me! - @MittRomney to POTUS #DenverDebate
250,who needs studying il put that off i gotta watch this debate #romneyryan2012 #mittromney #debate2012,Who needs studying. Il put that off --  I gotta watch this debate #romneyryan2012 #mittromney #Debate2012
253,president obama you just better plug in your wife on y'all anniversary,President Obama you just better plug in your wife on y'all anniversary
254,luckily the noise ban doesn't apply in my house and i need another beer #debates,Luckily --  the noise ban doesn't apply in my house. And I need another beer. #debates
258,for realtime coverage of the presidential #debates we recommend senior editor at huffpost,RT @RebelMouse: For real-time coverage of the Presidential #debates we recommend @ckanal --  senior editor at HuffPost http://t.co/dg3QWVAK
259,honesty mitt romney is not ready to go against president obama #nbcpolitics,Honesty --  Mitt Romney is not ready to go against President Obama! #nbcpolitics
263,i may be wrong but i think that mitt is starting to cry he just realized he's not going to be president #debates,I may be wrong but I think that Mitt is starting to cry.  He just realized he's not going to be president. #debates
264,#debates romney voice deeper than usual again run thru of his basic policy proposals against trickle down govt,#debates Romney voice deeper than usual - again run thru of his basic policy proposals -against trickle down govt  @BBCNewsUS
266,chicago is tied w detroit for worst entrepreneurship rate among largest metropolitan areas in nation #debates,Chicago is tied w. Detroit for worst entrepreneurship rate among 15 largest metropolitan areas in nation http://t.co/uEuXAPig #debates
267,rt barack obama should play sad trombone after each of romney's zingers #debates,RT @alexkinsella: RT @MikeDrucker: Barack Obama should play sad trombone after each of Romney's zingers. #debates
270,i feel really bad for barack and michelle for having to spend their 20th anniversary with mitt romney,I feel really bad for Barack and Michelle for having to spend their 20th anniversary with Mitt Romney.
276,i say romney tried to get us too emotional from the beginning wrong #debates,@iamwill  i say romney tried to get us too emotional from the beginning. wrong. #debates
277,obama is the only president that makes me want to watch a presidential debate,Obama is the only president that makes me WANT to watch a presidential debate.
278,president obama should say look at my wife look at yours i already won,President Obama should say look at my wife.... Look at yours..... I already won.
279,president obama and mitt romney have both taken the stage at the first presidential debate in denver watch live here,President Obama and Mitt Romney have both taken the stage at the first presidential debate in Denver. Watch LIVE here: http://t.co/7XXbPcpp
280,let's go #romney did anyone else notice that he actually answered the 1st question unlike obama,Let's go #Romney. Did anyone else notice that he actually answered the 1st question unlike Obama?
285,asking romney for a job not going to happen even if he's elected he's not going to be hiring cause he wants to cut government #debates,Asking Romney for a job-- not going to happen. Even if he's elected he's not going to be hiring cause he wants to cut government.  #debates
289,president obama addresses deficit by saying he wants to change tax code without putting the burden on middle class #debate,President Obama addresses deficit by saying he wants to change tax code without putting the burden on middle class #debate
290,romney acaba de proponer ms comercio con amrica latina no s si esperanzarme o preocuparme #debates streaming here,Romney acaba de proponer ms comercio con Amrica Latina. No s si esperanzarme o preocuparme #Debates.  Streaming here http://t.co/XwvkLaeW
292,hey obama are you going to actualy answer the question lol #mitt2012,Hey Obama are you going to actualy answer the question? Lol #mitt2012
294,obama here's what we need to do if only he knew someone in the white house who could do something #denverdebate,Obama: Here's what we need to do... If only he knew someone in the White House who could do something. #DenverDebate
298,lehrer's question dovetails nicely with s story on each candidate's point plan and how of the are exactly the same #debates,Lehrer's question dovetails nicely with @npr's story on each candidate's 5-Point Plan --  and how 4 of the 5 are exactly the same. #debates
300,the undecided voters respond favorably to romney when he gave specifics o his plan #cnn #presidentialdebate,The undecided voters respond favorably to Romney when he gave specifics o his plan  #CNN #PresidentialDebate
304,answering the question with a personal story great way to start the debate off #denverdebate #tcot,@MittRomney answering the question with a personal story. Great way to start the debate off. #DenverDebate #tcot
306,mitt romney blague sur le 20e anniversaire du couple obama un dbat prsidentiel l'endroit le romantique pour clbrer #etatsunis2012,Mitt Romney blague sur le 20e anniversaire du couple Obama... un dbat prsidentiel --  l'endroit le + romantique pour clbrer #etatsunis2012
309,bonifay for president #debates should be done on a xstar not in a boring auditorium,@Parxxx Bonifay for President 2012. #debates should be done on a @mastercraftboat XStar not in a boring auditorium.
312,wow #obama was one of senators who voted against the stafford act for nola postkatrina amazing,RT @dennygirltwo: @Pedlar7: WOW. #obama was one of 14 senators who voted AGAINST the Stafford Act for NOLA post-Katrina. AMAZING!
313,got my pen and paper ready to write down all the stupid shit romney says #obama2012,Got my pen and paper --  ready to write down all the stupid shit Romney says. #Obama2012
314,obama has been saying we are fighting our way back for years when do we win that fight #denverdebate #cantafford4more,Obama has been saying we are fighting our way back for 3.5 years.. when do we win that fight? #DenverDebate #CantAfford4More
316,look at my next president barack obama show this mormon that we livin in and not,Look at my next president --  Barack Obama! Show this Mormon that we livin in 2012 and not 1900.
317,from behing mitt romney's head looks largely unproportional to his body must be why is voting for him,@Spetershack11: from behing --  Mitt Romney's head looks largely unproportional to his body... must be why @jruetz16 is voting for him
318,ok so mitt isn't making any sense he just described basically what the president's plan was obama just said educate improve schools,Ok so Mitt isn't making any sense! He just described basically what the President's plan was! Obama just said educate! Improve schools!
323,invest in energy that's done we'll for him during his presidency #solyndra #debates,Invest in energy..... That's done we'll for him during his presidency. #solyndra #debates
324,the first issue in the debate convincing my parents we shouldn't watch it on fox news #denverdebate,The first issue in the debate: convincing my parents we shouldn't watch it on Fox News. #denverdebate
326,regardless of whether president obama is reelected or not his wife will still be there so yes he's going to acknowledge their anniversary,Regardless of whether President Obama is reelected or not --  his wife will still be there. So --  yes he's going to acknowledge their anniversary
327,there is such a disconnect between mitt romney and the human racesmh,THERE IS SUCH A DISCONNECT BETWEEN MITT ROMNEY AND THE HUMAN RACE...SMH
328,mitt romney's flag lapel is bigger than obama's what a political statement,Mitt Romney's flag lapel is bigger than Obama's. What a political statement.
332,#dnc2012 revealed that obama's greatest asset is his wife michele i'm sure he's going to mention her more times tonight #debates,#DNC2012 revealed that Obama's greatest asset is his wife --  Michele. I'm sure he's going to mention her 5-6 more times tonight. #debates
334,who else is watching the presidential debates mitt romney owned the first question lol,Who else is watching the presidential debates? Mitt Romney OWNED the first question lol.
335,corre la voz mitt romney is the wrong choice for our community #forwardnotback,RT @LatinosforObama :Corre la voz --  Mitt Romney is the wrong choice for our community. #ForwardNotBack http://t.co/CJYMb95s
337,i think the next two debates are being held on mitt romney's anniversaries with two of his wives,I think the next two debates are being held on Mitt Romney's anniversaries with two of his wives.
339,sometimes the best politics is to thank a spouse on an anniversary before getting into the boxing ring for a debate #obama,Sometimes --  the best politics is to thank a spouse on an anniversary --  before getting into the boxing ring for a debate #obama
340,fox news actually predicted this morning that romney would wear a red tie tonight #debates,Fox News actually predicted this morning that Romney would wear a red tie tonight #debates
344,apparently mittens never took ap us history a big government that regulates and taxes is not trickledown #mess #debates #tackyredtie,Apparently --  Mittens never took AP US History. A big government that regulates and taxes is NOT trickle-down. #mess #debates #tackyredtie
347,weedingrt happy weeding anniversary to my god father president barack obama and my his beautiful wife,Weeding?RT @ItsSkipNotCaleb: HAPPY WEEDING ANNIVERSARY TO MY GOD FATHER PRESIDENT BARACK OBAMA AND MY HIS BEAUTIFUL WIFE
348,#qu students will you be watching tonight's presidential debate i know will be #beinformed #election2012,#QU students --  will you be watching tonight's presidential debate? I know @TJCoolass will be! #BeInformed #Election2012
351,lol i keep pointing to the tv saying thats my nigga man #obama,lol --  i keep pointing to the  tv saying thats my nigga man ! #obama
353,obama's solution to the economy is spending more money on education wtf #denverdebate,Obama's solution to the economy is spending more money on education?  WTF?  #DenverDebate
355,president obama is a boss in this debate his looks are going for blood,President Obama is a boss in this debate. His looks are going for blood.
359,obama used ethos a form of rhetoric used to connect with the audience on an emotional level #presidentialdebate,Obama used Ethos a form of rhetoric used to connect with the audience on an emotional level. #PresidentialDebate
363,thank you says mitt waiting on applause that rules mean will never come first minigaffe #debates,Thank - you says Mitt --  waiting on applause that rules mean will never come. First mini-gaffe? #debates
364,#debates i'm sure this is the most romantic place you could be with me #romney,#debates I'm sure this is the most romantic place you could be ... with me #Romney
365,geez rough start obama #debates not celebrating in front of million people #whining #personallife,Geez rough start Obama #debates ... Not celebrating in front of 40 million people #whining #personallife
366,mitt romney just called out obama on trickle down government love it,Mitt Romney just called out Obama on Trickle Down Government. Love it!!!
369,obama continues what he's done for years on the first question avoid it and change the focus to the past #romneyryan2012,Obama continues what he's done for 4 years on the FIRST question: avoid it and change the focus to the past. #RomneyRyan2012
370,what do they whisper to each other hen they shake hands #teamobama,What do they whisper to each other hen they shake hands?!?! #teamobama
371,what does biofuel have to do with trickle down economics #debates what does biofuel have to do with trickle do,What does biofuel have to do with trickle down economics? #Debates: What does biofuel have to do with trickle do... http://t.co/jMn62yRF
372,someone tell me about mitt romney he gets lots of hate so i'm wondering soo,Someone tell me about Mitt Romney.  He gets lots of hate so I'm wondering soo.
381,a woman came up to me with a baby in her arms i tried not to look directly at it mitt romney,A woman came up to me with a baby in her arms. I tried not to look directly at it. - mitt romney
383,trickle down government won't work mitt just ran away from the policy that underlies his economics head spinning #debates,Trickle down government won't work? Mitt just ran away from the policy that underlies his economics. Head spinning. #debates
384,these presidential debates need to be aired like the hunger games #debate2012 #decision2012,These Presidential Debates need to be aired like the Hunger Games. #Debate2012 #decision2012
386,happy 20th anniversary barack michelle i love how he told her happy anniversary before he even began his speech #presidentialdebate,Happy 20th anniversary Barack & Michelle!!! I love how he told her happy anniversary before he even began his speech !! #PresidentialDebate
388,lehrer mr president please respond directly to romney's remark about trickle down govt obama just repeats his first answer #debate,Lehrer: Mr. President --  please respond directly to Romney's remark about trickle down govt. Obama just repeats his first answer. #Debate
389,watching the open remarks of the first presidential debate in colonie ny #obama2012 #debatewatch,Watching the open remarks of the first Presidential debate in Colonie NY. #Obama2012 #DebateWatch @OFA_NY http://t.co/RXUQTD2j
390,how can you be a woman and support mitt romney he finna take away our rights,how can you be a woman and support mitt romney... HE FINNA TAKE AWAY OUR RIGHTS
391,love that #obama started off by wishing his lady a happy year anniversary #presidentialdebate2012 #debate,Love that #Obama started off by wishing his lady a Happy 20 year Anniversary #PresidentialDebate2012 #debate
392,keep thinking of the badlipreading video of mitt romney everytime he talks god dammit internet,Keep thinking of the BadLipReading video of Mitt Romney everytime he talks. God dammit internet.
393,less then min in and the bs from president obama has already begun,Less then 2 min in and the BS from President Obama has already begun
394,watch live president obama discusses his specific plans to keep us moving forward in the first presidential debate,@BarackObama: Watch live: President Obama discusses his specific plans to keep us moving forward in the first presidential debate.
395,president obama always make sure he gives his wife a shout out #debate,President Obama always make sure he gives his wife a shout out. #debate
396,only a matter of time before this debate gets testy i'm excited #obama #romney #debate,Only a matter of time before this debate gets testy. I'm excited #Obama #Romney #Debate
397,obama and romney on the same page on education privatize bust unions #debates,Obama and Romney on the same page on education: Privatize --  bust unions. #debates
405,i have my surround sound on like im watching the super bowl im excited about the #presidentialdebate #embracedebate,I have my surround sound on like im watching the Super Bowl! Im excited about the #PresidentialDebate. #EmbraceDebate
410,curious how #obama would add mil spots in community colleges anyone know of that proposal,Curious how #obama would add 2 mil spots in community colleges. Anyone know of that proposal?
411,meboutta watch the presidential debate himthe one with romney and obama me no the one with the othr ppl running for president him who,Me:boutta watch the presidential debate Him:the one with romney and obama Me: no the one with the othr ppl running for president  Him: who!?
418,begins w a defense of his record on jobs but credits american people #denverdebate,RT @DavidMDrucker: .@BarackObama begins w/ a defense of his record on jobs --  but credits American people. #DenverDebate
422,yesterday a nameless faceless woman with a token infant came up to me #debates,Yesterday --  a nameless --  faceless woman with a token infant came up to me... #debates
425,remember kids this is what you get when the matrix glitches fucktards for candidates fuck #denverdebate and fuck #ndaarulling,Remember kids --  this is what you get when the matrix glitches fucktards for candidates. Fuck  #DenverDebate and Fuck #NDAARulling
