Phrase,TextRankScore,RakeDegScore,RakeFreqScore,RakeDBFScore
much ,2.771060,124.000000,63.000000,1.968254
even american ,4.754419,286.000000,114.000000,5.279694
wind ,1.674948,17.000000,11.000000,1.545455
solar ,1.852378,28.000000,16.000000,1.750000
biofuels ,1.141094,10.000000,6.000000,1.666667
hmmm ,0.000000,2.000000,2.000000,1.000000
many times ,4.084996,82.000000,32.000000,5.095238
heard ,0.998900,24.000000,15.000000,1.600000
planning ,0.515925,4.000000,4.000000,1.000000
watching ,3.296717,158.000000,107.000000,1.476636
presidential debate tonight ,15.528072,754.000000,362.000000,7.026032
stoked ,0.350722,3.000000,3.000000,1.000000
oh romney ,30.344191,4298.000000,1492.000000,4.952447
tax cut ,8.837308,373.000000,161.000000,4.629346
funny shit man funny shit ,8.792768,440.000000,218.000000,5.691993
hell ,1.461530,62.000000,31.000000,2.000000
much ,2.771060,124.000000,63.000000,1.968254
trillion ,1.135478,23.000000,10.000000,2.300000
lot ,1.506826,29.000000,24.000000,1.208333
really look ,5.371796,450.000000,190.000000,4.739793
political shit ,6.730650,305.000000,142.000000,4.576903
really ,2.617326,213.000000,89.000000,2.393258
research ,0.441881,4.000000,2.000000,2.000000
learn ,0.643472,3.000000,3.000000,1.000000
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
motherfucking idiot ,1.690525,24.000000,15.000000,3.115385
now ,3.978994,230.000000,88.000000,2.613636
romney answer ,31.009648,4307.000000,1502.000000,4.731751
watch ,2.777638,125.000000,70.000000,1.785714
split screen ,3.504225,51.000000,24.000000,4.500000
mitt romney's cheeks ,29.761530,4039.000000,1275.000000,9.592572
move ,1.349023,19.000000,10.000000,1.900000
criticism ,0.000000,1.000000,1.000000,1.000000
just confused ,7.666746,1051.000000,365.000000,4.641967
lehrer explains tonights drinking game take ,12.064381,403.000000,150.000000,19.924358
sip ,0.000000,1.000000,1.000000,1.000000
time ,3.777322,170.000000,90.000000,1.888889
say zing ,2.928360,268.000000,133.000000,4.015152
response ,0.917157,15.000000,8.000000,1.875000
rehearsed line ,2.182715,27.000000,16.000000,3.317460
want romney ,32.477437,4440.000000,1584.000000,4.606321
obama ,15.681776,1709.000000,751.000000,2.275632
president ,9.492084,864.000000,378.000000,2.285714
way ,2.146889,74.000000,51.000000,1.450980
fuckkk mitt romney ,53.459348,7927.000000,2631.000000,9.050591
trying ,1.997536,69.000000,42.000000,1.642857
keep ,1.827237,55.000000,21.000000,2.619048
rich rich ,2.950545,105.000000,63.000000,1.666667
fuck ,2.334108,195.000000,105.000000,1.857143
dude ,1.531060,45.000000,22.000000,2.045455
schoolwork ,0.000000,1.000000,1.000000,1.000000
gonna ,2.577730,132.000000,59.000000,2.237288
take ,3.728621,139.000000,63.000000,2.206349
timeout ,0.000000,1.000000,1.000000,1.000000
now ,3.978994,230.000000,88.000000,2.613636
presidential #debates ,11.765491,499.000000,222.000000,4.772145
need ,2.739506,118.000000,76.000000,1.552632
priority ,0.370488,3.000000,2.000000,1.500000
trickle ,1.791019,42.000000,27.000000,1.555556
government ,1.761564,37.000000,17.000000,2.176471
give bigger tax cuts ,10.506730,346.000000,155.000000,9.743819
companies ,2.450794,44.000000,20.000000,2.200000
middle class workers ,7.156880,148.000000,60.000000,9.674074
wonder ,0.896657,14.000000,13.000000,1.076923
mitt ,24.965229,3712.000000,1180.000000,3.145763
just going ,10.629378,1291.000000,504.000000,4.619240
repeat everything obama ,18.579448,1819.000000,787.000000,9.808965
said ,2.772512,255.000000,90.000000,2.833333
repackage ,0.000000,1.000000,1.000000,1.000000
idea ,0.992760,40.000000,20.000000,2.000000
mitt romney speaks ,54.491941,7957.000000,2642.000000,8.800591
laugh ,1.471150,32.000000,23.000000,1.391304
hear ,2.917227,112.000000,57.000000,1.964912
bullshit ,1.837847,55.000000,27.000000,2.037037
mitt ,24.965229,3712.000000,1180.000000,3.145763
making ,1.439657,30.000000,18.000000,1.666667
weird thing ,2.696224,90.000000,44.000000,3.726985
#cantafford4more years ,4.867127,130.000000,81.000000,3.578947
mitt romney buying new twitter hashtags ,60.605348,8146.000000,2710.000000,19.678391
week ,0.433784,2.000000,2.000000,1.000000
try ,1.416280,25.000000,17.000000,1.470588
win ,1.795906,60.000000,36.000000,1.666667
people ,4.305414,257.000000,115.000000,2.234783
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
pay ,3.736937,169.000000,76.000000,2.223684
tax mitt romney ,59.177962,8145.000000,2725.000000,8.376907
pay ,3.736937,169.000000,76.000000,2.223684
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
sorry ,1.220384,32.000000,20.000000,1.600000
nigga nobody likes ,5.304037,176.000000,59.000000,9.372727
well ,1.809096,45.000000,25.000000,1.800000
people ,4.305414,257.000000,115.000000,2.234783
like ,12.308358,1287.000000,430.000000,2.993023
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
know ,3.410289,240.000000,145.000000,1.655172
takes ,2.708801,48.000000,37.000000,1.297297
get small business going ,26.614466,1497.000000,577.000000,10.665575
knows ,1.272023,72.000000,28.000000,2.571429
take ,3.728621,139.000000,63.000000,2.206349
get jobs going ,17.289357,978.000000,456.000000,6.391714
china ,3.674016,130.000000,81.000000,1.604938
mitt romney looks like lil miss makeup ,73.755996,9753.000000,3215.000000,23.749496
ease ,0.514467,2.000000,2.000000,1.000000
cosmetics ,0.000000,1.000000,1.000000,1.000000
cut taxes ,8.675525,325.000000,147.000000,4.438832
skewed ,0.488492,4.000000,4.000000,1.000000
rich ,2.950545,105.000000,63.000000,1.666667
romney plan cuts taxes ,39.743388,4578.000000,1619.000000,9.727457
rich already pay ,10.994787,542.000000,242.000000,6.492293
poor pay none ,6.373422,219.000000,102.000000,6.053749
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
protecting ,0.322706,2.000000,2.000000,1.000000
obama ,15.681776,1709.000000,751.000000,2.275632
protecting ,0.322706,2.000000,2.000000,1.000000
debate drinking game take ,16.193282,756.000000,361.000000,10.287444
shot ,1.877431,15.000000,15.000000,1.000000
time ,3.777322,170.000000,90.000000,1.888889
laugh ,1.471150,32.000000,23.000000,1.391304
really ,2.617326,213.000000,89.000000,2.393258
think mitt romney ,55.497452,8103.000000,2727.000000,7.895952
shot ,1.877431,15.000000,15.000000,1.000000
hell ,1.461530,62.000000,31.000000,2.000000
winning ,0.705277,8.000000,5.000000,1.600000
yup ,0.773795,4.000000,3.000000,1.333333
got ,3.153756,172.000000,75.000000,2.293333
lot ,1.506826,29.000000,24.000000,1.208333
line ,1.363932,17.000000,9.000000,1.888889
invest word ,4.341094,112.000000,67.000000,3.325253
#denverdebate #fnrdebate #obama saying ,11.750877,465.000000,208.000000,10.436910
lines ,0.492698,4.000000,3.000000,1.333333
used ,1.100513,23.000000,12.000000,1.916667
last yrs ,3.095495,58.000000,26.000000,4.066667
built anything ,2.445970,76.000000,31.000000,4.305556
mitt romney jobs ,59.666517,8209.000000,2753.000000,8.367664
yeah ,1.260684,40.000000,22.000000,1.818182
talk ,1.999086,99.000000,49.000000,2.020408
jobs ,6.207169,285.000000,123.000000,2.317073
want ,3.983318,228.000000,134.000000,1.701493
negros job right ,6.432660,314.000000,113.000000,8.437135
#debate #obama2012 everyone turn ,11.797408,186.000000,85.000000,8.507284
cbs nbc ,1.114342,10.000000,6.000000,3.250000
preference idc ,1.176070,8.000000,5.000000,3.500000
just watch goddamn ,10.421522,1175.000000,433.000000,7.677681
ignorant ,1.602257,24.000000,12.000000,2.000000
lol ,2.869732,129.000000,60.000000,2.150000
makin ,0.397470,2.000000,2.000000,1.000000
shit ,5.160207,268.000000,127.000000,2.110236
story ,0.777510,8.000000,4.000000,2.000000
straight outta ,2.591245,35.000000,16.000000,4.743590
schools ,1.874091,30.000000,16.000000,1.875000
best ,1.382659,44.000000,23.000000,1.913043
want ,3.983318,228.000000,134.000000,1.701493
cut education ,6.530171,249.000000,125.000000,3.947098
oh god ,3.080195,109.000000,56.000000,3.690476
guy ,3.218485,96.000000,54.000000,1.777778
just debate ,14.722562,1476.000000,600.000000,4.699498
years ,3.683630,120.000000,76.000000,1.578947
became ,1.024972,19.000000,8.000000,2.375000
luckiest man ,2.208130,134.000000,65.000000,4.064516
earth ,1.333091,6.000000,5.000000,1.200000
agreed ,0.907940,14.000000,7.000000,2.000000
marry ,0.723051,5.000000,5.000000,1.000000
o ,0.830912,17.000000,9.000000,1.888889
really playing ,3.682244,241.000000,106.000000,4.040317
#debates drinking game tonight ,16.579712,646.000000,272.000000,10.809664
liver ,0.662372,3.000000,2.000000,1.500000
life ,1.458386,30.000000,16.000000,1.875000
one mention ,3.686557,191.000000,88.000000,3.992771
education ,3.411477,97.000000,59.000000,1.644068
tuition ,0.870991,17.000000,8.000000,2.125000
clean energy ,6.438972,257.000000,99.000000,4.634409
obama ,15.681776,1709.000000,751.000000,2.275632
romney makes homo errotic comment ,31.871197,4325.000000,1491.000000,18.526450
president ,9.492084,864.000000,378.000000,2.285714
obama smiles ,16.232511,1715.000000,754.000000,4.275632
time ,3.777322,170.000000,90.000000,1.888889
turn ,1.529985,15.000000,10.000000,1.500000
tvs ,0.690946,3.000000,2.000000,1.500000
pay close attention ,6.927824,233.000000,107.000000,6.292060
#debates educate ,8.337061,325.000000,160.000000,3.544872
mitt romney looks kinda salty ,59.817832,8444.000000,2782.000000,17.506473
obama ,15.681776,1709.000000,751.000000,2.275632
talk ,1.999086,99.000000,49.000000,2.020408
mitt romney got ,56.613104,8096.000000,2705.000000,8.343924
fuck ,2.334108,195.000000,105.000000,1.857143
country ,1.795287,49.000000,38.000000,1.289474
swag ,0.806818,14.000000,6.000000,2.333333
just want obama tonight ,30.656816,3123.000000,1303.000000,9.360320
say mitt romney ,56.387708,8190.000000,2762.000000,8.065743
pay ,3.736937,169.000000,76.000000,2.223684
taxes ,5.556831,173.000000,81.000000,2.135802
walk ,1.618561,29.000000,15.000000,1.933333
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
say ,2.928360,266.000000,132.000000,2.015152
just saying ,9.742097,1161.000000,424.000000,4.749110
mitt romney becomes president ,63.993519,8845.000000,3023.000000,12.136305
kill ,1.195890,34.000000,16.000000,2.125000
mitt romney just said yes ,64.940343,9280.000000,3109.000000,13.811605
nigga ,3.177438,114.000000,40.000000,2.850000
know ,3.410289,240.000000,145.000000,1.655172
gonna lose ,3.560513,154.000000,71.000000,4.070621
crack ,2.544202,67.000000,43.000000,1.558140
china ,3.674016,130.000000,81.000000,1.604938
cheat ,0.889622,26.000000,16.000000,1.625000
cool ,1.148141,12.000000,6.000000,2.000000
feel like ,14.479926,1428.000000,484.000000,5.604134
offensive ,0.553218,3.000000,2.000000,1.500000
mr president ,11.528196,912.000000,402.000000,4.285714
please turn ,4.040944,74.000000,34.000000,3.958333
mr romney ,30.530231,4260.000000,1474.000000,4.904828
compete ,0.231446,3.000000,2.000000,1.500000
contest ,0.594243,3.000000,3.000000,1.000000
mitt ,24.965229,3712.000000,1180.000000,3.145763
cheating now ,4.918626,240.000000,96.000000,3.863636
exactly president obama give breaks ,29.717384,2693.000000,1187.000000,11.682281
companies ,2.450794,44.000000,20.000000,2.200000
give americans jobs ,10.054102,391.000000,178.000000,6.360627
bastards ,0.000000,1.000000,1.000000,1.000000
people ,4.305414,257.000000,115.000000,2.234783
really take politics serious ,9.418863,432.000000,196.000000,9.084455
america ,4.019640,171.000000,87.000000,1.965517
voice ,3.647742,91.000000,36.000000,2.527778
watch ,2.777638,125.000000,70.000000,1.785714
debate listen ,8.990984,458.000000,256.000000,3.336943
go time ,6.857433,307.000000,162.000000,3.791667
youve got ,4.082106,181.000000,80.000000,4.093333
presidents back ,5.154462,166.000000,60.000000,4.990385
tonights debate ,8.681834,457.000000,248.000000,4.585309
ur ,0.992919,11.000000,4.000000,2.750000
damn ,2.070764,76.000000,33.000000,2.303030
last years made obama age ,24.655138,1966.000000,878.000000,11.680505
lot ,1.506826,29.000000,24.000000,1.208333
stress ,0.000000,1.000000,1.000000,1.000000
daddy said ,3.639208,269.000000,97.000000,4.833333
thing romney ,30.431801,4288.000000,1485.000000,5.076257
president obama ,25.173860,2573.000000,1129.000000,4.561346
jobs ,6.207169,285.000000,123.000000,2.317073
experience ,0.715304,5.000000,3.000000,1.666667
ceo ,0.744765,9.000000,4.000000,2.250000
dont want damn fucking obama ,26.765211,2293.000000,1010.000000,12.241445
president ,9.492084,864.000000,378.000000,2.285714
damn muslim get ,10.164286,528.000000,226.000000,6.650398
oval office ,2.012927,30.000000,18.000000,3.600000
go back ,6.774494,286.000000,124.000000,4.768163
home country ,2.993748,68.000000,47.000000,3.400585
please ,2.510959,59.000000,24.000000,2.458333
mitt romney becomes ,54.501435,7981.000000,2645.000000,9.850591
44th president ,9.492084,866.000000,379.000000,4.285714
united states ,1.029737,15.000000,7.000000,4.250000
moving ,1.278170,14.000000,10.000000,1.400000
canada ,0.868719,10.000000,7.000000,1.428571
lying douchebag ,2.618120,62.000000,25.000000,3.964286
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
famous words ,1.528830,23.000000,15.000000,3.038462
eve ,0.000000,1.000000,1.000000,1.000000
even know ,5.896528,448.000000,232.000000,4.045977
gov ,1.387839,30.000000,17.000000,1.764706
romney ,28.494119,4212.000000,1450.000000,2.904828
talking ,3.014454,164.000000,86.000000,1.906977
right now ,8.277286,449.000000,164.000000,5.495215
help ,2.661323,95.000000,51.000000,1.862745
great opening ,2.783624,65.000000,29.000000,4.805195
mitt romney tryna send ,55.773120,7992.000000,2652.000000,12.139877
black people back ,10.595592,514.000000,217.000000,7.260168
hood ,0.335712,3.000000,2.000000,1.500000
trillion tax cut figure obama threw ,26.922396,2129.000000,932.000000,13.954978
refers ,0.000000,1.000000,1.000000,1.000000
romney's plan ,8.727431,473.000000,165.000000,5.545401
cut taxes ,8.675525,325.000000,147.000000,4.438832
everyone ,2.239343,71.000000,33.000000,2.151515
including wealthy ,1.669158,26.000000,17.000000,3.211538
obama ,15.681776,1709.000000,751.000000,2.275632
think ,2.038104,179.000000,97.000000,1.845361
got ,3.153756,172.000000,75.000000,2.293333
invest ,2.768046,76.000000,45.000000,1.688889
education ,3.411477,97.000000,59.000000,1.644068
training ,1.895028,24.000000,16.000000,1.500000
develop new sources ,4.775213,148.000000,50.000000,8.414286
energy ,5.258574,245.000000,93.000000,2.634409
fix ,1.266207,14.000000,10.000000,1.400000
obama ,15.681776,1709.000000,751.000000,2.275632
president ,9.492084,864.000000,378.000000,2.285714
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
nothing ,1.576102,66.000000,33.000000,2.000000
country ,1.795287,49.000000,38.000000,1.289474
hes ,1.266635,41.000000,13.000000,3.153846
businessmen ,0.000000,1.000000,1.000000,1.000000
doesnt know crap ,5.279817,291.000000,161.000000,7.488505
question tonight ,7.351676,243.000000,121.000000,4.069353
going ,3.576472,247.000000,143.000000,1.727273
win ,1.795906,60.000000,36.000000,1.666667
debate ,7.669656,432.000000,239.000000,1.807531
dumb ,1.989305,70.000000,29.000000,2.413793
mitt romney going ,57.035820,8171.000000,2773.000000,7.777864
make ,3.764399,169.000000,77.000000,2.194805
look tonight ,6.693286,379.000000,158.000000,4.837763
mitt romney just pissed ,61.166810,8979.000000,2995.000000,11.692558
already ,4.307305,268.000000,103.000000,2.601942
minutes ,1.745874,44.000000,33.000000,1.333333
mitt romney wins ,55.358707,7990.000000,2652.000000,9.050591
cuts financial aid ,4.701323,80.000000,30.000000,8.063235
college students ,3.366063,60.000000,23.000000,4.934211
right ,4.298292,219.000000,76.000000,2.881579
icdc ,0.000000,1.000000,1.000000,1.000000
joke ,1.525187,48.000000,27.000000,1.777778
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
looking ,2.080831,112.000000,48.000000,2.333333
tab tonight ,3.938816,144.000000,58.000000,4.491228
taken ,0.788795,6.000000,5.000000,1.200000
bronzer ,0.698948,2.000000,2.000000,1.000000
think obama ,17.719880,1888.000000,848.000000,4.120993
gonna win ,4.373636,192.000000,95.000000,3.903955
election ,2.072875,41.000000,27.000000,1.518519
really care ,4.339645,253.000000,116.000000,3.874739
wins ,1.899359,66.000000,22.000000,3.000000
nothing ,1.576102,66.000000,33.000000,2.000000
fixed ,0.523470,5.000000,4.000000,1.250000
matter ,0.738223,9.000000,9.000000,1.000000
president ,9.492084,864.000000,378.000000,2.285714
lolrt haha ,1.193385,17.000000,11.000000,3.444444
obama shook mitt romney's hand ,48.311146,5813.000000,2044.000000,16.140931
said fuck boy ,6.165327,471.000000,205.000000,6.790476
understand ,0.974068,31.000000,20.000000,1.550000
president obama says ,28.952763,2816.000000,1216.000000,7.354449
invest ,2.768046,76.000000,45.000000,1.688889
education ,3.411477,97.000000,59.000000,1.644068
develop energy sources ,7.344005,284.000000,108.000000,7.934409
america ,4.019640,171.000000,87.000000,1.965517
get done ,8.734626,488.000000,213.000000,4.173455
uhh ,1.020358,10.000000,5.000000,2.000000
jay pharaoh ,0.675773,6.000000,3.000000,4.000000
uh ,2.183192,39.000000,19.000000,2.052632
uhhh ,1.087706,10.000000,5.000000,2.000000
accurate impression ,1.646063,17.000000,7.000000,4.300000
uhhh ,1.087706,10.000000,5.000000,2.000000
obama ,15.681776,1709.000000,751.000000,2.275632
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
fair impression ,1.924354,31.000000,12.000000,5.228571
corpse ,0.488033,3.000000,2.000000,1.500000
casket ,0.000000,1.000000,1.000000,1.000000
mitt energy independent ,31.854122,4000.000000,1287.000000,8.851601
open ,1.792756,42.000000,26.000000,1.615385
trade ,3.411299,54.000000,32.000000,1.687500
make sure ppl ,7.463126,264.000000,118.000000,7.491774
skills ,1.747650,19.000000,12.000000,1.583333
skools ,0.000000,1.000000,1.000000,1.000000
balanced budget ,4.345374,83.000000,38.000000,4.427692
fact ,2.236106,69.000000,22.000000,3.136364
romneys trillion tax cuts ,9.231124,299.000000,125.000000,10.881218
paid ,0.980049,15.000000,7.000000,2.142857
promised ,0.000000,1.000000,1.000000,1.000000
million americans ,3.778225,89.000000,35.000000,4.976191
small businesses ,12.130278,566.000000,177.000000,6.130695
see ,2.616374,139.000000,81.000000,1.716049
tax hike ,5.718614,223.000000,96.000000,4.326316
dont like mitt romney ,68.881977,9407.000000,3122.000000,12.204904
admit ,0.535059,12.000000,5.000000,2.400000
hes impressing ,1.266635,43.000000,14.000000,5.153846
stop ,1.817494,81.000000,33.000000,2.454545
#teamobama #teamromney pretty sure ,7.604041,211.000000,89.000000,11.570512
lot greater ,1.506826,31.000000,25.000000,3.208333
mitt romney walked ,54.255815,7941.000000,2637.000000,8.479162
stage ,2.117765,27.000000,21.000000,1.285714
saw ,0.521961,5.000000,4.000000,1.250000
actually butthole ,2.017153,91.000000,39.000000,3.878378
romney won ,29.673662,4235.000000,1459.000000,5.460384
handshake ,0.777144,6.000000,5.000000,1.200000
strong grip ,1.117980,13.000000,6.000000,4.500000
year old says ,8.866336,374.000000,142.000000,7.533103
handshake ,0.777144,6.000000,5.000000,1.200000
jobs #mittromney ,8.395606,342.000000,149.000000,4.509381
going ,3.576472,247.000000,143.000000,1.727273
create ,2.358351,57.000000,23.000000,2.478261
comedy central ,2.018812,26.000000,10.000000,5.200000
oooohhh ,0.000000,1.000000,1.000000,1.000000
know shit ,8.570496,508.000000,272.000000,3.765408
politics ,2.052953,46.000000,33.000000,1.393939
obama plays basketball ,16.678119,1720.000000,755.000000,7.775632
romney ,28.494119,4212.000000,1450.000000,2.904828
white ,1.692299,80.000000,28.000000,2.857143
obama ,15.681776,1709.000000,751.000000,2.275632
start ,1.742165,81.000000,40.000000,2.025000
topic ,0.644518,12.000000,4.000000,3.000000
one sees ,3.467320,185.000000,85.000000,3.692771
trying ,1.997536,69.000000,42.000000,1.642857
pull ,0.829420,8.000000,6.000000,1.333333
fast one ,3.567405,190.000000,88.000000,3.792771
america ,4.019640,171.000000,87.000000,1.965517
just ,7.052906,1044.000000,361.000000,2.891967
po starting ,1.459851,12.000000,9.000000,3.250000
sound like ,14.221113,1362.000000,453.000000,6.253893
snl counterpart ,1.145562,10.000000,5.000000,4.000000
lmao ,1.562619,23.000000,13.000000,1.769231
call obama mr ,19.036692,1788.000000,792.000000,6.099161
president ,9.492084,864.000000,378.000000,2.285714
head ,1.095042,41.000000,18.000000,2.277778
bet ,0.820450,43.000000,22.000000,1.954545
thinkin damn right ,6.860017,301.000000,111.000000,8.184609
lmfao ,0.877445,14.000000,10.000000,1.400000
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
going ,3.576472,247.000000,143.000000,1.727273
election ,2.072875,41.000000,27.000000,1.518519
way ,2.146889,74.000000,51.000000,1.450980
obama supporters ,16.323985,1714.000000,754.000000,3.942299
obama ,15.681776,1709.000000,751.000000,2.275632
question ,3.412860,101.000000,64.000000,1.578125
just gonna stick ,10.372826,1185.000000,425.000000,6.929255
hate mitt romney ,54.891116,8015.000000,2670.000000,8.325591
uglass ,0.000000,1.000000,1.000000,1.000000
gonna ,2.577730,132.000000,59.000000,2.237288
president ,9.492084,864.000000,378.000000,2.285714
obama compete ,15.913222,1712.000000,753.000000,3.775632
forensics ,0.000000,1.000000,1.000000,1.000000
hand gestures ,2.200356,42.000000,15.000000,4.772727
#denverdebate #cnndebate invest ,7.137486,168.000000,89.000000,6.758656
solar companies ,4.303172,72.000000,36.000000,3.950000
donate ,0.000000,1.000000,1.000000,1.000000
campaign ,1.173248,26.000000,9.000000,2.888889
watch ,2.777638,125.000000,70.000000,1.785714
go bankrupt ,3.814244,150.000000,76.000000,5.152778
1st question ,4.881045,126.000000,71.000000,5.149554
seems like ,13.708108,1354.000000,454.000000,5.784690
#obama ,5.327685,251.000000,100.000000,2.510000
#romney ,3.884737,199.000000,86.000000,2.313953
answer ,2.515529,95.000000,52.000000,1.826923
flipping questions ,1.988668,30.000000,15.000000,3.576923
mitt romney looks reminds ,58.947855,8422.000000,2776.000000,12.306473
creepy old pedophile ,3.909242,107.000000,46.000000,6.172727
hard ,1.614294,52.000000,27.000000,1.925926
watch ,2.777638,125.000000,70.000000,1.785714
idiots ,0.715259,8.000000,4.000000,2.000000
know one ,6.372037,422.000000,228.000000,3.847943
wish everybody ,1.792853,38.000000,21.000000,4.025000
tl ,1.030381,19.000000,11.000000,1.727273
voting age ,2.948351,66.000000,45.000000,3.865854
including ,0.561092,7.000000,4.000000,1.750000
president obama ,25.173860,2573.000000,1129.000000,4.561346
bag ,0.487837,6.000000,3.000000,2.000000
contest ,0.594243,3.000000,3.000000,1.000000
answer ,2.515529,95.000000,52.000000,1.826923
question romney ,31.906979,4313.000000,1514.000000,4.482953
lie ,1.867759,37.000000,17.000000,2.176471
oh ,1.850072,86.000000,42.000000,2.047619
late ,0.000000,1.000000,1.000000,1.000000
just ,7.052906,1044.000000,361.000000,2.891967
just wanna blues ca ,9.589570,1176.000000,405.000000,13.844348
tv ,2.211921,49.000000,34.000000,1.441176
slap mitt romney ,54.337846,7934.000000,2636.000000,7.717258
say ,2.928360,266.000000,132.000000,2.015152
friend ,0.614925,7.000000,6.000000,1.166667
fb just said ,10.377023,1307.000000,456.000000,7.325300
mitt romney talking ,56.473802,8088.000000,2716.000000,7.957568
knows whats best ,2.982424,123.000000,54.000000,6.817805
african american community ,3.879980,98.000000,35.000000,7.888889
tf ,1.395601,17.000000,11.000000,1.545455
bitch ,2.088933,83.000000,31.000000,2.677419
us picking ,5.023250,203.000000,77.000000,4.653333
field ,0.846454,6.000000,4.000000,1.500000
wish abc news ,4.757934,128.000000,40.000000,8.717437
quit showing tweets ,4.694104,75.000000,39.000000,6.236112
bottom ,0.767629,6.000000,5.000000,1.200000
#debates ,7.845891,319.000000,156.000000,2.044872
care ,1.722319,40.000000,27.000000,1.481481
uninformed internet people think ,7.694492,454.000000,218.000000,10.080144
yes obama ,17.337353,1766.000000,779.000000,4.311346
talk ,1.999086,99.000000,49.000000,2.020408
education ,3.411477,97.000000,59.000000,1.644068
take ,3.728621,139.000000,63.000000,2.206349
loans ,0.649396,7.000000,2.000000,3.500000
lol ,2.869732,129.000000,60.000000,2.150000
logging ,0.000000,1.000000,1.000000,1.000000
twitter ,3.227130,93.000000,37.000000,2.513514
cause ,2.065877,65.000000,23.000000,2.826087
annoying ,1.299546,16.000000,7.000000,2.285714
comes ,1.205172,45.000000,23.000000,1.956522
president ,9.492084,864.000000,378.000000,2.285714
really obama ,18.299102,1922.000000,840.000000,4.668890
starting things ,2.840548,74.000000,41.000000,3.189394
jokes ,1.299087,19.000000,8.000000,2.375000
comedy central ,2.018812,26.000000,10.000000,5.200000
fucking moron ,2.790890,90.000000,34.000000,4.300000
real joke ,3.950482,148.000000,64.000000,4.480481
job ,2.134368,92.000000,36.000000,2.555556
start ,1.742165,81.000000,40.000000,2.025000
dept ,0.503896,2.000000,2.000000,1.000000
education ,3.411477,97.000000,59.000000,1.644068
spent ,0.768001,14.000000,5.000000,2.800000
trillion ,1.135478,23.000000,10.000000,2.300000
education system ,4.629508,114.000000,66.000000,4.072639
gotten worst ,2.172994,39.000000,16.000000,4.963636
time mitt romney looks uncomfortable ,62.924870,8575.000000,2860.000000,14.145362
take ,3.728621,139.000000,63.000000,2.206349
drink ,1.168568,15.000000,13.000000,1.153846
prabobloo ber drunken innnn ,0.000000,16.000000,4.000000,16.000000
tymee ,0.000000,1.000000,1.000000,1.000000
ive always said liberals believe ,7.706080,421.000000,157.000000,16.776739
trickle ,1.791019,42.000000,27.000000,1.555556
economics ,1.243318,14.000000,10.000000,1.400000
glad ,1.021533,15.000000,10.000000,1.500000
hear say ,5.845587,378.000000,189.000000,3.980064
yo ,1.113147,35.000000,12.000000,2.916667
obama ,15.681776,1709.000000,751.000000,2.275632
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
talking ,3.014454,164.000000,86.000000,1.906977
small business ,15.532278,804.000000,244.000000,6.590934
education bro ,3.924916,107.000000,64.000000,3.644068
just saying ,9.742097,1161.000000,424.000000,4.749110
obama ,15.681776,1709.000000,751.000000,2.275632
just send ,8.062953,1067.000000,369.000000,5.766967
chair ,0.800634,4.000000,3.000000,1.333333
note ,0.520678,2.000000,2.000000,1.000000
lose debating invisible obama #debates #presidentialdeba ,25.272251,2079.000000,927.000000,20.987170
daaayum ,0.000000,1.000000,1.000000,1.000000
president barack obama ,27.876675,2703.000000,1173.000000,7.515891
damn sexy ,2.697941,88.000000,40.000000,4.017316
way ,2.146889,74.000000,51.000000,1.450980
speaks ,1.032593,33.000000,12.000000,2.750000
way ,2.146889,74.000000,51.000000,1.450980
walks ,0.977001,4.000000,4.000000,1.000000
suit ,0.684943,14.000000,5.000000,2.800000
take ,3.728621,139.000000,63.000000,2.206349
watching obama ,18.978493,1867.000000,858.000000,3.752268
romney discussing creating jobs ,36.054878,4532.000000,1585.000000,11.121901
#debates auto industry ,12.400695,457.000000,212.000000,6.991969
collapsed financial system ,3.345610,44.000000,17.000000,7.303571
housing ,1.238347,9.000000,9.000000,1.000000
work ,1.158950,56.000000,37.000000,1.513514
hdtv ,0.612901,2.000000,2.000000,1.000000
romney got ,31.647875,4384.000000,1525.000000,5.198161
bloodshot eyes ,1.351493,39.000000,23.000000,3.214286
think ,2.038104,179.000000,97.000000,1.845361
wasted ,0.370121,5.000000,2.000000,2.500000
need ,2.739506,118.000000,76.000000,1.552632
go shower ,3.618930,141.000000,75.000000,3.236111
wanna miss ,3.236721,137.000000,46.000000,6.202381
part ,1.083048,33.000000,15.000000,2.200000
mitt romney just looked ,61.132547,8989.000000,2997.000000,12.442558
obama like ,27.990134,2996.000000,1181.000000,5.268655
hell ,1.461530,62.000000,31.000000,2.000000
community college ,3.442016,66.000000,25.000000,5.184211
mittens ,1.020794,21.000000,12.000000,1.750000
move ,1.349023,19.000000,10.000000,1.900000
