DocId,Tweet,Score,ProecessedTweet,RetweetCount
5413,#Denverdebate 1. Energy Independence 2. Crack down on china 3.  Job skills 4.  Champion small business.... Sounds like a winner.,53.697227999999996,#denverdebate energy independence crack down on china job skills champion small business sounds like a winner,0
4896,Romney: My plan has 5 parts: energy independence --  open up more trade --  better education --  balance budget --  champion small business. #debates,53.524793,romney my plan has parts energy independence open up more trade better education balance budget champion small business #debates,1
430,I dont care what no one says --  everytime mitt romney speaks he just sounds like a sneaky snake thats just waiting to fuck up some shit,53.156397999999996,i dont care what no one says everytime mitt romney speaks he just sounds like a sneaky snake thats just waiting to fuck up some shit,2
1330,Obama. Govt Govt Govt. tax tax tax Romney Small business and energy independence #debates,52.836558000000004,obama govt govt govt tax tax tax romney small business and energy independence #debates,0
887,Romney actually looks like a president... Obama just looks like a monkey,52.654562999999996,romney actually looks like a president obama just looks like a monkey,1
2644,Word that man rich as hell --  talking bout small time jobs and he gonna get ppl hired @TheRealTheoo: Mitt Romney don't pay no tax FOH !,52.197115000000004,word that man rich as hell talking bout small time jobs and he gonna get ppl hired mitt romney don't pay no tax foh,0
5516,We can help --  but it's going to take a different path. I know what it takes to get small business going again. - Mitt Romney #debate,51.886017,we can help but it's going to take a different path i know what it takes to get small business going again mitt romney #debate,0
1205,Ion like how dhat bitch Romney just tried 2 downplay dha skool like dhat now --  Americans ain't no dummies na ! Don't do dhat shit lit Mitt !,51.828680999999996,ion like how dhat bitch romney just tried downplay dha skool like dhat now americans ain't no dummies na don't do dhat shit lit mitt,0
3832,Mitt #Romney knows what it takes to get small business going again...use a big biz to buy it --  then send the jobs to #China. :P #debates,51.094972000000006,mitt #romney knows what it takes to get small business going againuse a big biz to buy it then send the jobs to #china p #debates,3
545,mitt romney is just an asshole i feel like they did this on purpose just have dumb ass run for office just so we can vote for obama,51.07629400000001,mitt romney is just an asshole i feel like they did this on purpose just have dumb ass run for office just so we can vote for obama,0
3512,First Q: Creating jobs: Obama: Invest educ. --  training --  change tax code for small biz --  invest in US --  No top down  #debate #Obama2012,51.045933,first q creating jobs obama invest educ training change tax code for small biz invest in us no top down #debate #obama2012,0
4039,Mitt looks like a president --  Obama looks like he's missing Choom:20! Bwah ha ha!,50.850323,mitt looks like a president obama looks like he's missing choom bwah ha ha,2
5217,I just want Obama to call Romney a bitchass nigga one time. Just one time please Mr. President.,50.102667,i just want obama to call romney a bitchass nigga one time just one time please mr president,1
4265,I vote Obama I I could vote cause Romney seems like he will just suck! He will fail us and we will be in depression and shit and just #Obama,49.782382000000005,i vote obama i i could vote cause romney seems like he will just suck he will fail us and we will be in depression and shit and just #obama,1
465,#Romney said a different path is needed to create jobs. Wants energy independence --  open up trade --  job skills --  balance budget --  small biz,49.65289799999999,#romney said a different path is needed to create jobs wants energy independence open up trade job skills balance budget small biz,0
432,#DenverDebate 1) Energy Independence 2) Trade 3)Balanced Budget  4)Get Small Business Going 5) Education System #Romney,49.220762,#denverdebate energy independence trade balanced budget get small business going education system #romney,0
5400,President #Obama says we need to invest in small business --  reduce our deficit --  & embrace economic patriotism #jobs #debates,49.203525000000006,president #obama says we need to invest in small business reduce our deficit embrace economic patriotism #jobs #debates,0
5209,Romney: 5-part plan. Energy independence --  crack down on China --  invest Latin America --  best schools --  small biz #debates #shevotes,48.931153,romney part plan energy independence crack down on china invest latin america best schools small biz #debates #shevotes,0
4137,Did Obama just say we need to cut the deficit and invest in Solar? Mr. President --  2008 called. They want their campaign back. #debate,48.76363,did obama just say we need to cut the deficit and invest in solar mr president called they want their campaign back #debate,3
5447,Man #romney u sound like a fucking idiot 5 step plan shove it up your ass u r a clown and look like a fag tard #debates2012,48.512223999999996,man #romney u sound like a fucking idiot step plan shove it up your ass u r a clown and look like a fag tard #debates2012,0
1028,Mitt is already using specifics like championing small business to help create jobs. #not #PresidentialDebate,48.128084,mitt is already using specifics like championing small business to help create jobs #not #presidentialdebate,0
3602,I know what it takes to get small business working again. ...do we all get a loan from your dad --  Mittens? #Debates,48.005680000000005,i know what it takes to get small business working again do we all get a loan from your dad mittens #debates,0
407,Obama Need To Get On Natt Wit Romney Ass. ! Ion Like Him Already & He Aint Even President .!,47.73903899999999,obama need to get on natt wit romney ass ion like him already he aint even president,1
898,Idk i think i like romney but i dont really pay too much attention to any of this all i know is our country is shit right now so #romney,47.656474,idk i think i like romney but i dont really pay too much attention to any of this all i know is our country is shit right now so #romney,0
499,Mr. Corporations schooling us on small business? This gone be a long ass debate if he keeps this shit up. #PresidentialDebate,47.554957,mr corporations schooling us on small business this gone be a long ass debate if he keeps this shit up #presidentialdebate,0
4261,#Romney just shit on this debate in the first question. Obama is just spoke the same BS he's been feeding us for 4 years. I'm going to lift,47.363478,#romney just shit on this debate in the first question obama is just spoke the same bs he's been feeding us for years i'm going to lift,0
90,Lol idk I know I know nothing about politics I just don't want another president besides Obama I like him.,46.939229000000005,lol idk i know i know nothing about politics i just don't want another president besides obama i like him,0
5245,Call me ignorant white trash --  call me racist --  call me anything.. I don't like Obama. Not cause he's black --  just cause he sucks as president.,46.90989400000001,call me ignorant white trash call me racist call me anything i don't like obama not cause he's black just cause he sucks as president,0
416,5 steps: Energy independence --  invest in Latin America --  build skills & schools --  balance budget --  champion small business. #Romney #debate,46.887876999999996,steps energy independence invest in latin america build skills schools balance budget champion small business #romney #debate,0
5031,Don't get me wrong --  I think Obama seems like I really cool guy --  but he's an ass of a president. (Literally) #politicalpuns,46.773826,don't get me wrong i think obama seems like i really cool guy but he's an ass of a president literally #politicalpuns,0
1063,Obama want to invest in solar panel? Really? In companies like Solyndra? How dumb can a president get?,46.70179,obama want to invest in solar panel really in companies like solyndra how dumb can a president get,0
533,Thats what i like to hear RT @ALBundy904: @Tonio_Montanna hell yeah cause Mitt Romney dont pay no tax Mitt Romney dont pay no tax,46.497690000000006,thats what i like to hear rt hell yeah cause mitt romney dont pay no tax mitt romney dont pay no tax,0
4394,#debates #MittRomney is now saying he's championing small business Srsly? You're a corporate man who ducks paying taxes w millions offshore,46.308444,#debates #mittromney is now saying he's championing small business srsly you're a corporate man who ducks paying taxes w millions offshore,0
4772,Shutup. RT @BasedNas: LOOK AT MITT ROMNEY UP THERE TALKING SHIT. OBAMA JUST LOOKING AT HIS ASS LIKE I WON ALREADY BITCH.,46.227464,shutup rt look at mitt romney up there talking shit obama just looking at his ass like i won already bitch,0
5580,If President Obama and Romney got to hookin I feel like President Obama would give that dude them hands then say Im the HNIC in this bit!,46.13573399999999,if president obama and romney got to hookin i feel like president obama would give that dude them hands then say im the hnic in this bit,0
1094,Lowkey some of u niggas just like President Obama bc hes black! I wish Romney was black so we could see what yall would say then...,45.737226,lowkey some of u niggas just like president obama bc hes black i wish romney was black so we could see what yall would say then,1
5076,LOOK AT MITT ROMNEY UP THERE TALKING SHIT. OBAMA JUST LOOKING AT HIS ASS LIKE I WON ALREADY BITCH.,45.711222,look at mitt romney up there talking shit obama just looking at his ass like i won already bitch,2
403,Large corporations and conglomerates is where people worked after WWII not small business. Jobs left America for China. #debates,45.460704,large corporations and conglomerates is where people worked after wwii not small business jobs left america for china #debates,0
3626,#Debate2012 @mittRomney: Small business start up at a all time low.  Small business are where the wealth is created. #tcot,45.426532,#debate2012 small business start up at a all time low small business are where the wealth is created #tcot,0
1924,Major difference in new job strategies - President Obama :  We've got to invest in education -- training --  small businesses --  local energy,45.30196,major difference in new job strategies president obama we've got to invest in education training small businesses local energy,0
2142,1st Q in #debates: how would you create more #jobs? Energy independence --  small business? How about #solar: 5 -- 600 businesses and +100k jobs,45.217966000000004,1st q in #debates how would you create more #jobs energy independence small business how about #solar businesses and 100k jobs,2
1198,Small businesses aren't really in a position to move countries. Oops --  I forgot --  small business means multinational corporations #debates,44.999015,small businesses aren't really in a position to move countries oops i forgot small business means multinational corporations #debates,0
5488,Romney's job recipe: Energy indipendence --  crack down on china --  schools --  cut expenditure --  focus on small business #debate #romney,44.928233,romney's job recipe energy indipendence crack down on china schools cut expenditure focus on small business #debate #romney,0
5195,Mitt Romney knows what it takes to get small biz going:  Move it to China   #masen #mapoli #debate #debates,44.780790999999994,mitt romney knows what it takes to get small biz going move it to china #masen #mapoli #debate #debates,3
3866,MR: 5 key ways: Energy independence --  more open trade --  skills to succeed --  balanced budget --  champion small businesses. #debates,44.547489,mr key ways energy independence more open trade skills to succeed balanced budget champion small businesses #debates,0
1902,I like Romney because he answers the questions asked instead of just skipping around it like Obama #debates,44.544331,i like romney because he answers the questions asked instead of just skipping around it like obama #debates,1
2947,FACT: If Romneys $5 trillion tax cuts were paid for as promised --  30 million Americans with small businesses could see a tax hike. #Debates,44.536661,fact if romneys trillion tax cuts were paid for as promised million americans with small businesses could see a tax hike #debates,6
3891,Small business people. Thats offensive. I prefer the term little business people. #Romney #debates,44.464857,small business people thats offensive i prefer the term little business people #romney #debates,1
3530,I feel like MAYBE Romney's handlers told him to look down every half second to avoid letting the smug smirk take hold of his face #debates,44.371734000000004,i feel like maybe romney's handlers told him to look down every half second to avoid letting the smug smirk take hold of his face #debates,2
3143,Did Romney just say the PRESIDENT was trying to cut taxes on the rich or did I hear that wrong? #debates,44.30572,did romney just say the president was trying to cut taxes on the rich or did i hear that wrong #debates,0
354,Yes We Can! 1-Energy independence --  2-more trade with free trade --  3-great schools --  4-Balance budget --  5-Freedom for small business #tcot,44.257245,yes we can energy independence more trade with free trade great schools balance budget freedom for small business #tcot,0
1864,Ha! @AliciaStorey: looks like mittens didnt get his little paws in the self tanner tonight #debates,44.192319000000005,ha looks like mittens didnt get his little paws in the self tanner tonight #debates,0
3551,I just have a hard -- hard time believing what Obama says. He's a pimp --  just says what we want to hear #debates,44.145416999999995,i just have a hard hard time believing what obama says he's a pimp just says what we want to hear #debates,2
778,Small business ?? No u don't Mitt u deal wit giants & send small business job opportunities to china !!! #DenverDebate,44.03480500000001,small business no u don't mitt u deal wit giants send small business job opportunities to china #denverdebate,0
2872,Cut taxes --  skewed toward the rich.. Romney plan cuts taxes across the board.The rich ALREADY pay 70% while poor pay NONE.  #DenverDebate,43.963985,cut taxes skewed toward the rich romney plan cuts taxes across the boardthe rich already pay while poor pay none #denverdebate,0
5002,#denverdebate Romney: ...get to a balanced budget --  champion small business. We should restore the vitality that got America working.,43.92135999999999,#denverdebate romney get to a balanced budget champion small business we should restore the vitality that got america working,5
1867,FACT: Romney: I know what it takes to get small business going again. To hire people.  #tcot,43.723134,fact romney i know what it takes to get small business going again to hire people #tcot,3
232,Mitt Romney's face when Obama is talking just looks like he's constantly thinking black people are so cute,43.69476000000001,mitt romney's face when obama is talking just looks like he's constantly thinking black people are so cute,6
664,Small business is heart of America --  & that is why I will pit small businesses against each other to strengthen them #debates #denverdebate,43.683084,small business is heart of america that is why i will pit small businesses against each other to strengthen them #debates #denverdebate,2
429,Job creation. #debates @BarackObama 5 million jobs created --  auto industry roaring back. Invest in edu --  training --  tax code chg #shevotes,43.656558,job creation #debates million jobs created auto industry roaring back invest in edu training tax code chg #shevotes,0
2040,Wait --  it just hit me --  when they talk about small business people they aren't talking about midgets. Good to know. #DenverDebate,43.640613,wait it just hit me when they talk about small business people they aren't talking about midgets good to know #denverdebate,2
3458,Mitt Romney wanna hold us back! Mitt Romney wanna hold us back! Mitt Romney wanna hold us BACK! *Rick Ross voice* LOL,43.594255000000004,mitt romney wanna hold us back mitt romney wanna hold us back mitt romney wanna hold us back rick ross voice lol,1
790,@maui961 Is it just me or did #Romney's answer sound like a management consulting approach? Catchy phrases and all. Champion small business.,43.592147,is it just me or did #romney's answer sound like a management consulting approach catchy phrases and all champion small business,0
1215,Romney on jobs: the same old shit on big government blablabla - Obama: education --  training --  support to small businesses #Debates,43.566531000000005,romney on jobs the same old shit on big government blablabla obama education training support to small businesses #debates,0
3505,Uh oh Obama talkin bout republicans & democrats like were 1 country instead of 2 parties like a president should #VoteObama,43.559940999999995,uh oh obama talkin bout republicans democrats like were country instead of parties like a president should #voteobama,2
4678,Obama just need to smack Romney ass. He talking like he the damn president.,43.482017,obama just need to smack romney ass he talking like he the damn president,0
1756,#MittRomney: 1. Energy Independence 2. MORE trade 3. Educate people w/skills 4. Balance Budget 5. INCREASE Small Businesses #debate #tcot,43.442986999999995,#mittromney energy independence more trade educate people wskills balance budget increase small businesses #debate #tcot,0
3231,I know what it takes to get small business going again - to hire people. - Mitt Romney #debate,43.395955,i know what it takes to get small business going again to hire people mitt romney #debate,0
1443,RT @JustMYthought17: I hope he get in Romney's ass like Ted Kennedy did a few years back #PresidentialDebate,43.348315,i hope he get in romney's ass like ted kennedy did a few years back #presidentialdebate,0
794,Turns out Mitt wants to be Prez cuz he wants to be just like Barack --  I guess.  Check out that man crush.  #Debates,43.257023,turns out mitt wants to be prez cuz he wants to be just like barack i guess check out that man crush #debates,0
4363,Clear choice on jobs spelled out by @MittRomney - energy independence --  education --  lower taxes --  fair trade --  & cut spending. #debates,43.129322,clear choice on jobs spelled out by energy independence education lower taxes fair trade cut spending #debates,0
297,RT @jasonschreier: Trying to watch the debate on my xbox and holy shit mitt romney just killed like four guys no wait this is dishonored nvm,43.051418999999996,trying to watch the debate on my xbox and holy shit mitt romney just killed like four guys no wait this is dishonored nvm,6
5159,Obama's talking like he hasn't been President for the last 4 years. If you want to do all this stuff --  why didn't you do any of it already?,43.045598999999996,obama's talking like he hasn't been president for the last years if you want to do all this stuff why didn't you do any of it already,6
733,To improve the US economy --  #Romney wants: energy independence --  open trade --  better schools --  balanced budgets --  champion small businesses.,43.043014,to improve the us economy #romney wants energy independence open trade better schools balanced budgets champion small businesses,1
2821,Romney: I know what it takes to get small business growing again --  to hire people. #debates,42.994956,romney i know what it takes to get small business growing again to hire people #debates,0
2924,Obama: I think we've got to invest in education and training... develop new sources of energy... fix our tax code #debates #denverdebate,42.67216,obama i think we've got to invest in education and training develop new sources of energy fix our tax code #debates #denverdebate,0
3444,Romney: energy independence. crack down on china. balance budget. champion small business #Debates,42.62958,romney energy independence crack down on china balance budget champion small business #debates,1
4805,Small businesses are what create jobs in America --  except when I bought them and outsourced those jobs to china! - Romney #debates,42.442514,small businesses are what create jobs in america except when i bought them and outsourced those jobs to china romney #debates,0
225,The president says he wants more energy in America yet his agencies are halting new energy production. #debates,42.403495,the president says he wants more energy in america yet his agencies are halting new energy production #debates,0
4205,#Romney says jobs plan includes energy ind --  more trade in latin america --  better schools --  balanced budget --  smaller budget #DebateDenver,42.397679,#romney says jobs plan includes energy ind more trade in latin america better schools balanced budget smaller budget #debatedenver,0
3000,Mitt Romney just looked at Obama like what the hell is a community college? #debates2012 #debates #debate #debate2012,42.383397,mitt romney just looked at obama like what the hell is a community college #debates2012 #debates #debate #debate2012,10
5361,@thedailybeast: Romney: I know what it takes to get small business going again. To hire people. #DenverDebate...yeah right.,42.376996000000005,romney i know what it takes to get small business going again to hire people #denverdebateyeah right,0
3495,Gov. Romney re jobs: Champion small business... I'll restore the vitality that gets America working again. #debates,42.281876,gov romney re jobs champion small business i'll restore the vitality that gets america working again #debates,0
630,If #Obama thinks Education is going to get anyone a Job --  in the next year --  even 2 or 3 years --  it just proves he has no clue. #tcot #p2,42.275861000000006,if #obama thinks education is going to get anyone a job in the next year even or years it just proves he has no clue #tcot #p2,0
1599,Romney IS TRYING MR.OBAMA #PresidentialDebate JUST LOOK AT OBAMA FACE.!! LMAO he got that Get YOUR LIFE Face RIGHT NOW.!!,42.22292,romney is trying mrobama #presidentialdebate just look at obama face lmao he got that get your life face right now,0
4882,#election 2012 #debates #Romney says to crack down on #China --  open trade with #SouthAmerica --  help with education --  small business ...,42.190934,#election #debates #romney says to crack down on #china open trade with #southamerica help with education small business,0
5229,In middle school --  I used to smirk really hard while pretending to take notes --  so yeah --  I guess I WOULD make a great president. #debates,41.983031000000004,in middle school i used to smirk really hard while pretending to take notes so yeah i guess i would make a great president #debates,1
3865,Black America would be just like it was during the Reganomics if Mitt Romney becomes President #Debate,41.828120999999996,black america would be just like it was during the reganomics if mitt romney becomes president #debate,0
3667,What does President Obama mean by invest in new forms of energy? Bankrupt solar firms like Solyndra? #DenverDebate,41.77394,what does president obama mean by invest in new forms of energy bankrupt solar firms like solyndra #denverdebate,0
1161,I know what it takes to hire people. - #Romney. Fact check: I like to be able to fire people. - Romney. The ultimate debate. #macdw,41.76711399999999,i know what it takes to hire people #romney fact check i like to be able to fire people romney the ultimate debate #macdw,0
4524,Both candidates say they will focus on small businesses. So let's compare their plans for small businesses. #DenverDebate #Debates,41.723853000000005,both candidates say they will focus on small businesses so let's compare their plans for small businesses #denverdebate #debates,1
951,@MrNickRogers #debates  invest = spend.  Invest like Solyndra.   Top down eco policies produced a decade of growth.  Now taxes are patriotic,41.647317,#debates invest spend invest like solyndra top down eco policies produced a decade of growth now taxes are patriotic,0
2230,So Mitt --  what is a small business to you?  Wal-Mart?  Bain Capital?  Those aren't small to most people. #MittRomney #Debates,41.624087,so mitt what is a small business to you walmart bain capital those aren't small to most people #mittromney #debates,0
2944,Mitt energy independent --  open up trade --  make sure ppl have skills 2 succeed/best skools --  balanced budget --  champion small biz #denverdebate,41.581537000000004,mitt energy independent open up trade make sure ppl have skills succeedbest skools balanced budget champion small biz #denverdebate,0
5238,President Obama is going to talk specifics.  Mitt Romney thinks Obama's specifics are just the right height. #debates,41.53814500000001,president obama is going to talk specifics mitt romney thinks obama's specifics are just the right height #debates,1
64,President Obama wants to rebuild America by focusing on creating jobs for the middle class and utilize U.S. natural resources. #Debate,41.500460999999994,president obama wants to rebuild america by focusing on creating jobs for the middle class and utilize us natural resources #debate,15
199,I'm gonna watch this presidential debate. If you like Mitt Romney I suggest you fuck off. Obama is gonna kill his ass.,41.466112,i'm gonna watch this presidential debate if you like mitt romney i suggest you fuck off obama is gonna kill his ass,0
2695,I'm not feeling President Obama right now --  he better get it together. This shit is important and millions are watching. #PresidentialDebate,41.417259,i'm not feeling president obama right now he better get it together this shit is important and millions are watching #presidentialdebate,3
5611,There shouldn't even be a debate everyone should just vote for Obama and stop blaming him for shit that happened before he was president,41.399857,there shouldn't even be a debate everyone should just vote for obama and stop blaming him for shit that happened before he was president,3
3908,President Obama keeps looking like he's about to lose it laughing over Romney's bullshit #debates,41.347353000000005,president obama keeps looking like he's about to lose it laughing over romney's bullshit #debates,0
159,Romney: I know what it takes to get small business going again. To hire people. #DenverDebate,41.310649000000005,romney i know what it takes to get small business going again to hire people #denverdebate,0
1267,#Romney just said that small business people find troubles in America. Way to court the midget vote. #CNBC2012,41.263676000000004,#romney just said that small business people find troubles in america way to court the midget vote #cnbc2012,0
544,Mitt knows small business? Since when is Bain a small business? #debates,41.259812000000004,mitt knows small business since when is bain a small business #debates,0
629,Romney says small business part of his 5-point plan. Romney knows what it takes --  he says. #debates,41.18187,romney says small business part of his point plan romney knows what it takes he says #debates,0
4230,President Obama was just asked a question about how to grow jobs and in his answer didn't say the word job 1 time,41.06344,president obama was just asked a question about how to grow jobs and in his answer didn't say the word job time,1
4734,Mitt Romney is a true business man... he will create jobs --  true american jobs... cut taxes and lower gas prices... and he is a great speaker,41.018437999999996,mitt romney is a true business man he will create jobs true american jobs cut taxes and lower gas prices and he is a great speaker,2
4924,Romney's view: energy independence --  open more trade --  education --  balanced budget --  small businesses #presidentialdebate #nbcpolitics,40.98513200000001,romney's view energy independence open more trade education balanced budget small businesses #presidentialdebate #nbcpolitics,3
1843,Mitt looks very relaxed... very confident.. I like THIS MITT.. now get to the answer darlin' #debate #denverdebate,40.976707000000005,mitt looks very relaxed very confident i like this mitt now get to the answer darlin #debate #denverdebate,0
3057,Mitt Romney Soooo F.ckingg Fake  --  Juss Like These Sneaky Ass Bitches ... Smile In Ya Face But Talk Shit Behind Ya Back .,40.847730999999996,mitt romney soooo fckingg fake juss like these sneaky ass bitches smile in ya face but talk shit behind ya back,1
2010,Know what I say we make a cat president!! Like in Alaska cause MIT Romney and Obama both have stupid plans for use #catforpresident,40.74027800000001,know what i say we make a cat president like in alaska cause mit romney and obama both have stupid plans for use #catforpresident,0
368,Romney: trying to be likable. Personal stories. Can u help us? Plan? 5 parts --  energy --  trade --  skills --  budget --  small bus. #presidentialdebate,40.70644,romney trying to be likable personal stories can u help us plan parts energy trade skills budget small bus #presidentialdebate,0
536,Small businesses are down to a 30-year low? Don't tell my small business... #debates,40.668642000000006,small businesses are down to a year low don't tell my small business #debates,0
2940,I understand that President Obama says that we should invest in education and develop energy sources in America but HOW will this get done?,40.522848999999994,i understand that president obama says that we should invest in education and develop energy sources in america but how will this get done,0
222,I don't like Romney or Obama  --  so I pick myself for president. The world needs someone like me in office,40.504256000000005,i don't like romney or obama so i pick myself for president the world needs someone like me in office,3
2335,I like the way President Obama walked out there like a true cat daddy!  #ForwardNotBack  #TheDivaPlan,40.495394,i like the way president obama walked out there like a true cat daddy #forwardnotback #thedivaplan,0
1777,Romney's stealing Obama's champion small business idea. The president has always been pushing that. #Nothingnew #nbcpolitics #DebateDenver,40.421020000000006,romney's stealing obama's champion small business idea the president has always been pushing that #nothingnew #nbcpolitics #debatedenver,0
2923,The $5 trillion tax cut figure Obama threw out refers to Romney's plan to cut taxes 20% on everyone --  including wealthy. #debates,40.397968,the trillion tax cut figure obama threw out refers to romney's plan to cut taxes on everyone including wealthy #debates,0
1399,#Romney: Energy independent --  open trade with S.A & crack down on China  --  Better schools --  Balanced budget --  champion small biz. /Funcing?,40.374357999999994,#romney energy independent open trade with sa crack down on china better schools balanced budget champion small biz funcing,0
2264,#debates Tender topic economics. I'm not sure Mitt knows how to help get  small businesses going again.,40.346404,#debates tender topic economics i'm not sure mitt knows how to help get small businesses going again,0
2297,Lol  RT @MissReva2986: Ha! RT @GoodBlackMan252: Lol y'all know President Obama just whispers to Mitt I'm about to whip your ass lol,40.249517,lol rt ha rt lol y'all know president obama just whispers to mitt i'm about to whip your ass lol,0
4241,Let's go Mitt. Feel like I'm watching a sports game right now #Debates,40.228231,let's go mitt feel like i'm watching a sports game right now #debates,0
4670,LOL @appy424  Uhhhhh RT @kmanguward: New plan. I'm just going to drink on jobs. I am already mostly unconscious. #debates,40.164187000000005,lol uhhhhh rt new plan i'm just going to drink on jobs i am already mostly unconscious #debates,0
4208,How do u want people to get the education they need to succeed if you dont want to help fund the people who can't afford it?! #romney dumb,40.154650000000004,how do u want people to get the education they need to succeed if you dont want to help fund the people who can't afford it #romney dumb,0
2887,How will schools be best if you want to cut education? OH GOD THIS GUY SHOULD JUST DEBATE HIMSELF #Romney #debate,40.108732,how will schools be best if you want to cut education oh god this guy should just debate himself #romney #debate,0
2284,Romney can help people get jobs by sending them to China to reclaim the jobs we lost. #debates,40.096948000000005,romney can help people get jobs by sending them to china to reclaim the jobs we lost #debates,3
5311,Did this man just repeat everything President Obama just said... but skewed...Oh my this is about to be INTERESTING! #Debates,40.081409,did this man just repeat everything president obama just said but skewedoh my this is about to be interesting #debates,0
2420,It's not just that I'm a democrat --  it's not just that my president is black --  it's that my president CARES. #TeamObama,39.99117,it's not just that i'm a democrat it's not just that my president is black it's that my president cares #teamobama,0
4068,Romney wants to open free trade with Latin America --  because nothing helped the American worker like NAFTA. #debates,39.892662,romney wants to open free trade with latin america because nothing helped the american worker like nafta #debates,0
1156,#DenverDebate Romney is correct small biz create jobs & we pay personal taxes NOT corporate taxes!!,39.86068,#denverdebate romney is correct small biz create jobs we pay personal taxes not corporate taxes,0
4139,Auto industry 'roaring back'? Like you tried to convince us the ECONOMY is roaring back? #DenverDebate,39.78497900000001,auto industry roaring back like you tried to convince us the economy is roaring back #denverdebate,0
2092,Obama: need to make investments in energy sources of the future: wind --  solar --  bio. Need revenue to make investments #debates #DenverDebate,39.68608900000001,obama need to make investments in energy sources of the future wind solar bio need revenue to make investments #debates #denverdebate,0
3070,Mitt Romney Would Make History --  if he just say  Fuck this Debate i don't wanna be President anymore.....And Walks Off Stage,39.680453,mitt romney would make history if he just say fuck this debate i don't wanna be president anymoreand walks off stage,10
382,BO: Invest in education and training...change tax code to help small businesses...reduce deficit in a balanced way. #debates,39.668455,bo invest in education and trainingchange tax code to help small businessesreduce deficit in a balanced way #debates,0
3284,Latin American trade --  energy efficiency --  strong schools --  small business championship --  among measures proposed by Romney #debates #cnbc2012,39.601260999999994,latin american trade energy efficiency strong schools small business championship among measures proposed by romney #debates #cnbc2012,0
3714,I want to hear #Mitt's SPECIFIC plan to make us North America energy independent. Let's see the deets --  friend. #Debate,39.56067899999999,i want to hear #mitt's specific plan to make us north america energy independent let's see the deets friend #debate,0
3764,Everyone watch the presidential debate now! Understand why Obama is the best candidate. Dont just for hin because he is black #OBAMA2012,39.555531,everyone watch the presidential debate now understand why obama is the best candidate dont just for hin because he is black #obama2012,5
1560,Mitt comes right out saying he's not going to cut taxes on the rich. This could get interesting... http://t.co/BcAPtTSb #debates,39.506112,mitt comes right out saying he's not going to cut taxes on the rich this could get interesting #debates,8
3673,i get so sick of ths republicans talk abt small business...most of us sign the back of checks not the front..do something 4 us #denverdebate,39.489329,i get so sick of ths republicans talk abt small businessmost of us sign the back of checks not the frontdo something us #denverdebate,0
3043,It's funny. Romney and Obama actually look like they like each other. We'll see how that changes tonight... #PresidentialDebate,39.479168,it's funny romney and obama actually look like they like each other we'll see how that changes tonight #presidentialdebate,0
3195,I feel like Romney was just tryin to talk shit to President Obama while smiling,39.468982,i feel like romney was just tryin to talk shit to president obama while smiling,0
3699,Newsroom laughing at the opening handshake: I hate you. Ha ha ha! I would stab you right now if I could. Ha ha ha! #wilx2012 #debates,39.381602,newsroom laughing at the opening handshake i hate you ha ha ha i would stab you right now if i could ha ha ha #wilx2012 #debates,1
