DocId,Topic,Doc,Topic Distribution ....
44,1,i dont have a tax cut YOU'RE SO FULL OF SHIT LMAO #debates,0.9986,0.0014,,
45,2,#debates Governor Romney does not seem happy to be at meeting number five,0.0012,0.9988,,
46,2,Good thing they color coordinated their ties so we wouldn't get confused about which candidate was which. #PresidentialDebate,0.0011,0.9989,,
47,2,Well yes. Obama: Let me talk specifically about what I think we need do. First --  weve got to improve our education system. #DenverDebate,0.0007,0.9993,,
48,2,if u only knew what was going on in the world u wouldn't want Obama as our president #RomneyRyan2012 bye twitter.,0.0011,0.9989,,
49,2,if u support mitt romney u r living ur life wrong ((i am canadian and i know that)),0.0010,0.9990,,
50,1,Bruh... RT @Brvh_: RT @_CaptainJohnson: Mitt Romney looks like he works for the Umbrella Corporation.,0.9988,0.0012,,
51,2,Mitt trying to be on point. But are they the same points he will stand behind tomorrow. #debates,0.0012,0.9988,,
52,1,Romney's all like 0mg. I wi$h I had a k00l wif3. And L00k @ h0w h@wtt Obama iz! #Obama2012,0.9992,0.0008,,
53,2,it's unclear to me why Pres Obama believes the federal government should be in charge of hiring teachers #denverdebate,0.0010,0.9990,,
54,1,I don't give a shit what you people think. I care what the presidential candidates are saying. So shut up #debates,0.9990,0.0010,,
55,1,If Mitt Romney wins --  the world might as well end in 2012.,0.9986,0.0014,,
56,1,MITT ROMNEY YOU LOOK --  SMELL AND SOUND LIKE A BUNCH OF BULLSHIT >.< I can smell you threw my TV --  !,0.9991,0.0009,,
57,1,Cut taxes for the rich? THAT'S NOT WHAT I'M GONNA DO! - Mitt Romney,0.9983,0.0017,,
58,2,I just feel so bad for Obama. He's hella nice but he's a bad president,0.2506,0.7494,,
59,2,Interesting --  relatable(?) start for the president --  discusses anniversary with Mrs. Hmmm. #Debates #voteRIT,0.0010,0.9990,,
60,1,Romney's answer on jobs was better #PresidentialDebate --  Energy Independence is a huge key --  3 of his 5 matched Obama's,0.9991,0.0009,,
61,2,RT @NARAL: Romney supports a smaller government - except when it comes to a womans right to choose. #debates #presdebate,0.0009,0.9991,,
62,2,Mitt Romney is frantically writing a Happy Anniversary card to the Obamas.  He forgot!,0.0011,0.9989,,
63,2,@LUCINDAMOORE1 Romne is not realistic at all. Why take the U.S backwards and not forwards. #TeamObama,0.0014,0.9986,,
64,1,President Obama wants to rebuild America by focusing on creating jobs for the middle class and utilize U.S. natural resources. #Debate,0.9993,0.0007,,
65,1,Is Romney saying what President Obama said in a different way??? He's not even saying what his TV ads say... #47percent,0.8456,0.1544,,
66,2,Barack Obama is probably the realist President we could ever have. #Obama2012 !,0.0014,0.9986,,
67,1,#FNRDebate #Jobs #MittRomney knows how to save business --  will restore the vitality to get America running on right path again,0.9992,0.0008,,
68,2,The first thing out of Obama fat month is a lie! #debates,0.0014,0.9986,,
69,1,#NDAAruling - #DenverDebate Y u Should Be Outraged About The Ruling To Keep #NDAA Indefinite Detention Clause In Effectt...,0.9991,0.0009,,
70,2,How come the Pres is using we instead of I tonight?  #debates,0.0017,0.9983,,
71,1,RT @DjQuestStupid: Retweet if u watching the debate and ready to watch #obama2012 kick ass!!!!,0.9988,0.0012,,
72,2,@BarackObama just spent the first 30 second of his opening statement talking about his wife. Guys --  take notes! #PresidentialDebate,0.0008,0.9992,,
73,1,lol @EmElleWriter: Meanwhile.. President Obama looks young and fresh and smoove in the face..,0.9989,0.0011,,
74,1,#OBAMA #PRESIDENTIALDEBATE LET'S GET IT!! WATCH OBAMA EAT MITT!! LMS/RT IF YOUR WATCHING!!,0.9989,0.0011,,
75,1,In my complex all I see is Romney bumper stickers. These rich ppl stay giving me the side eye,0.9991,0.0009,,
76,1,Romney looks scared to death. Same look Seamus had on the car!! #debates,0.9988,0.0012,,
77,2,Darn it --  #Obama. Race to the Top is not a solution --  it's a corporate for-profit fiasco. #rttt #edchat,0.0010,0.9990,,
78,2,Where Are They Now: I just figured out that Mitt Romney played the original Eddie Munster. The hair gave it away.,0.0008,0.9992,,
79,1,All these people keep talking about Obama& Romney --  I say throw them both out of the election &have @realDonaldTrump be president --  smart man.,0.9991,0.0009,,
80,2,Obama says thanks to his wife for twenty years. I wonder how many people he won over with that. #presidentialdebate #obama,0.0008,0.9992,,
81,2,Hmm... hopefully #POTUS is warming up... Romney seems to have brought his A-game. #debates,0.0011,0.9989,,
82,2,Changed my mind. Now live tweeting this Full House episode. Uncle Joey Just pulled a classic cut it out! haha! #PresidentialDebate what?,0.0006,0.9994,,
83,1,I don't even fuck with politics but fuck a Mitt Romney. he's a selfish narrow headed arrogant bastard,0.9991,0.0009,,
84,2,The answer is 'yes -- ' we can help. Here's an application to work for our household staff. #AnnRomney #Debates,0.0011,0.9989,,
85,2,President Obama mentioned tuition loans and that bitch nigga Romney chuckled....like it was a fuckin joke or sumn..,0.0008,0.9992,,
86,1,Mitt trying told hold back his laughter at Obama talkin like a retard #RomneyRyan2012,0.9991,0.0009,,
87,1,I can be a republican at times when it comes to sale items but I don't trust #mitt's ass,0.9988,0.0012,,
88,1,Mitt Romney seriously looks like the mayor of whoville it can't be unseen,0.9988,0.0012,,
89,1,Watching the debate with my daddy. He is so smart! After answers --  he is explaining it all to me. Maybe my dad should run? (; #election2012,0.9990,0.0010,,
90,1,Lol idk I know I know nothing about politics I just don't want another president besides Obama I like him.,0.9992,0.0008,,
91,1,Way to disengage. Silly Americans who decide not to watch debates. #debates,0.9988,0.0012,,
92,1,The govt doesn't need to put more money and focus into education. WE need to put more effort into raising our kids. #PresidentialDebate,0.9992,0.0008,,
93,2,I'd rather go to a strip club than watch the #presidentialdebate --  because at least those liars have boobs. #fuckpolitics,0.0010,0.9990,,
94,1,RT @Misstrophy1987: Doesn't take much he makes his self look stupid!!!! RT @TreyLongz Obama bout to make mitt Romney look stupid<- LOL,0.9992,0.0008,,
95,1,Obamas Campaiqn Sloqan Should Be  Once You Go Black  --  You Can NEVER Go Back  #TeamObama . (: Ctfuu .,0.9990,0.0010,,
96,1,Presidential candidate Mitt Romney takes the stage for his two minutes. #election #vote,0.9990,0.0010,,
97,1,Mitt Romney is so sleazy. How can anyone believe what comes out of his mouth? #presidentialdebate,0.9988,0.0012,,
98,2,My President #debates! And recognizes his woman in his first breath. Love them! #blacklove 20th #Anniversary http://t.co/XgjDelye,0.0010,0.9990,,
99,1,Obama is doing exactly what Gore did with he and I agree .. which means ROMNEY IS DRIVING THE POINTS EVEN EARLY #denverdebate,0.9991,0.0009,,
100,2,Commence live tweeting the #PresidentialDebate. Romney's facial expressions are going to make some awesome gifs tomorrow.,0.1672,0.8328,,
101,1,Stop debating things that don't matter. Tune into the real debate. #presidentialdebate,0.9988,0.0012,,
102,1,me! RT @WilHeuser: Watching #PresidentialDebate with fam and good friends.. Who else is watching?,0.5712,0.4288,,
103,1,I've been a journalist for too long --  the answer straight on shots freak me out. #debates #election2012,0.9988,0.0012,,
104,2,Bummed I can't watch Mitt Romney prove what a wish-washy republican he is until tomorrow morning.,0.0011,0.9989,,
105,1,Mitt Romney needs to stop with all that fake laughing and take his ass to Shady Oak's Retirement Home.,0.7496,0.2504,,
106,2,#Romney habla de presupuesto equilibrado pero republicanos son campeones de los deficits,0.0008,0.9992,,
107,2,Watch the debate between Mitt and Barack! This is important for those that are part of The Barack Obama Campaign! #Obama2012 #BO2012,0.0009,0.9991,,
108,1,RT @Chrisk404: 5 million more people are on food stamps now since Obama has been president.,0.9988,0.0012,,
109,2,Does President Obama know what trickle down is? The question wasn't education.,0.0017,0.9983,,
110,1,President Obama is thinkin right now...I should be at da White House fuckin my wife right now but i gotta look at dis pasty white bastard,0.9994,0.0006,,
111,2,Romney is going to be very tough tonight. This could get heated. Chris Wallace #DenverDebate #tcot,0.1008,0.8992,,
112,2,#debate2012 Mitt Romney just gave us five solid ways he is going to create more jobs.,0.0008,0.9992,,
113,2,Government trying to keep education prices low? Lol giving out money to do that has failed and you've saturated the job market #debates,0.0007,0.9993,,
114,2,President Obama you had me at these two words TUITION LOW,0.0017,0.9983,,
115,1,How bad is it when I watch the #denverdebate I can visualize a #snl skit? Lol,0.9986,0.0014,,
116,2,Yesssss for that shout out to your wife..... Uhhh I love this man #Obama2012,0.0014,0.9986,,
117,1,IDK --  I really don't think you can make America energy independent by not wanting to invest in solar/wind --  Mittens. #presidentialdebate,0.9992,0.0008,,
118,1,Romney STFU when you in the presence of a real nigga #OBAMA,0.9983,0.0017,,
119,1,#Romney says he's concerned that the path we are on has not been successful. #PatchPolitics,0.9983,0.0017,,
120,2,President Obama: 'The question here tonight is not where weve been  its where were going' http://t.co/fIyDn6yy #Debates,0.0014,0.9986,,
121,2,i've been out of work for three years can ya help me? you talking to me? #mittromney,0.0014,0.9986,,
122,2,#Romney the answer is yes.  We can help but it's going to take a different approach.,0.0012,0.9988,,
123,1,People expect Obama to clean up the worst economy America has seen since  The Great Depression in one term --  stop it. #Obama2012,0.9993,0.0007,,
124,2,Ew why did Obama touch Romney?? I hope Mr. President doesn't get cooties! #thegreatdebate,0.0010,0.9990,,
125,2,New economic patriotism. What's he going to use THAT to justify? #debates,0.0014,0.9986,,
126,1,I can't even deal with looking at Mitt Romney's face. He shouldn't look into the camera.,0.9988,0.0012,,
127,1,Is Mitt Romney dumb as hell? Lol cutting small business will take away A BUNCH of people's jobs,0.9992,0.0008,,
128,1,my followers are about to see a ton of ranting tweets about how much i hate romney. #prepareyourselves #sorry #Obama2012,0.9991,0.0009,,
129,1,RT @xx_Harris: I don't care what anyone says OBAMA is going to be  PRESIDENT again,0.9983,0.0017,,
130,1,Presidential debate!!! Starting the morning with some proper education and entertainment #debate #elections #obama #romney,0.9991,0.0009,,
131,2,You better wish your boo HAPPY ANNIVERSARY before you answer the question! #PresidentialDebate2012 #obama2012,0.0011,0.9989,,
132,1,Mitt Romney don't pay no tax --  Mitt Romney don't pay no tax!,0.9988,0.0012,,
133,2,Happy Anniversary Mr and Mrs Obama.  Best wishes for many more wonderful years. #debate #obama2012,0.0008,0.9992,,
134,2,Real man!!!!  RT @WOSMINISTRY: What a way to open up by celebrating your wife!!!!! I love my President!!!!!! #PresidentialDebate,0.0011,0.9989,,
135,1,Anybody notice that Obama has a team #TeamObama and Romney is just #Romney2012 <-- dis nigga lame lol,0.9992,0.0008,,
136,1,2 minutes into the #debates and the POTUS has already hijacked the term top-down from Hostile Takeover! #tcot,0.9990,0.0010,,
137,2,watching the Presidential Debate .bout to do this english homework and do my nails and go to bed. #OBAMA,0.0011,0.9989,,
138,2,Obama didn't directly address the fundamental problem with trickle-down. He decided to answer the question he wanted. #PresidentialDebate,0.0009,0.9991,,
139,1,I like how prez obama is blowing shit up America's ass #unforgiveable #Romney 2012,0.9989,0.0011,,
140,2,Mason Tea Party Meeting Set for Thursday --  October 4 --  6:30 pm - Mason County News http://t.co/McnmBER1 #teaparty,0.4546,0.5454,,
141,1,I know he's kind of socially retarded and weird but he's my friend. #romney,0.7137,0.2863,,
142,2,A woman came up to me with a baby in her arms asking for help. So i bought her -#Romney,0.0012,0.9988,,
143,2,Watching the debate in my schools auditorium. I love this man! #OBAMA2012 http://t.co/sGV1rc4K,0.0014,0.9986,,
144,1,Mitt Romney is a dumb ass dude!! All college students need to vote for Obama if u want the tuitions to go down.,0.9224,0.0776,,
145,2,@TheFix: Good on Lehrer. FORCE them to engage one another directly. #debates and totally dodged by the prez.  Doesn't look good.,0.0008,0.9992,,
146,1,I never realized how accurate SNL's presidential imitators (actors) are! They have Obama and Romney down! #SNL #PresidentialDebate,0.9991,0.0009,,
147,2,red tops. RT @Fatin10: Mitt Romney gon put that dope in these streets ...,0.2506,0.7494,,
148,2,Awe it's the Obama's Anniversary tonight - I hope he's taking her out somewhere special because that's got to suck being stuck at a #debates,0.2504,0.7496,,
149,2,Obama on creating jobs: Invest and reform rather than cut taxes #debates. America does best when the middle class does best,0.0007,0.9993,,
150,1,Someone should advise those with Romney stickers on their cars of the safety risk. They might get hit....by me... It was so tempting #obama,0.9992,0.0008,,
151,1,Until now I had no idea what mitt Romney even looked like. I don't watch politics ... I watch my bank account.,0.9992,0.0008,,
152,1,@FunkyDineva: Mitt Romney is full of shit eyeballs are brown from it!,0.9983,0.0017,,
153,1,Mitt Romney says he has a plan but all he has ever done is downsize and ship jobs overseas #MittNotFit,0.9991,0.0009,,
154,2,#denverdebate Obama: We have to improve our education system --  we have a program called Race to the Top --  improving how we train teachers,0.0008,0.9992,,
155,1,I just laughed my ass off when Romney said number 2 so I probably shouldn't be allowed to watch these #debates.,0.9990,0.0010,,
156,2,@CBSEveningNews: LIVE NOW: The first 2012 Presidential debate from Denver --  CO. WATCH: http://t.co/OzF0Xkn6  and on CBS stations #debates,0.0009,0.9991,,
157,2,#debates when did it become popular to bullet point specific sorry people in specific sorry places?,0.0009,0.9991,,
158,1,#Obama doesnt want to talk about what he's done --  how about what he wants to do sans 2008...?,0.9986,0.0014,,
159,1,Romney: I know what it takes to get small business going again. To hire people. #DenverDebate,0.9990,0.0010,,
160,2,They should show the video of Mitt Romney talking ish during the debate and see what he has to say for himself,0.0011,0.9989,,
161,2,Playing the Presidential Debate drinking game. The intro is almost over and I'm buzzed. #Mitt,0.0011,0.9989,,
162,2,I hope that Mitt Romney does something to indicate when he uses one of his #zingers. He should wink or something.,0.0010,0.9990,,
163,1,Mitt Romney better not say shit about blacks ... I might just have to start a riot ..,0.9990,0.0010,,
164,2,Rubio: Debates Allow Voters to See Mitt Romney 'Without the Filter': Denver With the first Presidential debate o... http://t.co/1DKdYhws,0.0007,0.9993,,
165,1,Listing the agreements --  making it seem like there is fewer differences between them. #debates,0.9988,0.0012,,
166,1,RT @Mrs_Hendrix_: THIS MOTHERFUCKER ON MY TIMELINE IS MIDDLE SCHOOL TALKING ABOUT #OBAMA BITCH GOODMOTHERFUCKINGBYE YOU CANT VOTE FOR AN ...,0.9990,0.0010,,
167,2,I know I'm live-tweeting but I don't really want to see live tweets popping up on this live debate I'm watching as well. #debates,0.0008,0.9992,,
168,1,Affordable and Drexel.. Two words that are never in the same sentence. TRY AGAIN OBAMA. #PresidentialDebate,0.9989,0.0011,,
169,1,Fuck Mitt Romney i'm middle class tryna make it .... and you tryna take it? Tf,0.9990,0.0010,,
170,1,@SwagAir: President Obama is about to destroy this margRTTTTT!! He's a boss,0.9980,0.0020,,
171,1,Lehrer looks like he gets a boner every time he asks them a question. #DenverDebate,0.9990,0.0010,,
172,2,#PresidentialDebate the only way @MittRomney is going to help any of us get a job is if we live overseas.,0.3337,0.6663,,
173,2,I bet the trash talk was flowing between Obama and Romney in the opening of the #debates,0.0012,0.9988,,
174,2,i love Obama so much. He gives hope for keeping my rights as a gay man.He will help our women and our country. Progress for Tomorrow. #obama,0.1338,0.8662,,
175,1,Obama speaking --  eyes glazing over - some many words --  so little substance #denverdebate #saveAmerica2012,0.9990,0.0010,,
176,1,Watching the debate now lets goooooo Mitt Romney!!!!!! And I'd kill to be with @aromeo33 now bantering and going wild,0.9992,0.0008,,
177,1,My dads reaction to Mitt Romney on the debate is so funny I can't even.,0.9986,0.0014,,
178,1,Mitt Romney don't pay no tax ! Mitt Romney don't make no tax !,0.9988,0.0012,,
179,1,Mitt Romney is smirking at Obama like he smirked after that piss poor speech he gave right after Libya. #DenverDebate,0.9992,0.0008,,
180,2,Hey Obama...Check out the size of my American Flag pin ~ Mitt Romney,0.0012,0.9988,,
181,2,BARACK OBAMA IS GONNA WIN THE ELECTION THIS YEAR . I LOVE MY BLACK PRESIDENT . YEHH DIG ?,0.0009,0.9991,,
182,2,As long as obama isnt president again ill be a happy camper #hatepolitics,0.0012,0.9988,,
183,1,Mitt Romney shut up. Obama is obvi more fab than you,0.9983,0.0017,,
184,1,Make more investments in solar? Puhleeze. You mean #Obama has more campaign contributors in that industry that can hose taxpayers? #debates,0.9992,0.0008,,
185,1,Watching the debate with the most important political tools ever --  a bottle of Maker's Mark and a rowdy dude. #debates,0.9992,0.0008,,
186,2,@Mxikey: Obama Know Damn Well He Did Not Want To Shake Mitt Romney Hand That's What Im Thinking!!!,0.0010,0.9990,,
187,1,First crucial observation: Obama's suit looks a bit big. Is he taking tips from Paul Ryan? #debates,0.9992,0.0008,,
188,1,Obama is a great speaker --  but I don't believe a word he says. #PresidentialDebate #TeamRomney,0.5000,0.5000,,
188,2,Obama is a great speaker --  but I don't believe a word he says. #PresidentialDebate #TeamRomney,0.5000,0.5000,,
189,2,People hate mitt Romney based off of twitter... how about actually watching the debate and learning something.,0.0009,0.9991,,
190,1,Have a huge crush on Mitt Romney and I'm not sorry,0.9980,0.0020,,
191,1,we tried investing in alternative energy --  how has that worked out for us #debates,0.9986,0.0014,,
192,2,and only cus i have a hmwrks assingment for my writing class on #PresidentialDebate,0.0017,0.9983,,
193,2,Obama starts by wishing wife Happy Anniversary! He would be in the dog house if he didn't do that! #debates,0.1120,0.8880,,
194,2,Who wouldn't want Mitt Romney to be part of their anniversary? #presidentialdebate #mittromney,0.0014,0.9986,,
195,1,Oh boy --  this is going to be Boring vs Boring.  Where's Dubya when you need him?  #debates,0.9989,0.0011,,
196,2,Im waiting for one of them to yell AND LIVE FROM NEW YORK --  ITS SATURDAY NIGHT LIVE! #debate2012 #tcot,0.0009,0.9991,,
197,1,That's more then two minutes lol I'm such a hated of Mitt Romney,0.9983,0.0017,,
198,1,After all the debate Mitt Romney and I just gonna go to Mexico and ball out.,0.9988,0.0012,,
199,1,I'm gonna watch this presidential debate. If you like Mitt Romney I suggest you fuck off. Obama is gonna kill his ass.,0.9992,0.0008,,
200,1,I imagine someone behind Mitt Romney pushing a 'Play' and 'Stop' button whenever he's asked a question. #Debates,0.9992,0.0008,,
201,1,Obama Could Be President For Tha Rest Of My Life...Id Be Coo Wit That,0.9986,0.0014,,
202,2,Strong open by #Obama: anniversary mention is sympathetic if a bit pro forma. #debate,0.0010,0.9990,,
203,2,A woman came up to me and said that she hadn't had a job since May --  I said 'please stop touching me' - Mitt Romney (paraphrased),0.0008,0.9992,,
204,1,Can we stop threatening violence?? crack down on China if they cheat? #debate #debates,0.9988,0.0012,,
205,2,Every one of those five points of Romney hits Obama in the base.  #denverdebate,0.0011,0.9989,,
206,1,But will Mitt Romney explain his connection to Hans Gruber and the events at Nakatomi Tower?,0.9989,0.0011,,
207,1,Romney ya say one thing and right now your saying another dear Mitt get your shit together,0.9993,0.0007,,
208,1,<longer than 4 years to fix it ok. I don't want fucking Mitt Romney to mess this economy up even more --  then like everyone could die.,0.9993,0.0007,,
209,1,If Mitt Romney becomes POTUS --  will he still be the leader of the Fantastic Four? #mockthevote #debate,0.9990,0.0010,,
210,1,Take the gloves off Mitt --  go for the jugular --  no playing nice. Get in the mud with this scoundrel #Debate2012 #denverdebate,0.9992,0.0008,,
211,1,Romney: I know what it takes to get small business growing again #DenverDebate,0.9988,0.0012,,
212,2,@MittRomney off to a great start --  immediately outlining 5 points for his Presidency #PresidentialDebate,0.0014,0.9986,,
213,1,I'm in on the #PresidentialDebate drinking game. Every time I hear a lie I'm taking a shot. Someone might wanna start funeral arrangements,0.9993,0.0007,,
214,1,Romney has a serious cold tonight. His nose is red and his voice sounds scratchy. #debates,0.7994,0.2006,,
215,1,Mitt's answer was more detailed --  however --  it was extremely unrealistic --  completely. #Debates,0.9988,0.0012,,
216,1,Wait so Obamacare isnt President Obama himself feeding me hot soup?,0.9988,0.0012,,
217,1,Housing has begun to rise?  I've got a short sale and a foreclosure on my block. #debate #denverdebate,0.9990,0.0010,,
218,2,How are you going to hire those teachers? How are you go open slots? Keep tuition low? #DenverDebate,0.0010,0.9990,,
219,1,#Romney's ideas ain't all bad --  surprisingly a little lefty --  however they sound stupidly expensive --  ironic when you want to cut spending,0.9993,0.0007,,
220,2,I want to make sure to keep Tuition LOW! -President Obama #debate2012 #PLEASE #YES,0.0009,0.9991,,
221,2,Watching the #Debates while @JayB521 is putting weeks of dirty dishes in the dishwasher,0.0014,0.9986,,
222,1,I don't like Romney or Obama  --  so I pick myself for president. The world needs someone like me in office,0.9990,0.0010,,
223,1,Black really don't crack --  mitt Romney got that mcCain neck going for him.,0.9989,0.0011,,
224,1,according to the supposed #presidentialdebate drinking game... I'd be drunk right now just from Obama's introduction.,0.9991,0.0009,,
225,1,The president says he wants more energy in America yet his agencies are halting new energy production. #debates,0.9992,0.0008,,
226,2,I think that Romney & Obama should fist fight and whoever wins can be president,0.0012,0.9988,,
227,2,MAJOR POINTS ON OBAMA SHOUTING OUT MICHELLE FOR THE HAPPY ANNIVERSARY #PRESIDENTIALDEBATE,0.0012,0.9988,,
228,2,I'd like to thank @nprnews for discussing the pivoting debate tactic. I will definitely be looking out for it tonight. #debates,0.0010,0.9990,,
229,2,The bottom 50% of income earners took in 13% of income and paid less than 3% of federal income taxes. #tcot #p2 #tiot #tlot #Obama2012 #DNC,0.0006,0.9994,,
230,2,telling your wife happy anniversary in front of basically the entire country #itsreal #obama2012,0.0010,0.9990,,
231,2,Does @dianesawyer have an iPad 1 up there? #abc #debates I wonder if its her #byod? #thriftynetwork,0.3339,0.6661,,
232,1,Mitt Romney's face when Obama is talking just looks like he's constantly thinking black people are so cute,0.9992,0.0008,,
233,1,As a determined Independent --  I'm looking forward to the tonight's debate. #debates,0.9986,0.0014,,
234,2,#presidentialdebate   #nobama opens up with best thing ever marrying his wife 20 years ago . So lame this country needs help,0.0007,0.9993,,
235,1,Obama talks about spending more on solar.  After failing twice already he still wants to pump American $ into solar! #debates,0.9992,0.0008,,
236,1,RT @SteveAyscue: Here comes #Romney with his itty bitty steps... Annoys me to no end. Body language counts.,0.9990,0.0010,,
237,2,Red states @MittRomney red tie! blue state #obama blue tie...interesting...@anananguyen: What boring ties! #debate #overit #tcot,0.0007,0.9993,,
238,1,#debates this is the same thing @BarackObama said 4 years ago WHEN is it going to happen????,0.9986,0.0014,,
239,1,Or mitt romney wants more guns and bigger military ya boy second amendment,0.5998,0.4002,,
240,1,Can President Obama just become president again so this election can be over already. I'm tired of seeing ads.,0.9990,0.0010,,
241,1,Barack --  you are the top-down guy. You think govt should drive the economy. #debates,0.9988,0.0012,,
242,2,Mitt Romney wants to say  man f--k you and your time difference  lol #PopThat,0.0010,0.9990,,
243,1,#PresidentialDebate fuck you being on like every channel! No one in Canada cares!!,0.9988,0.0012,,
244,1,this used to bore me. It still kinda does --  but POTUS highly interest me Lol #Debate2012#Obama2012,0.9989,0.0011,,
245,1,Showing tweets about the debate during the debate is annoying! How else am I supposed to see what Romney is doing with his hands! #debates,0.9991,0.0009,,
246,2,RT @baratunde: I hope during the #debates open discussion obama and romney just talk about football,0.0011,0.9989,,
247,1,@HuffPostPol: Q1: What are the major differences between the two of you on job creation? Obama goes first http://t.co/ZQYjiSWy #debates,0.9990,0.0010,,
248,2,BHO gives MO anniversary greetings. Opens #PresidentialDebate  pointing to economic improvement. Gets in dig on Romney's approach to economy,0.0007,0.9993,,
249,2,I'm sure this is the most romantic place you could imagine -- here with me! - @MittRomney to POTUS #DenverDebate,0.0017,0.9983,,
