Phrase,TextRankScore,RakeDegScore,RakeFreqScore,RakeDBFScore,ActualTweet
face like ,15.524867,1462,503,5.390283,
romney's annoying ass voice ,15.507804,684,226,11.102998,
million new jobs right ,15.500761,671,255,11.074843,
even like cheese ,15.468429,1505,521,7.883828,
just right now ,15.330192,1493,525,8.387182,
talking like ,15.322812,1451,516,4.9,
sounds like mccain ,15.322123,1441,476,8.401356,
1st potus debate #obama ,15.312612,726,355,9.88896,
mean like solyndra ,15.311536,1364,469,7.178088,
say #obama just ,15.308951,1561,593,7.417119,
vote presidential debate sticker ,15.304439,766,402,10.097304,
just now joining us ,15.300795,1477,525,12.158936,
presidents anniversary like ,15.293547,1323,448,7.018023,
kicked barack obama's butt right now ,15.223472,757,262,19.694658,
ion even like ,15.175667,1504,521,7.633828,
get america going ,15.101828,864,420,6.040158,
talks like hes joel osten ,15.084148,1400,469,18.730202,
much like ,15.079418,1411,493,4.961277,
just shit money ,15.077271,1391,530,6.883155,
look like ,15.062828,1524,531,5.339558,
look like squidward ,15.062828,1527,532,8.339558,
look like gandalf ,15.062828,1527,532,8.339558,
like look ,15.062828,1524,531,5.339558,
president dha ever made ,15.028106,1041,441,14.682228,
debate really gets going ,15.019862,923,483,8.511395,
like sit tf ,15.01872,1334,456,6.538478,
sound exactly like ,15.012561,1386,462,8.92056,
pretty much selling america bullshit tonight ,14.990912,547,251,15.115882,
make us energy independent ,14.922187,656,259,10.553976,
year old just said ,14.912851,1430,506,10.4653,
#debates just ,14.898797,1363,517,4.936839,
debate #denverdebate now ,14.880595,751,370,6.490934,
become president last year ,14.856621,996,433,9.725714,
crack like #somfs ,14.85256,1357,474,7.551163,
like anyone cares ,14.838904,1361,463,7.395801,
small biz growth slowing bc ppl ,14.831335,605,182,22.54816,
president #obama ,14.819769,1115,478,4.795714,
help small businesses ,14.791601,661,228,7.99344,
republicans democrats like ,14.782012,1325,446,7.756659,
get ya ass ,14.747333,740,293,8.118636,
just debate ,14.722562,1476,600,4.699498,
better looking president ,14.716148,1108,480,7.063491,
times like ,14.713141,1335,448,5.65969,
just stating obvious stupid shit ,14.674906,1396,519,15.609346,
make america energy independent ,14.672932,628,271,9.86616,
like fuck ,14.642466,1482,535,4.850166,
like million ,14.613876,1345,451,5.754928,
boy just said vote ,14.599308,1470,557,9.3878,
american worker like nafta ,14.576538,1373,459,13.881912,
presidential debate live stream ,14.549628,672,324,10.487185,
like everyone ,14.547701,1358,463,5.144538,
sfor #debate #obama #romney ,14.529673,512,213,11.054722,
#denverdebate auto industry roaring back huh ,14.490143,432,170,15.448916,
feel like ,14.479926,1428,484,5.604134,
sounds like ,14.478935,1430,470,6.568023,
act like hes ,14.476998,1347,449,9.313536,
romney's tax plan ,14.446045,694,260,7.871717,
first presidential debate ,14.43553,752,361,7.034804,
#debates first answer impression ,14.426413,568,269,9.171795,
stage like ,14.426123,1314,451,4.278737,
president speaking voice ,14.422632,998,432,7.202381,
get energy efficient yes refuses ,14.419867,758,313,17.017491,
long ass debate ,14.39276,704,340,6.233561,
looking like ,14.389189,1399,478,5.326356,
like damn ,14.379122,1363,463,5.296053,
laid like white supremacy ,14.294437,1377,461,12.850166,
sound like ,14.221113,1362,453,6.253893,
veto things like ,14.199449,1354,464,7.932417,
things like ,14.199449,1351,463,4.932417,
lookin sad like ,14.187602,1325,445,7.939452,
bush like nclb ,14.177164,1348,453,8.629387,
just dont want ,14.150495,1468,557,7.75475,
get ya shit ,14.143325,755,331,7.386175,
champion small businesses ,14.129796,619,192,9.664028,
minutes like ,14.054232,1331,463,4.326356,
start like ,14.050523,1368,470,5.018023,
#teamobama just want ,14.04856,1358,535,6.74346,
like solyndra ,14.042823,1313,441,5.356659,
lying like kenny ,14.023529,1347,452,8.707309,
new president y'all ,14.009913,1029,432,8.347368,
just said pretty much ,13.961314,1464,527,10.8474,
already know obama's got ,13.905579,839,372,9.795345,
like amateur comedy hour ,13.905344,1312,441,11.193023,
nothing like ,13.88446,1353,463,4.993023,
#obama #romney #debate2012 #cspan2012 #election #hasthag ,13.849016,515,205,22.323953,
lot like ,13.815184,1316,454,4.201356,
president already ,13.799389,1132,481,4.887656,
like anyone ,13.794032,1342,454,5.28469,
next black president ,13.78385,1000,441,6.59956,
term little business people ,13.783745,687,255,10.385702,
just aint shit ,13.755185,1379,511,7.915246,
#romney wants energy independence ,13.72826,668,277,9.773949,
fact s tax plan ,13.717849,477,208,9.461272,
like mass debaters ,13.713796,1310,434,14.493023,
jobs get ,13.712885,731,313,4.664441,
get jobs ,13.712885,731,313,4.664441,
#romney just said ,13.710155,1498,537,8.039253,
seems like ,13.708108,1354,454,5.78469,
like stfu ,13.682326,1313,441,5.356659,
president talks different ,13.659997,978,428,6.869047,
like come ,13.65617,1336,454,5.03469,
really just want ,13.65355,1485,584,6.986718,
thats like ,13.652728,1309,440,5.193023,
smiling like ,13.593131,1308,441,4.902114,
presidential debate w ,13.586418,667,322,7.770098,
presidential debate live ,13.56221,656,317,8.201471,
guy even #debates ,13.550615,623,297,6.213455,
aint even president ,13.520395,1139,488,7.589562,
leher just gave #obama ,13.494666,1310,467,10.651967,
counter joke hahahahahah presidential debate ,13.452176,671,335,14.312582,
shit right now ,13.437493,717,291,7.605451,
president tonight ignore ,13.4309,1012,437,7.776942,
#obama gone say tonight ,13.406769,694,303,9.51638,
put us right back ,13.393895,600,221,10.23363,
get #obama bak ,13.368602,701,292,6.857368,
like friends ,13.365621,1302,438,4.868023,
like none ,13.346637,1304,439,4.881912,
just gonna vote ,13.345819,1326,516,6.691755,
speaks like ,13.340951,1320,442,5.743023,
obamas sweet talking ass say ,13.293932,739,327,12.889826,
less like ,13.289955,1302,437,5.13588,
president says ,13.270987,1107,465,5.078817,
y'all young ones get involved listen ,13.247357,573,243,14.967005,
gotta go get something ,13.227606,680,305,9.30897,
take president pinocchio ,13.220705,1006,442,7.492063,
act like ,13.210363,1306,436,6.15969,
make small bis ,13.207731,633,218,8.487662,
one guy creates jobs ,13.205248,585,268,9.037622,
#nofilter #dosxx #takis #debates #obama #humpda ,13.173576,594,260,28.554872,
bio gonna tax us ,13.157154,557,231,9.716937,
pussy like ,13.150844,1301,436,5.326356,
laughing like ,13.109097,1304,441,4.538478,
romney's view energy independence ,13.057621,665,225,10.694245,
seem like ,13.05296,1300,437,4.850166,
get america running ,13.035639,644,289,6.562885,
china talking shit stuff ,13.007144,585,305,7.71306,
camera like ,12.995152,1293,435,4.193023,
gone make us pay ,12.982139,572,242,9.571822,
magic underwear like ,12.959455,1299,435,7.826356,
president stuff ever ,12.955406,971,423,6.847211,
life face right now ,12.952181,654,253,9.767475,
dis debate already ,12.936623,713,345,8.742806,
dumb ass shit ,12.913727,591,245,7.366726,
dnt like ,12.911654,1307,437,5.850166,
like staying informed ,12.896712,1299,435,8.243023,
us pres debate ,12.892373,659,327,6.61471,
like wet toilet tissue ,12.884206,1301,435,12.993023,
#obama get ,12.833401,697,290,4.857368,
sm news mtv hosts live twitter fact check ,12.829369,404,111,37.359531,
ol non tax paying ass ,12.815972,510,194,17.83568,
giggle like ,12.80699,1294,433,5.326356,
whole president thing ,12.805076,982,429,7.082143,
#lies #sobstories #debates right ,12.801574,546,234,12.926451,
#denverdebate just answer ,12.80038,1228,456,6.788657,
want energy independence stop ,12.788982,633,289,9.514585,
nights like ,12.779329,1289,431,4.993023,
support small businesses ,12.772807,583,183,8.964028,
like #wind ,12.753521,1290,432,4.493023,
man becomes president ,12.742301,1049,455,8.15023,
actually just want ,12.733633,1360,532,6.971838,
rebuild small businesses ,12.723011,578,183,8.130695,
just gonna go ,12.710747,1313,492,7.032033,
#romney started lying already smh ,12.703052,576,229,13.066079,
hear jobs going ,12.700868,644,323,6.009258,
champion small biz ,12.700494,558,167,10.492857,
built like patrick ,12.698767,1297,435,7.743023,
ion like ,12.689428,1296,434,5.243023,
like civil ,12.68748,1291,432,4.993023,
grow small businesses ,12.675943,576,182,8.130695,
get america working ,12.672849,649,290,6.774423,
da presidential debate ,12.671432,639,314,7.534804,
#presidentialdebate even though nothing anyone says ,12.661587,743,311,13.918594,
presidential debate playing ,12.654174,640,322,6.181863,
fell like ,12.643467,1292,433,4.65969,
#debates drinking game included ,12.640896,508,216,12.318436,
better president ,12.635317,996,432,4.730158,
just got home smh ,12.628691,1251,451,9.963078,
chill like ,12.608637,1292,433,4.65969,
business suit spewing shit ,12.575715,633,238,12.208313,
just say crack ,12.525468,1377,536,6.465259,
just wanna say ,12.51793,1434,535,7.8595,
presidential candidates just ,12.508232,1257,442,7.81924,
debate drinking game ,12.464661,617,298,8.081095,
presidental debate drinking game ,12.464661,621,299,12.081095,
wins becomes president ,12.43353,987,415,9.085714,
#debates auto industry ,12.400695,457,212,6.991969,
#obama #debate2012 y'all never ,12.398565,450,175,10.86213,
#debates guy needs ,12.395305,480,238,6.144079,
#obama just restated ,12.380591,1298,462,8.401967,
#obama just ,12.380591,1295,461,5.401967,
watch #obama2012 kick ass ,12.373273,447,183,10.628411,
just #debate ,12.370157,1102,387,5.122736,
just said crack ,12.36962,1366,494,7.28344,
real american debate ,12.363131,610,303,7.399123,
dick morris just said ,12.360676,1335,466,12.011014,
feel stupid right now ,12.34758,663,246,10.713469,
president wants ,12.347437,1009,447,4.387163,
mean bitch ass hoe ass wanna ,12.337519,534,194,16.043926,
thought president term ,12.319228,926,408,6.511958,
just say fuck ,12.315374,1505,598,6.764262,
like 0mg ,12.308358,1289,431,4.993023,
like ,12.308358,1287,430,2.993023,
juss like ,12.308358,1289,431,4.993023,
actin like ,12.308358,1289,431,4.993023,
parties like ,12.308358,1289,431,4.993023,
like gretchen ,12.308358,1289,431,4.993023,
dressed like ,12.308358,1289,431,4.993023,
like nails ,12.308358,1289,431,4.993023,
just wanna throw something ,12.30054,1261,451,9.546029,
kick yo ass right ,12.296245,534,185,12.015943,
romney's tax cuts ,12.276223,589,206,8.36136,
presidential #debates bingo ,12.261165,505,224,7.772145,
#debate #obama #p2 ,12.259618,312,127,7.740769,
yall crazy ass people stressful ,12.254852,566,228,14.469147,
president look ,12.246554,1101,479,4.632249,
gonna get way ,12.230335,652,300,6.035636,
just gotta say modern family ,12.227039,1359,510,13.907119,
romney's job recipe energy indipendence ,12.189243,671,225,18.636774,
fucking handsome president ,12.186368,963,416,6.960714,
presidential debate reminds ,12.180039,640,315,7.334804,
small businesses ,12.130278,566,177,6.130695,
pit small businesses ,12.130278,569,178,9.130695,
#debates #obama2012 #romneyryan2012 ,12.092216,376,181,6.336539,
black president ,12.087879,972,428,4.445714,
lehrer explains tonights drinking game take ,12.064381,403,150,19.924358,
make rich people richer ,12.041128,542,262,7.667684,
obama's butt right now ,12.035425,618,215,13.740113,
dear mr president ,11.999798,922,406,6.785714,
keep saying tax cuts ,11.99635,437,196,9.390742,
first crucial observation obama's suit looks ,11.974064,798,250,21.00078,
never go back #teamobama ,11.96436,473,206,9.322925,
just looks ,11.95063,1514,497,6.347849,
just fucking say ,11.896348,1394,523,7.707119,
get balanced budget ,11.85109,529,228,6.77506,
get people ,11.81113,703,305,4.582151,
#debate #obama2012 everyone turn ,11.797408,186,85,8.507284,
dopest president ever ,11.796939,951,413,7.756302,
rawest president ever ,11.796939,951,413,7.756302,
get us ,11.774611,645,265,5.000701,
just say open ,11.774022,1352,519,6.522504,
say tax cut ,11.765668,639,293,6.644498,
presidential #debates ,11.765491,499,222,4.772145,
american president ,11.760264,942,405,5.174603,
#denverdebate #fnrdebate #obama saying ,11.750877,465,208,10.43691,
just said certain things ,11.716509,1367,485,11.664694,
debate night drinking rule ,11.706075,560,281,11.125539,
good president ,11.701395,1009,441,4.587301,
uh president ,11.675276,903,397,4.338346,
#debates twitter bar ,11.671382,416,195,6.558386,
fuck laugh #debates ,11.651149,546,284,5.293319,
just use sign language ,11.639431,1128,391,11.32823,
rapist lookin president ,11.622662,898,389,7.994047,
debate tonight ,11.608472,574,296,4.298759,
presidential debate ,11.589256,612,305,4.534804,
ride hell ill come get ,11.579298,596,257,14.479944,
damn president ,11.562848,940,411,4.588744,
#debates invest spend ,11.559419,409,208,5.733761,
great president ,11.544166,910,400,4.376623,
mr president ,11.528196,912,402,4.285714,
one create jobs ,11.527268,524,229,6.988105,
damn small ,11.514096,537,173,5.595887,
face right now ,11.493795,624,237,7.892475,
now get ,11.48471,676,278,4.961004,
people talk shit ,11.464707,624,291,6.365427,
middle class tryna make ,11.457868,347,148,10.083165,
said cut taxes ,11.448037,580,237,7.272165,
debate time ,11.446978,602,329,3.69642,
debate even tho ,11.422926,666,339,6.198336,
sound president ,11.404839,939,401,5.546584,
#debates lookin good ,11.402584,491,227,7.721459,
get real uncomfortable real quick ,11.398482,569,235,10.800071,
small world chorus character ,11.365805,505,163,11.265079,
saying cut taxes ,11.364716,442,210,6.295975,
really immature right now ,11.303097,667,255,10.388473,
dis debate jus started ,11.284198,512,264,12.354539,
#debates anybody else notice ,11.275309,379,183,8.694872,
ain't shit stop lying ,11.271898,503,213,10.310317,
say shit nigga ,11.266005,648,299,6.975388,
#debates question ,11.258751,420,220,3.622997,
create new jobs ,11.255302,451,181,7.90962,
#debate2012 #obama wants ,11.248341,438,183,7.611449,
debate going ,11.246128,679,382,3.534804,
help create jobs ,11.226843,437,197,6.658079,
vote get ,11.220899,596,286,3.909868,
get back ,11.200099,595,242,5.212753,
next president ,11.188055,892,391,4.43956,
cant #obama jus go ,11.169085,474,200,10.751959,
fact tonights debate marks ,11.154948,533,272,11.221673,
dad just said ,11.15412,1317,463,7.2253,
watching #debates ,11.142608,477,263,3.521508,
presidential politics shit trending ,11.13276,498,227,10.231448,
million tax payers dollars went poof ,11.131612,348,136,22.786634,
watching #2012debate just ,11.128641,1208,470,7.368603,
#debates tender topic economics ,11.112067,365,176,9.778205,
president walk ,11.110645,893,393,4.219047,
really just try ,11.086512,1282,467,6.755813,
last years #obama ,11.075069,419,196,6.488947,
one creepy ass dude ,11.075007,505,205,9.35365,
obama's nothing answers already ,11.058249,540,204,10.320524,
mitt's tax plan ,11.049245,397,177,6.879453,
please just tell ,11.048564,1157,413,7.278871,
just want ,11.036224,1272,495,4.59346,
just want somethin ,11.036224,1275,496,7.59346,
bitch ass nigga ,11.030586,450,160,8.370116,
just attacked military spending ,11.029171,1089,380,10.199659,
yah just know ,11.019939,1291,509,6.880472,
right #obama lies ,11.016573,497,191,7.191579,
face just irks ,11.009529,1227,438,7.289227,
rich already pay ,10.994787,542,242,6.492293,
dont know one person ,10.992032,669,317,8.898122,
somebody wanna get jumped ,10.977572,610,243,12.899749,
waste spending tax payer money ,10.976232,345,155,14.01496,
#debates makes ,10.96789,416,193,4.666494,
saying right now ,10.966477,566,227,7.352358,
ugly president ,10.925437,880,386,4.285714,
#debates lets hope ,10.922776,424,191,7.897145,
tender upper lip just lost ,10.917262,1096,381,14.2253,
sneaky snake thats just waiting ,10.886923,1104,386,13.591967,
hope everyone whose saying #teamobama ,10.884089,364,164,13.033658,
#obama looks stressed ,10.879378,728,238,9.465882,
best president ,10.874743,908,401,4.198757,
create million jobs ,10.871038,400,167,7.557239,
free lil boosie keep y'all food stamps lol ,10.868626,377,138,29.630052,
year old ass ,10.851648,384,144,7.582697,
president speak ,10.839039,904,392,5.142857,
just says ,10.831809,1287,448,5.68507,
just gonna stand ,10.830001,1209,438,6.962588,
worst president ,10.828006,890,389,4.64935,
president needs ,10.823013,929,406,4.607143,
stay president ,10.821246,892,391,4.43956,
just make ,10.817305,1213,438,5.086772,
jobs left america ,10.797851,460,212,6.28259,
ass extra nervous #teamobama ,10.786313,377,144,11.159364,
get smart w ,10.78561,524,217,7.882662,
conservatives say #debates ,10.774251,588,289,7.060024,
#romney energy independent ,10.77363,487,193,8.019791,
face just pisses ,10.768377,1234,441,7.432084,
just vote ,10.768089,1194,457,4.454467,
hes president ,10.758719,905,391,5.43956,
become north american energy independent ,10.747233,405,146,16.894727,
just go death ,10.740509,1189,438,6.394745,
yall prob dont even know ,10.737528,686,311,13.473934,
#teamobama already know ,10.72993,594,288,6.407114,
just brought china correction ,10.726922,1182,444,12.496905,
1st lie n 1st minute years ,10.720572,268,130,12.874358,
#champion small biz ,10.700976,508,153,9.959524,
small biz ,10.700976,505,152,6.959524,
companies shipping jobs overseas ,10.694052,365,156,9.992073,
bruh bush took us positive deficit ,10.668175,342,135,16.203327,
president stuff ,10.650551,887,389,4.376623,
better get ,10.648949,578,244,4.791812,
mr key ways energy independence ,10.634282,399,158,11.729976,
just going ,10.629378,1291,504,4.61924,
just wanna smack ,10.6293,1184,409,8.511015,
budget #debates ,10.604306,372,181,4.164872,
trillion dollar tax cut ,10.603629,405,174,9.929346,
black people back ,10.595592,514,217,7.260168,
go get ,10.585827,583,262,4.250146,
auto industry roaring back ,10.583065,333,123,10.879149,
ignorant black people think ,10.54157,568,274,8.240144,
president cares ,10.536956,883,387,4.396825,
first debate ,10.51593,572,295,4.307531,
actually looks presidential ,10.514733,738,239,8.561533,
give bigger tax cuts ,10.50673,346,155,9.743819,
said uhh times already ,10.504958,581,216,10.101942,
woman president ,10.50493,880,388,3.885714,
actually cares us #teamromney fuck ,10.483628,527,232,13.333298,
just wanna slap ,10.468068,1178,409,7.511015,
pay personal taxes ,10.438906,363,166,6.692819,
just watch goddamn ,10.421522,1175,433,7.677681,
might get hit ,10.417402,503,221,6.004511,
romney's bullshit budget idea ,10.385323,472,166,9.603846,
president obamas ,10.378606,906,394,4.910714,
fb just said ,10.377023,1307,456,7.3253,
just gonna stick ,10.372826,1185,425,6.929255,
just watching ,10.349623,1202,468,4.368603,
become president ,10.343065,892,388,5.085714,
president o fought ,10.322996,884,388,7.174603,
hash tag right now ,10.316475,468,170,11.828548,
#presidentialdebate right now ,10.304513,556,218,7.476696,
lookin ass nigga ,10.289035,394,137,9.067697,
president walked ,10.288551,881,385,4.714285,
#denverdebate just ,10.284851,1133,404,4.961734,
just thought y'all ,10.276684,1130,397,7.604041,
wasnt president ,10.274103,870,381,4.285714,
president believes ,10.264541,869,381,3.952381,
#romney looks soooo stressed ,10.262635,686,227,12.603168,
#obama doesnt want ,10.252838,519,244,8.211493,
just borrow money ,10.248282,1134,408,6.972919,
least everyone values jobs ,10.243454,385,173,8.111445,
well get fucked ,10.225742,511,225,6.147368,
#debates game ,10.214372,411,186,5.111539,
evil ass nigga ,10.199203,394,138,8.692697,
crappy president ,10.198764,871,381,4.619047,
tonight's pres #debates ht ,10.19489,381,184,10.341575,
million total jobs created ,10.193215,366,154,10.203978,
everytime #obama says uhhhh ,10.18938,509,193,10.303103,
just makes ,10.174905,1141,398,5.513589,
just cut ,10.1716,1196,427,5.194997,
dont just ,10.167177,1240,423,6.053257,
damn muslim get ,10.164286,528,226,6.650398,
make sure people ,10.158338,484,222,6.362921,
ain't got hd lil bitch ,10.156984,401,151,15.468669,
debate even kicks ,10.155895,646,328,7.198336,
president fine ,10.147131,876,383,4.685714,
really just happen ,10.145646,1263,454,6.785225,
wanna help people succeed ,10.143842,489,214,9.216576,
just shaking hands ,10.14162,1108,389,7.454467,
positive president ,10.138259,874,381,5.619047,
just go ,10.133017,1181,433,4.794745,
damn foolish smirking n shit ,10.126199,425,187,14.772743,
#debates potus may ,10.123139,359,180,5.511539,
fake bitches talk shit ,10.116889,452,211,9.001273,
cat president ,10.108418,873,383,4.085714,
real debate ,10.094951,532,276,4.510234,
#obama thinks education ,10.088577,388,174,6.820735,
gonna get ,10.083446,578,249,4.584656,
#romney punk ass ,10.08292,456,177,7.15665,
hype american jobs act ,10.081707,390,159,11.039296,
small bus ,10.075717,465,143,4.62619,
previous president ,10.055582,868,380,4.285714,
give americans jobs ,10.054102,391,178,6.360627,
#debates man ,10.054021,447,218,4.109388,
bitch shut yo ass ,10.047108,417,158,10.206014,
#debates #mittromney ,10.034328,376,182,4.23718,
relevant energy independence answer ,10.006407,429,176,12.18547,
president bro ,10.005523,874,383,4.285714,
terrible president ,9.9938,867,380,3.785714,
even get ,9.991955,654,277,4.738173,
just say ,9.981266,1310,493,4.907119,
just gotta keep ,9.974626,1126,391,8.511015,
lets get ready ,9.958597,503,218,6.662876,
just repeat everything ,9.950578,1154,397,10.4253,
get real ,9.931011,546,227,5.050071,
got jobs covered ,9.929693,460,199,7.610406,
bitchass nigga one time ,9.916508,470,214,10.93166,
#obama started talking ,9.91441,451,199,7.186208,
bad china dont care ,9.909237,414,196,8.093863,
debate everyone ,9.908999,503,272,3.959046,
hard right now ,9.89158,501,191,7.421141,
nigga aint shit ,9.879717,449,190,7.873279,
smiling hard crackin jokes shit ,9.856839,366,175,11.320253,
#debates screen ,9.844056,355,174,4.044872,
corporate tax cut ,9.84383,394,169,7.254346,
wants energy independence ,9.843523,469,191,7.459996,
just said ,9.825418,1299,451,5.7253,
hope #debates shed light ,9.824797,402,182,13.169872,
debates drinking game take ,9.824278,359,140,10.424357,
just need ,9.792412,1162,437,4.444599,
mtv hosts live twitter fact check ,9.786215,303,92,26.124237,
mashable mtv hosts live twitter fact check ,9.786215,310,93,33.124237,
much bo says uh ,9.783971,417,173,9.563989,
wife right now ,9.779124,465,172,7.495215,
fucking sports event #teamobama #teamromney doesnt work ,9.767832,310,127,23.796847,
said energy independence ,9.760682,579,212,8.19188,
lil old ass ,9.756708,366,129,9.142697,
nervous watching presidential debates ,9.743881,399,203,8.31502,
just saying ,9.742097,1161,424,4.74911,
actually looks better ,9.738366,690,227,8.278704,
see romney's true alien form ,9.719637,504,187,15.912858,
romney's made nice remarks ,9.707354,450,140,11.522735,
creating new jobs ,9.698907,423,168,8.331359,
years now mr ,9.698736,398,188,6.192583,
sit back take notes ,9.675609,329,136,8.905067,
crazy #debates happening ,9.673453,342,168,5.669872,
just really ,9.670232,1257,450,5.285225,
million jobs created ,9.655855,360,152,7.203978,
tax plan ,9.649744,370,166,4.424908,
plan tax ,9.649744,370,166,4.424908,
unemployed americans romney's talking ,9.648329,527,197,10.234739,
little known fact jim lehrer ,9.627848,218,80,14.727668,
#debates someone ,9.609155,366,177,4.282967,
just wanna blues ca ,9.58957,1176,405,13.844348,
someone's gotta get ,9.572547,482,203,7.597368,
just answer ,9.568435,1139,413,4.71889,
please just refrain ,9.563865,1106,386,8.3503,
gonna go family guy ,9.563144,380,191,8.417844,
much better voice ,9.562035,347,153,6.940476,
#debates lying ,9.561062,376,177,4.759158,
#debates play ,9.560578,361,172,4.669872,
now taxes ,9.535825,403,169,4.749438,
stupid ass smirk ,9.532077,371,138,7.592697,
true american jobs ,9.530752,389,158,8.455962,
latin america china ,9.530434,339,185,5.805749,
#mittromney already talking ,9.510196,489,215,6.701227,
debate y'all ,9.497703,488,258,4.754899,
president ,9.492084,864,378,2.285714,
flawed president ,9.492084,866,379,4.285714,
shadey president ,9.492084,867,380,3.785714,
44th president ,9.492084,866,379,4.285714,
muthafuckin president bitchhh ,9.492084,870,380,8.285714,
president stresses ,9.492084,866,379,4.285714,
ideal president ,9.492084,866,379,4.285714,
sexiest president ,9.492084,866,379,4.285714,
shud see romney's facial expression ,9.489918,508,185,19.062858,
n get ,9.47967,505,207,5.817956,
america wanna hear ,9.473531,407,186,6.88281,
paul ryan says tv ,9.472213,363,150,9.168623,
idk obama's voice always irritated ,9.471,344,122,13.247035,
give tax breaks ,9.47069,317,144,6.780584,
dont really pay ,9.468534,578,227,7.778232,
people wanna see ,9.458452,520,238,6.903213,
small ,9.443332,461,140,3.292857,
just reply oh ,9.439058,1136,406,6.939586,
latin america going ,9.43289,456,247,5.928084,
really take politics serious ,9.418863,432,196,9.084455,
just start fist fighting ,9.379772,1136,405,11.2503,
true business man ,9.352479,497,174,8.612593,
bush tax cuts ,9.348728,323,134,7.550915,
just dropped f bombs ,9.346262,1077,374,11.777681,
creating million jobs ,9.314643,372,154,7.978978,
american people need ,9.3131,453,218,6.676304,
wanna go back ,9.311158,410,166,7.720544,
want #obama ,9.311003,479,234,4.211493,
say anything real stupid ,9.307942,508,224,9.880554,
tl right now ,9.307667,468,175,7.222488,
us owes china ohh ,9.291195,347,162,10.258271,
#denverdebate green energy ,9.28488,349,142,7.204176,
dumb ass dude ,9.28458,368,140,7.301945,
say tax relief ,9.280611,490,228,7.341468,
thing poor people hate ,9.27307,457,207,8.622388,
#debate tonight ,9.256067,200,83,4.721997,
tonight's #debates ,9.241068,349,170,4.187729,
presidential #debate ,9.236851,238,92,4.958042,
romneys trillion tax cuts ,9.231124,299,125,10.881218,
just feel ,9.224474,1185,415,5.503078,
low middle class poor ,9.213644,192,83,9.504139,
#romney #obama ,9.212422,450,186,4.823953,
bain capital get ,9.211208,489,206,7.914035,
already looks ,9.205029,738,239,6.057824,
#debates come ,9.193703,368,180,4.086539,
house right now ,9.172437,464,171,7.638072,
us normal people ,9.170378,461,192,7.388116,
gon cut taxes ,9.16665,337,151,7.438832,
ain't shit funny ,9.163664,409,188,6.658727,
fuck boy ass ,9.15703,469,204,6.79984,
trying talk shit ,9.156829,436,218,5.773501,
halting new energy production ,9.15305,393,139,13.248695,
know people hate ,9.147471,588,300,6.164955,
people keep talking ,9.147105,476,222,6.760808,
just looking ,9.133737,1156,409,5.2253,
just cause ,9.118783,1109,384,5.718054,
#obama says ,9.106588,494,187,5.303103,
losing right now ,9.102488,458,169,7.295215,
might just ,9.098488,1083,382,4.74911,
#debate time ,9.094573,228,116,4.119658,
boost american energy production ,9.090386,374,135,12.223298,
money jobs ,9.071327,364,165,4.198025,
tonight's debate ,9.064833,462,253,3.950388,
american people even ,9.059833,543,229,7.514477,
just trying ,9.050442,1113,403,4.534824,
#obama scores 1st lie ,9.050257,321,127,10.924567,
whole debate ,9.044966,474,255,4.432531,
damn #obama walk ,9.01701,356,148,6.746363,
best idea #obama school ,9.012418,363,156,8.576889,
dont even know ,9.010799,644,294,7.207267,
just let ,9.009712,1081,381,4.741967,
really wish #obama ,9.004003,490,205,6.528258,
just everything ,8.993045,1125,391,5.591967,
get anyone ,8.99139,501,214,4.639035,
debate listen ,8.990984,458,256,3.336943,
#denver right now ,8.976303,452,165,8.495215,
white people believe none ,8.974666,420,187,8.866529,
make us poorer ,8.963846,378,159,6.276709,
agree #mittromney first answer ,8.962138,327,162,7.769231,
watch #obama jump ,8.955826,380,172,6.295714,
jobs need ,8.946675,403,199,3.869705,
need jobs ,8.946675,403,199,3.869705,
dog just threw ,8.933344,1079,374,8.24911,
first time ever ,8.928451,394,180,6.859477,
nbc right now ,8.924521,456,168,7.245215,
might dont make ,8.924252,404,160,7.213238,
tonights debate marks ,8.918842,464,250,8.085309,
get republicans ,8.910121,472,201,4.711004,
already spewing class warfare ,8.898672,353,138,11.868609,
already lying lol ,8.892208,454,184,7.466228,
gov #romney's central economic plan ,8.885736,231,105,13.163298,
year old says ,8.866336,374,142,7.533103,
#debates hashtag ,8.853155,324,159,3.711539,
just peg trickle ,8.843925,1089,389,7.447523,
tax cut ,8.837308,373,161,4.629346,
massive tax cut ,8.837308,376,162,7.629346,
debate stuff ,8.828123,455,250,3.89844,
tryna get ,8.809441,491,204,5.561654,
funny shit man funny shit ,8.792768,440,218,5.691993,
#romney looks ,8.782461,669,222,5.769835,
new business ,8.778728,452,139,6.412363,
ass talking ,8.778669,417,175,4.749674,
serious dumb ass ,8.773483,357,129,8.347399,
ill get dow ,8.769956,483,202,8.438277,
thinkin right now ,8.768247,455,166,8.495215,
get em ,8.767892,454,194,4.347368,
just gotten worse ,8.75385,1071,372,7.8253,
da debate ,8.751832,459,248,4.807531,
#teamobama #obama #elections ,8.746305,340,141,7.66,
debate means ,8.743975,454,250,3.807531,
dumb ass run ,8.741537,339,130,6.589823,
god get ,8.735839,469,204,3.990225,
get done ,8.734626,488,213,4.173455,
hell bush put us ,8.731556,352,146,9.12303,
boosting american energy production ,8.731448,366,132,13.023298,
