WordId,Word,Degree,Frequency,DegBYFreq
232,denver,29.000000,17.000000,1.705882
233,sounds,32.000000,12.000000,2.666667
236,wanted,20.000000,12.000000,1.666667
237,answer,123.000000,75.000000,1.640000
238,#election2012,9.000000,4.000000,2.250000
241,mentioned,38.000000,13.000000,2.923077
243,cares,1.000000,1.000000,1.000000
244,#obama,327.000000,142.000000,2.302817
246,1st,90.000000,32.000000,2.812500
247,lie,16.000000,8.000000,2.000000
248,auto,6.000000,3.000000,2.000000
249,industry,2.000000,1.000000,2.000000
251,back,55.000000,27.000000,2.037037
256,marriage,26.000000,14.000000,1.857143
257,poor,27.000000,13.000000,2.076923
258,owned,18.000000,5.000000,3.600000
259,s,50.000000,21.000000,2.380952
260,awkward,8.000000,5.000000,1.600000
261,real,79.000000,31.000000,2.548387
263,quick,2.000000,1.000000,2.000000
264,market,5.000000,2.000000,2.500000
270,always,42.000000,12.000000,3.500000
271,face,14.000000,8.000000,1.750000
273,come,27.000000,15.000000,1.800000
275,housing,1.000000,1.000000,1.000000
276,begun,13.000000,11.000000,1.181818
281,year,49.000000,26.000000,1.884615
283,dont,5.000000,2.000000,2.500000
284,tax,118.000000,36.000000,3.277778
285,cut,26.000000,9.000000,2.888889
286,lmao,12.000000,7.000000,1.714286
287,seem,7.000000,4.000000,1.750000
288,meeting,12.000000,5.000000,2.400000
289,number,24.000000,11.000000,2.181818
291,good,196.000000,90.000000,2.177778
292,thing,68.000000,29.000000,2.344828
293,color,23.000000,9.000000,2.555556
294,coordinated,3.000000,2.000000,1.500000
295,ties,38.000000,20.000000,1.900000
296,confused,4.000000,3.000000,1.333333
297,candidate,33.000000,15.000000,2.200000
298,yes,53.000000,30.000000,1.766667
299,talk,64.000000,38.000000,1.684211
301,need,46.000000,38.000000,1.210526
302,improve,26.000000,20.000000,1.300000
303,education,151.000000,71.000000,2.126761
304,system,64.000000,26.000000,2.461538
305,knew,6.000000,5.000000,1.200000
306,world,16.000000,11.000000,1.454545
307,bye,8.000000,2.000000,4.000000
308,twitter,34.000000,15.000000,2.266667
309,support,35.000000,15.000000,2.333333
310,ur,31.000000,9.000000,3.444444
311,life,12.000000,5.000000,2.400000
312,wrong,20.000000,14.000000,1.428571
313,canadian,8.000000,3.000000,2.666667
315,works,1.000000,1.000000,1.000000
318,trying,27.000000,18.000000,1.500000
319,point,68.000000,36.000000,1.888889
320,points,77.000000,41.000000,1.878049
322,tomorrow,15.000000,8.000000,1.875000
323,romney's,342.000000,96.000000,3.562500
330,h,2.000000,1.000000,2.000000
332,unclear,1.000000,1.000000,1.000000
333,pres,60.000000,24.000000,2.500000
334,believes,14.000000,6.000000,2.333333
335,federal,12.000000,4.000000,3.000000
336,government,111.000000,59.000000,1.881356
337,charge,3.000000,2.000000,1.500000
338,teachers,93.000000,38.000000,2.447368
339,give,49.000000,26.000000,1.884615
340,candidates,92.000000,43.000000,2.139535
341,shut,9.000000,5.000000,1.800000
342,wins,22.000000,12.000000,1.833333
343,might,18.000000,7.000000,2.571429
344,end,2.000000,2.000000,1.000000
345,smell,3.000000,3.000000,1.000000
346,bunch,1.000000,1.000000,1.000000
347,bullshit,7.000000,4.000000,1.750000
348,threw,3.000000,1.000000,3.000000
349,tv,46.000000,24.000000,1.916667
350,taxes,15.000000,7.000000,2.142857
351,rich,3.000000,2.000000,1.500000
352,gonna,54.000000,28.000000,1.928571
353,feel,32.000000,17.000000,1.882353
354,bad,39.000000,19.000000,2.052632
355,hella,2.000000,1.000000,2.000000
356,nice,46.000000,27.000000,1.703704
357,interesting,17.000000,12.000000,1.416667
358,relatable,8.000000,4.000000,2.000000
359,discusses,50.000000,11.000000,4.545455
360,mrs,23.000000,16.000000,1.437500
361,hmmm,6.000000,5.000000,1.200000
363,better,77.000000,36.000000,2.138889
365,huge,4.000000,2.000000,2.000000
366,matched,1.000000,1.000000,1.000000
367,supports,6.000000,3.000000,2.000000
368,smaller,21.000000,6.000000,3.500000
370,comes,24.000000,14.000000,1.714286
371,womans,4.000000,2.000000,2.000000
372,choose,12.000000,9.000000,1.333333
375,writing,16.000000,9.000000,1.777778
376,card,16.000000,7.000000,2.285714
377,obamas,42.000000,18.000000,2.333333
378,forgot,10.000000,8.000000,1.250000
379,romne,1.000000,1.000000,1.000000
380,realistic,8.000000,4.000000,2.000000
381,take,70.000000,43.000000,1.627907
382,us,204.000000,79.000000,2.582278
385,wants,90.000000,45.000000,2.000000
387,america,76.000000,49.000000,1.551020
388,focusing,7.000000,6.000000,1.166667
389,creating,17.000000,8.000000,2.125000
390,middle,96.000000,42.000000,2.285714
391,class,120.000000,51.000000,2.352941
395,different,41.000000,17.000000,2.411765
396,way,85.000000,50.000000,1.700000
400,realist,2.000000,1.000000,2.000000
402,#jobs,7.000000,5.000000,1.400000
403,#mittromney,27.000000,11.000000,2.454545
404,knows,11.000000,6.000000,1.833333
406,business,12.000000,5.000000,2.400000
409,running,18.000000,11.000000,1.636364
410,path,33.000000,14.000000,2.357143
411,fat,7.000000,3.000000,2.333333
412,month,6.000000,3.000000,2.000000
413,#ndaaruling,1.000000,1.000000,1.000000
414,y,92.000000,17.000000,5.411765
417,keep,181.000000,63.000000,2.873016
423,using,20.000000,10.000000,2.000000
425,tonight,162.000000,77.000000,2.103896
426,retweet,4.000000,3.000000,1.333333
427,kick,19.000000,9.000000,2.111111
428,ass,55.000000,21.000000,2.619048
429,spent,19.000000,7.000000,2.714286
430,second,18.000000,7.000000,2.571429
431,opening,84.000000,31.000000,2.709677
432,talking,86.000000,45.000000,1.911111
433,guys,20.000000,12.000000,1.666667
435,young,26.000000,11.000000,2.363636
441,see,119.000000,61.000000,1.950820
444,ppl,19.000000,8.000000,2.375000
445,stay,11.000000,6.000000,1.833333
446,side,2.000000,2.000000,1.000000
447,eye,3.000000,2.000000,1.500000
452,darn,5.000000,2.000000,2.500000
453,race,59.000000,32.000000,1.843750
454,solution,9.000000,6.000000,1.500000
455,corporate,41.000000,13.000000,3.153846
457,fiasco,1.000000,1.000000,1.000000
460,now,182.000000,86.000000,2.116279
461,figured,4.000000,3.000000,1.333333
462,played,4.000000,2.000000,2.000000
463,original,7.000000,3.000000,2.333333
464,eddie,3.000000,1.000000,3.000000
465,munster,3.000000,1.000000,3.000000
466,gave,49.000000,18.000000,2.722222
468,throw,4.000000,1.000000,4.000000
469,election,13.000000,6.000000,2.166667
470,smart,22.000000,12.000000,1.833333
471,says,118.000000,47.000000,2.510638
472,thanks,20.000000,11.000000,1.818182
474,won,15.000000,7.000000,2.142857
475,hmm,6.000000,4.000000,1.500000
477,#potus,7.000000,5.000000,1.400000
478,warming,1.000000,1.000000,1.000000
479,seems,46.000000,19.000000,2.421053
480,brought,4.000000,2.000000,2.000000
482,changed,5.000000,3.000000,1.666667
483,mind,12.000000,10.000000,1.200000
484,house,17.000000,8.000000,2.125000
485,episode,8.000000,3.000000,2.666667
486,uncle,4.000000,1.000000,4.000000
487,joey,4.000000,1.000000,4.000000
488,pulled,7.000000,2.000000,3.500000
489,classic,6.000000,3.000000,2.000000
495,help,72.000000,55.000000,1.309091
496,application,1.000000,1.000000,1.000000
497,work,48.000000,34.000000,1.411765
498,household,4.000000,2.000000,2.000000
499,staff,2.000000,1.000000,2.000000
501,tuition,151.000000,49.000000,3.081633
502,loans,22.000000,8.000000,2.750000
503,bitch,14.000000,7.000000,2.000000
504,nigga,40.000000,16.000000,2.500000
506,fuckin,6.000000,3.000000,2.000000
507,joke,72.000000,36.000000,2.000000
508,sumn,2.000000,2.000000,1.000000
509,told,26.000000,15.000000,1.733333
510,hold,5.000000,5.000000,1.000000
514,republican,52.000000,19.000000,2.736842
515,times,11.000000,5.000000,2.200000
516,sale,5.000000,1.000000,5.000000
518,trust,8.000000,5.000000,1.600000
525,answers,12.000000,7.000000,1.714286
526,explaining,6.000000,2.000000,3.000000
528,run,17.000000,8.000000,2.125000
530,nothing,12.000000,8.000000,1.500000
535,americans,18.000000,8.000000,2.250000
536,decide,5.000000,3.000000,1.666667
537,govt,24.000000,8.000000,3.000000
538,money,27.000000,20.000000,1.350000
539,focus,16.000000,11.000000,1.454545
541,raising,2.000000,1.000000,2.000000
542,kids,15.000000,5.000000,3.000000
544,strip,2.000000,1.000000,2.000000
545,club,6.000000,3.000000,2.000000
546,liars,1.000000,1.000000,1.000000
547,boobs,1.000000,1.000000,1.000000
549,much,48.000000,26.000000,1.846154
550,makes,49.000000,22.000000,2.227273
551,self,5.000000,3.000000,1.666667
552,stupid,14.000000,5.000000,2.800000
553,make,103.000000,55.000000,1.872727
556,black,44.000000,24.000000,1.833333
557,never,35.000000,18.000000,1.944444
559,stage,10.000000,8.000000,1.250000
561,minutes,29.000000,23.000000,1.260870
563,#vote,2.000000,1.000000,2.000000
565,anyone,22.000000,9.000000,2.444444
566,believe,9.000000,9.000000,1.000000
567,mouth,4.000000,1.000000,4.000000
568,recognizes,1.000000,1.000000,1.000000
569,woman,94.000000,45.000000,2.088889
570,breath,2.000000,1.000000,2.000000
571,#blacklove,3.000000,1.000000,3.000000
572,20th,145.000000,47.000000,3.085106
573,#anniversary,7.000000,2.000000,3.500000
574,exactly,20.000000,10.000000,2.000000
576,means,15.000000,7.000000,2.142857
578,early,2.000000,1.000000,2.000000
579,commence,4.000000,2.000000,2.000000
580,facial,3.000000,1.000000,3.000000
581,expressions,3.000000,1.000000,3.000000
582,awesome,6.000000,4.000000,1.500000
583,gifs,3.000000,1.000000,3.000000
584,debating,13.000000,6.000000,2.166667
585,things,27.000000,14.000000,1.928571
586,matter,11.000000,8.000000,1.375000
587,tune,7.000000,5.000000,1.400000
588,fam,2.000000,1.000000,2.000000
589,friends,10.000000,4.000000,2.500000
590,else,13.000000,5.000000,2.600000
591,journalist,2.000000,1.000000,2.000000
592,long,24.000000,14.000000,1.714286
593,straight,7.000000,2.000000,3.500000
596,bummed,2.000000,2.000000,1.000000
597,prove,12.000000,5.000000,2.400000
599,morning,4.000000,3.000000,1.333333
600,needs,28.000000,14.000000,2.000000
601,fake,14.000000,7.000000,2.000000
605,retirement,5.000000,2.000000,2.500000
606,home,36.000000,19.000000,1.894737
608,de,94.000000,30.000000,3.133333
613,son,7.000000,3.000000,2.333333
615,los,18.000000,6.000000,3.000000
617,important,29.000000,16.000000,1.812500
618,part,25.000000,13.000000,1.923077
619,campaign,40.000000,17.000000,2.352941
621,food,6.000000,3.000000,2.000000
622,stamps,2.000000,1.000000,2.000000
626,da,6.000000,2.000000,3.000000
627,white,20.000000,7.000000,2.857143
628,gotta,21.000000,9.000000,2.333333
631,tough,9.000000,4.000000,2.250000
632,heated,2.000000,1.000000,2.000000
633,chris,4.000000,1.000000,4.000000
635,#tcot,7.000000,2.000000,3.500000
636,solid,10.000000,6.000000,1.666667
637,ways,3.000000,2.000000,1.500000
638,create,49.000000,23.000000,2.130435
639,prices,12.000000,4.000000,3.000000
640,failed,16.000000,9.000000,1.777778
641,saturated,1.000000,1.000000,1.000000
642,job,83.000000,42.000000,1.976190
643,words,25.000000,8.000000,3.125000
646,skit,3.000000,1.000000,3.000000
647,yesssss,1.000000,1.000000,1.000000
648,shout,46.000000,27.000000,1.703704
649,uhhh,1.000000,1.000000,1.000000
650,independent,6.000000,1.000000,6.000000
652,invest,14.000000,11.000000,1.272727
654,mittens,29.000000,12.000000,2.416667
657,concerned,3.000000,2.000000,1.500000
661,ya,26.000000,10.000000,2.600000
662,expect,1.000000,1.000000,1.000000
664,worst,6.000000,3.000000,2.000000
665,economy,60.000000,36.000000,1.666667
666,great,83.000000,37.000000,2.243243
668,term,18.000000,6.000000,3.000000
669,ew,3.000000,2.000000,1.500000
670,touch,27.000000,14.000000,1.928571
671,hope,57.000000,28.000000,2.035714
672,mr,97.000000,53.000000,1.830189
673,cooties,2.000000,1.000000,2.000000
675,new,140.000000,44.000000,3.181818
676,economic,121.000000,36.000000,3.361111
677,patriotism,71.000000,22.000000,3.227273
678,use,36.000000,17.000000,2.117647
679,justify,1.000000,1.000000,1.000000
680,deal,4.000000,3.000000,1.333333
681,camera,13.000000,7.000000,1.857143
683,hell,26.000000,13.000000,2.000000
689,tweets,11.000000,5.000000,2.200000
690,hate,22.000000,11.000000,2.000000
693,starting,12.000000,11.000000,1.090909
697,boo,15.000000,7.000000,2.142857
699,pay,20.000000,7.000000,2.857143
700,best,101.000000,64.000000,1.578125
701,wishes,39.000000,14.000000,2.785714
702,wonderful,7.000000,4.000000,1.750000
703,open,32.000000,15.000000,2.133333
704,celebrating,19.000000,12.000000,1.583333
705,anybody,3.000000,1.000000,3.000000
706,team,9.000000,3.000000,3.000000
707,#romney2012,1.000000,1.000000,1.000000
708,lame,9.000000,3.000000,3.000000
709,potus,41.000000,15.000000,2.733333
714,english,3.000000,2.000000,1.500000
715,homework,8.000000,7.000000,1.142857
716,nails,1.000000,1.000000,1.000000
717,bed,3.000000,3.000000,1.000000
719,address,7.000000,3.000000,2.333333
720,fundamental,2.000000,1.000000,2.000000
721,problem,9.000000,6.000000,1.500000
722,trickledown,58.000000,23.000000,2.521739
723,decided,4.000000,4.000000,1.000000
725,america's,6.000000,2.000000,3.000000
727,mason,8.000000,2.000000,4.000000
728,tea,5.000000,1.000000,5.000000
729,party,65.000000,23.000000,2.826087
730,thursday,1.000000,1.000000,1.000000
731,october,1.000000,1.000000,1.000000
732,county,6.000000,3.000000,2.000000
733,news,20.000000,8.000000,2.500000
735,kind,8.000000,7.000000,1.142857
737,retarded,4.000000,3.000000,1.333333
738,weird,6.000000,2.000000,3.000000
739,friend,3.000000,2.000000,1.500000
740,came,27.000000,12.000000,2.250000
741,baby,23.000000,9.000000,2.555556
742,arms,5.000000,4.000000,1.250000
743,asking,22.000000,11.000000,2.000000
744,bought,3.000000,3.000000,1.000000
745,schools,24.000000,13.000000,1.846154
746,auditorium,5.000000,3.000000,1.666667
747,vote,75.000000,50.000000,1.500000
748,tuitions,2.000000,1.000000,2.000000
749,lehrer,27.000000,10.000000,2.700000
750,force,7.000000,3.000000,2.333333
751,engage,2.000000,1.000000,2.000000
753,dodged,3.000000,2.000000,1.500000
754,realized,10.000000,5.000000,2.000000
759,red,102.000000,43.000000,2.372093
760,tops,2.000000,1.000000,2.000000
761,gon,8.000000,2.000000,4.000000
762,dope,1.000000,1.000000,1.000000
763,streets,1.000000,1.000000,1.000000
764,awe,6.000000,2.000000,3.000000
765,taking,18.000000,12.000000,1.500000
767,special,8.000000,2.000000,4.000000
768,suck,3.000000,3.000000,1.000000
769,stuck,1.000000,1.000000,1.000000
770,reform,11.000000,4.000000,2.750000
771,someone,49.000000,20.000000,2.450000
778,idea,23.000000,7.000000,3.285714
783,brown,11.000000,4.000000,2.750000
784,plan,105.000000,52.000000,2.019231
787,overseas,2.000000,1.000000,2.000000
789,program,34.000000,9.000000,3.777778
790,called,37.000000,14.000000,2.642857
791,improving,3.000000,3.000000,1.000000
792,train,3.000000,2.000000,1.500000
793,laughed,6.000000,4.000000,1.500000
795,co,20.000000,8.000000,2.500000
798,popular,5.000000,4.000000,1.250000
799,bullet,5.000000,1.000000,5.000000
800,specific,44.000000,21.000000,2.095238
801,sorry,25.000000,12.000000,2.083333
802,places,5.000000,2.000000,2.500000
805,hire,51.000000,26.000000,1.961538
806,show,42.000000,18.000000,2.333333
807,video,11.000000,6.000000,1.833333
808,ish,4.000000,1.000000,4.000000
809,playing,25.000000,14.000000,1.785714
810,drinking,39.000000,13.000000,3.000000
811,game,45.000000,17.000000,2.647059
812,intro,5.000000,3.000000,1.666667
814,buzzed,1.000000,1.000000,1.000000
815,#mitt,8.000000,5.000000,1.600000
816,something,74.000000,31.000000,2.387097
817,indicate,3.000000,2.000000,1.500000
818,uses,21.000000,5.000000,4.200000
819,#zingers,7.000000,4.000000,1.750000
820,wink,1.000000,1.000000,1.000000
823,rubio,4.000000,1.000000,4.000000
824,allow,18.000000,6.000000,3.000000
825,voters,53.000000,22.000000,2.409091
827,filter,4.000000,2.000000,2.000000
828,o,33.000000,14.000000,2.357143
831,making,42.000000,22.000000,1.909091
833,differences,9.000000,4.000000,2.250000
835,school,24.000000,12.000000,2.000000
837,cant,7.000000,4.000000,1.750000
839,popping,4.000000,1.000000,4.000000
842,sentence,3.000000,1.000000,3.000000
843,try,9.000000,6.000000,1.500000
845,tf,4.000000,1.000000,4.000000
848,boss,2.000000,2.000000,1.000000
849,gets,59.000000,25.000000,2.360000
851,asks,5.000000,2.000000,2.500000
852,bet,16.000000,12.000000,1.333333
853,trash,11.000000,5.000000,2.200000
854,flowing,4.000000,2.000000,2.000000
855,gives,31.000000,11.000000,2.818182
856,keeping,9.000000,4.000000,2.250000
857,rights,7.000000,4.000000,1.750000
858,gay,17.000000,8.000000,2.125000
860,women,23.000000,12.000000,1.916667
861,progress,15.000000,5.000000,3.000000
862,eyes,19.000000,12.000000,1.583333
864,little,27.000000,15.000000,1.800000
865,substance,2.000000,2.000000,1.000000
867,lets,80.000000,24.000000,3.333333
869,kill,2.000000,1.000000,2.000000
871,wild,3.000000,1.000000,3.000000
874,funny,19.000000,10.000000,1.900000
876,smirked,2.000000,1.000000,2.000000
878,speech,34.000000,18.000000,1.888889
882,size,2.000000,2.000000,1.000000
883,american,101.000000,33.000000,3.060606
884,flag,119.000000,34.000000,3.500000
885,pin,109.000000,28.000000,3.892857
886,win,18.000000,12.000000,1.500000
887,yehh,2.000000,1.000000,2.000000
888,dig,7.000000,4.000000,1.750000
889,isnt,7.000000,3.000000,2.333333
890,ill,12.000000,5.000000,2.400000
895,investments,4.000000,1.000000,4.000000
898,contributors,3.000000,1.000000,3.000000
901,political,38.000000,14.000000,2.714286
907,damn,29.000000,10.000000,2.900000
908,shake,42.000000,14.000000,3.000000
909,hand,32.000000,12.000000,2.666667
910,thinking,9.000000,7.000000,1.285714
913,suit,10.000000,5.000000,2.000000
914,bit,27.000000,12.000000,2.250000
915,big,45.000000,19.000000,2.368421
917,paul,5.000000,1.000000,5.000000
919,speaker,24.000000,11.000000,2.181818
920,word,16.000000,6.000000,2.666667
922,based,9.000000,4.000000,2.250000
923,learning,5.000000,3.000000,1.666667
925,tried,6.000000,3.000000,2.000000
926,investing,7.000000,4.000000,1.750000
928,worked,1.000000,1.000000,1.000000
929,cus,1.000000,1.000000,1.000000
930,hmwrks,2.000000,1.000000,2.000000
931,assingment,2.000000,1.000000,2.000000
932,dog,2.000000,1.000000,2.000000
933,oh,46.000000,25.000000,1.840000
934,boy,1.000000,1.000000,1.000000
935,boring,12.000000,8.000000,1.500000
938,waiting,11.000000,9.000000,1.222222
939,yell,14.000000,5.000000,2.800000
940,york,6.000000,3.000000,2.000000
941,saturday,9.000000,4.000000,2.250000
942,night,46.000000,25.000000,1.840000
947,pushing,1.000000,1.000000,1.000000
948,play,23.000000,9.000000,2.555556
949,button,4.000000,1.000000,4.000000
951,asked,45.000000,24.000000,1.875000
953,rest,6.000000,5.000000,1.200000
956,wit,8.000000,2.000000,4.000000
957,strong,13.000000,5.000000,2.600000
958,mention,31.000000,13.000000,2.384615
959,sympathetic,1.000000,1.000000,1.000000
960,pro,3.000000,2.000000,1.500000
962,may,17.000000,12.000000,1.416667
963,touching,7.000000,4.000000,1.750000
967,crack,1.000000,1.000000,1.000000
968,china,1.000000,1.000000,1.000000
970,hits,3.000000,1.000000,3.000000
971,base,2.000000,2.000000,1.000000
972,explain,4.000000,3.000000,1.333333
979,dear,24.000000,8.000000,3.000000
981,longer,2.000000,1.000000,2.000000
982,fix,8.000000,6.000000,1.333333
983,ok,30.000000,19.000000,1.578947
984,mess,12.000000,7.000000,1.714286
985,everyone,40.000000,19.000000,2.105263
986,die,8.000000,6.000000,1.333333
996,growing,6.000000,2.000000,3.000000
998,outlining,2.000000,1.000000,2.000000
999,presidency,6.000000,5.000000,1.200000
1000,hear,42.000000,26.000000,1.615385
1001,shot,10.000000,5.000000,2.000000
1002,wanna,39.000000,13.000000,3.000000
1006,cold,2.000000,1.000000,2.000000
1008,voice,25.000000,11.000000,2.272727
1010,mitt's,26.000000,10.000000,2.600000
1016,wait,28.000000,20.000000,1.400000
1018,hot,17.000000,8.000000,2.125000
1024,slots,8.000000,3.000000,2.666667
1025,#romney's,5.000000,2.000000,2.500000
