Phrase,TextRankScore,RakeDegScore,RakeFreqScore,RakeDBFScore
favor ,0.597375,7.000000,5.000000,1.400000
mitt romney lets change ,22.834829,3633.000000,1215.000000,11.278214
bullshit ,0.494197,7.000000,4.000000,1.750000
#teamobama #2012debate ,4.213076,35.000000,17.000000,3.903846
go ,2.685047,139.000000,67.000000,2.074627
mitt romney orange ,19.972449,3537.000000,1182.000000,8.535790
nigga ,2.094216,40.000000,16.000000,2.500000
bet ,0.793566,16.000000,12.000000,1.333333
got umpa lumps ,3.621099,94.000000,54.000000,7.692308
help obama ,13.752967,2220.000000,895.000000,3.866234
say ,2.833909,139.000000,64.000000,2.171875
romney agree ,12.439403,1951.000000,699.000000,4.304034
corporate tax rates ,7.239613,185.000000,55.000000,10.764957
high ,1.279612,34.000000,17.000000,2.000000
obama opens ,11.832163,2177.000000,853.000000,4.787912
wishing ,2.383204,65.000000,36.000000,1.805556
wife ,4.854662,131.000000,91.000000,1.439560
happy anniversary ,9.951408,952.000000,383.000000,5.092370
crushing blow ,0.000000,4.000000,2.000000,4.000000
romney ,11.400489,1913.000000,673.000000,2.842496
deed ,0.000000,1.000000,1.000000,1.000000
college tuitions ,2.671905,44.000000,17.000000,4.625000
risen ,0.204853,2.000000,2.000000,1.000000
obama ,11.059035,2148.000000,840.000000,2.557143
opening statement goes ,4.955911,157.000000,61.000000,7.576344
mitt ,8.299391,1619.000000,507.000000,3.193294
nervous ,0.936142,32.000000,16.000000,2.000000
obama ,11.059035,2148.000000,840.000000,2.557143
mitt romney ,19.699880,3532.000000,1180.000000,6.035790
coming ,1.347976,15.000000,9.000000,1.666667
mitt ,8.299391,1619.000000,507.000000,3.193294
stormin mormon romney ,11.914777,1922.000000,678.000000,7.342496
well ,2.695036,71.000000,35.000000,2.028571
eye ,0.363170,3.000000,2.000000,1.500000
tiger playing ,1.263583,27.000000,15.000000,3.785714
backg ,0.000000,1.000000,1.000000,1.000000
mitt comes ,9.672416,1643.000000,521.000000,4.907580
swinging ,0.268809,2.000000,2.000000,1.000000
lays ,0.000000,1.000000,1.000000,1.000000
point plan ,5.990834,173.000000,88.000000,3.908120
emotional appeals ,0.825314,7.000000,4.000000,3.666667
crowd goes wild ,1.998494,59.000000,25.000000,7.622222
obama ,11.059035,2148.000000,840.000000,2.557143
added ,0.476401,7.000000,4.000000,1.750000
national debt ,2.458970,33.000000,15.000000,4.375000
previous president combined ,6.144785,1023.000000,442.000000,7.812073
wonder ,0.977435,17.000000,17.000000,1.000000
mitt romney ,19.699880,3532.000000,1180.000000,6.035790
really excited ,3.674550,151.000000,74.000000,3.392857
going ,3.045736,145.000000,121.000000,1.198347
meet ,0.449187,3.000000,2.000000,1.500000
president tonight ,8.952133,1177.000000,516.000000,4.415969
#romney starts ,7.915571,312.000000,124.000000,5.033030
series ,0.000000,1.000000,1.000000,1.000000
thanks ,1.369802,20.000000,11.000000,1.818182
congratulates #obama ,2.168901,342.000000,147.000000,5.302817
anniversary #debates ,12.132551,1053.000000,461.000000,4.541102
everybody watch ,5.410416,201.000000,89.000000,4.280488
debate ,5.205648,624.000000,288.000000,2.166667
channel ,0.785054,3.000000,3.000000,1.000000
learn ,1.010114,10.000000,8.000000,1.250000
plans ,2.933286,57.000000,25.000000,2.280000
mitt romney ,19.699880,3532.000000,1180.000000,6.035790
obama ,11.059035,2148.000000,840.000000,2.557143
#debates romney gets ,19.126899,2407.000000,899.000000,7.366675
first good zinger describing obama economic policy ,25.426948,3056.000000,1194.000000,22.572908
trickledown government ,5.191405,169.000000,82.000000,4.403095
keep tuition low ,9.114644,482.000000,159.000000,9.146138
young ppl #obama now ,8.440179,554.000000,247.000000,9.157732
aint ,0.813498,5.000000,3.000000,1.666667
vote ,2.278511,75.000000,50.000000,1.500000
obama shitin ,11.059035,2150.000000,841.000000,4.557143
president obama always gives specifics ,21.221546,3262.000000,1316.000000,13.044541
shows ,1.220972,18.000000,7.000000,2.571429
real plan ,6.750405,184.000000,83.000000,4.567618
romney just ,15.098561,2448.000000,873.000000,5.517496
random ideas ,3.256098,40.000000,18.000000,4.285714
never mentions ,4.857203,55.000000,26.000000,4.444444
approach ,1.503271,20.000000,9.000000,2.222222
go follow ,3.183069,149.000000,75.000000,3.324627
retweet ,0.684904,4.000000,3.000000,1.333333
bc ,0.827957,12.000000,6.000000,2.000000
private ,1.552846,40.000000,14.000000,2.857143
gets ,1.309772,59.000000,25.000000,2.360000
point ,2.277345,68.000000,36.000000,1.888889
#obama2012 ,3.497898,31.000000,21.000000,1.476190
keep waiting ,3.321670,192.000000,72.000000,4.095238
president ,5.778207,1015.000000,439.000000,2.312073
say live ,6.699261,321.000000,123.000000,5.256621
new york ,3.144919,146.000000,47.000000,5.181818
saturday night ,3.178403,55.000000,29.000000,4.090000
#obama kicks us ,6.787879,539.000000,224.000000,7.551762
wishing michelle ,6.142314,265.000000,117.000000,4.274692
happy anniversary lol talk ,14.635660,1091.000000,453.000000,9.120331
sean hannity ,0.000000,4.000000,2.000000,4.000000
president said sweety ,9.209216,1195.000000,506.000000,7.993891
using black dialogue ,2.777600,67.000000,35.000000,6.833333
front ,2.212923,14.000000,14.000000,1.000000
everybody ,1.302525,14.000000,7.000000,2.000000
happy 20th #anniversary #president ,7.659835,490.000000,173.000000,13.300553
mrs #obama ,3.500892,350.000000,158.000000,3.740317
wearing ,1.695457,41.000000,22.000000,1.863636
favorite #color #red ,0.732954,33.000000,8.000000,10.500000
look ,2.690811,93.000000,47.000000,1.978723
t ,0.223839,6.000000,3.000000,2.000000
want ,2.953716,101.000000,70.000000,1.442857
keep tuition low ,9.114644,482.000000,159.000000,9.146138
college students ,4.099504,86.000000,33.000000,5.213235
healthcare ,0.441399,2.000000,2.000000,1.000000
important ,0.909704,29.000000,16.000000,1.812500
family ,1.166992,22.000000,10.000000,2.200000
watching ,3.002834,200.000000,128.000000,1.562500
debate ,5.205648,624.000000,288.000000,2.166667
bunch ,0.000000,1.000000,1.000000,1.000000
public policy students ,6.066291,151.000000,55.000000,8.088235
standing room ,1.198728,15.000000,9.000000,3.333334
see ,3.819550,119.000000,61.000000,1.950820
disrespect ,0.000000,1.000000,1.000000,1.000000
white man ,3.239990,124.000000,59.000000,4.857143
president obama came ,17.674135,3190.000000,1291.000000,7.119216
obama just stuttering ,14.757107,2686.000000,1041.000000,8.232143
actually wants ,5.744904,169.000000,79.000000,4.323529
say ,2.833909,139.000000,64.000000,2.171875
#teleprompter ,0.000000,1.000000,1.000000,1.000000
need ,1.540008,46.000000,38.000000,1.210526
republicans always go ,4.865696,187.000000,83.000000,7.074627
personal stories route ,4.837025,92.000000,39.000000,7.210526
hacky move ,2.209006,27.000000,15.000000,3.785714
say #obama ,4.399372,466.000000,206.000000,4.474692
changed anything ,2.599182,59.000000,27.000000,3.916667
came ,0.836893,27.000000,12.000000,2.250000
shitty government ,3.296603,113.000000,60.000000,3.881356
look ,2.690811,93.000000,47.000000,1.978723
numbers #romney ,6.918430,243.000000,98.000000,3.849122
obama ,11.059035,2148.000000,840.000000,2.557143
made ,2.119452,56.000000,23.000000,2.434783
change ,1.640505,21.000000,11.000000,1.909091
really #romney ,9.400910,374.000000,155.000000,4.765789
just going ,6.743808,680.000000,321.000000,3.873347
mention ,2.188482,31.000000,13.000000,2.384615
city like ,5.771129,335.000000,148.000000,4.593896
know us ,8.543609,326.000000,154.000000,4.208945
beat ,1.208886,13.000000,6.000000,2.166667
romney just said ,18.529570,2625.000000,939.000000,8.199314
things obama just said ,19.180020,2887.000000,1120.000000,9.842532
obama let ,14.200710,2228.000000,873.000000,4.981385
tell ,0.920237,41.000000,28.000000,1.464286
plan ,3.713489,105.000000,52.000000,2.019231
exactly like ,5.987382,341.000000,152.000000,4.260563
first ,3.079842,489.000000,191.000000,2.560209
fix education ,5.132248,159.000000,77.000000,3.460094
#debates obama education system improvement ,24.978697,2811.000000,1142.000000,12.559621
teachers union ,4.801323,104.000000,43.000000,4.647368
race ,3.158123,59.000000,32.000000,1.843750
top ,1.732627,57.000000,40.000000,1.425000
good ,4.092399,196.000000,90.000000,2.177778
obama ,11.059035,2148.000000,840.000000,2.557143
even ,2.589357,66.000000,32.000000,2.062500
warm welcome ,1.328548,7.000000,3.000000,4.500000
president ,5.778207,1015.000000,439.000000,2.312073
presidential nominee mitt romney ,24.650060,3870.000000,1305.000000,12.057648
watching ,3.002834,200.000000,128.000000,1.562500
debate vote ,7.484159,699.000000,338.000000,3.666667
happy 20th anniversary president obama ,29.177334,4260.000000,1709.000000,13.046692
let ,3.141675,80.000000,33.000000,2.424242
president's lies fool ,3.713423,39.000000,16.000000,7.000000
one ,6.233132,177.000000,98.000000,1.806122
let romney prove ,14.896582,2005.000000,711.000000,7.666738
someone ,2.206166,49.000000,20.000000,2.450000
vote ,2.278511,75.000000,50.000000,1.500000
just ,3.698072,535.000000,200.000000,2.675000
way ,1.964620,85.000000,50.000000,1.700000
vote ,2.278511,75.000000,50.000000,1.500000
oba ,0.000000,1.000000,1.000000,1.000000
like ,4.727564,321.000000,142.000000,2.260563
debate ,5.205648,624.000000,288.000000,2.166667
candidates ,4.018247,92.000000,43.000000,2.139535
option ,0.438036,4.000000,3.000000,1.333333
skip ,0.000000,1.000000,1.000000,1.000000
question ,4.370950,188.000000,123.000000,1.528455
take ,3.354226,70.000000,43.000000,1.627907
physical challenge ,0.000000,4.000000,2.000000,4.000000
watch live president obama discusses ,25.590599,3582.000000,1431.000000,14.779905
specific plans ,4.719913,101.000000,46.000000,4.375238
keep us moving ,8.587086,422.000000,157.000000,7.921961
lying ,0.687375,12.000000,6.000000,2.000000
ass ,3.076380,55.000000,21.000000,2.619048
america ,2.775834,76.000000,49.000000,1.551020
best ,2.023320,101.000000,64.000000,1.578125
middle class ,5.360298,216.000000,93.000000,4.638655
recall seeing anyone blink ,4.748970,51.000000,22.000000,12.144444
live television ,4.293310,191.000000,63.000000,5.334746
mitt romney ,19.699880,3532.000000,1180.000000,6.035790
right now ,8.182463,315.000000,156.000000,4.016279
yikes ,0.234943,2.000000,2.000000,1.000000
obama ,11.059035,2148.000000,840.000000,2.557143
answer ,2.676322,123.000000,75.000000,1.640000
question asked ,5.901632,233.000000,147.000000,3.403455
always tries ,2.123799,47.000000,15.000000,5.166667
change ,1.640505,21.000000,11.000000,1.909091
subject cuz ,1.218903,13.000000,7.000000,3.666667
know ,3.488456,122.000000,75.000000,1.626667
answer ,2.676322,123.000000,75.000000,1.640000
happy anniversary ,9.951408,952.000000,383.000000,5.092370
mrs ,1.935429,23.000000,16.000000,1.437500
obama ,11.059035,2148.000000,840.000000,2.557143
prove ,0.354418,12.000000,5.000000,2.400000
marriage certificate ,2.632212,32.000000,17.000000,3.857143
reality check ,1.992894,21.000000,13.000000,3.733333
obama says ,13.828548,2266.000000,887.000000,5.067781
first thing ,5.118462,557.000000,220.000000,4.905037
need ,1.540008,46.000000,38.000000,1.210526
get ,6.435659,188.000000,96.000000,1.958333
economy moving ,3.430681,97.000000,51.000000,4.133334
hi ,0.152537,3.000000,3.000000,1.000000
president obama ,16.837242,3163.000000,1279.000000,4.869216
married ,0.654720,16.000000,11.000000,1.454545
marriage ,1.915549,26.000000,14.000000,1.857143
cool ,0.591045,7.000000,6.000000,1.166667
right ,3.347605,133.000000,70.000000,1.900000
drink ,1.542141,13.000000,8.000000,1.625000
time ,2.114761,160.000000,73.000000,2.191781
candidate ,1.998159,33.000000,15.000000,2.200000
levitates ,0.000000,1.000000,1.000000,1.000000
audience member ,2.846820,30.000000,16.000000,4.714286
hurls ,0.000000,1.000000,1.000000,1.000000
bodily ,0.000000,1.000000,1.000000,1.000000
rival ,0.000000,1.000000,1.000000,1.000000
use spin ,2.245393,38.000000,18.000000,4.117647
create ,1.762473,49.000000,23.000000,2.130435
lines ,1.748543,18.000000,7.000000,2.571429
presidential #debates ,10.941205,763.000000,323.000000,4.852704
use #myspin ,2.245393,38.000000,18.000000,4.117647
share ,0.441345,6.000000,5.000000,1.200000
us ,5.055153,204.000000,79.000000,2.582278
going ,3.045736,145.000000,121.000000,1.198347
never realize ,4.004788,43.000000,23.000000,3.544444
long minutes ,2.161188,53.000000,37.000000,2.975156
take ,3.354226,70.000000,43.000000,1.627907
watch #debates ,10.524529,622.000000,283.000000,4.444667
major parties ,2.834280,37.000000,17.000000,4.016667
sold us ,5.438888,207.000000,81.000000,4.082278
future ,2.277636,32.000000,22.000000,1.454545
offer us ,6.537992,214.000000,85.000000,4.248945
try ,0.700065,9.000000,6.000000,1.500000
get ,6.435659,188.000000,96.000000,1.958333
understanding ,0.000000,1.000000,1.000000,1.000000
going ,3.045736,145.000000,121.000000,1.198347
begin ,1.097394,28.000000,14.000000,2.000000
wanted ,1.123059,20.000000,12.000000,1.666667
check ,1.178882,14.000000,10.000000,1.400000
facebook page ,0.456705,6.000000,4.000000,3.333333
send ,0.731013,4.000000,4.000000,1.000000
birthday shout outs ,2.472420,56.000000,30.000000,8.203704
#denverdebate obama starts ,15.824149,2339.000000,917.000000,7.532717
wishing michelle ,6.142314,265.000000,117.000000,4.274692
happy anniversary ,9.951408,952.000000,383.000000,5.092370
talking ,3.182428,86.000000,45.000000,1.911111
jobs ,5.665187,256.000000,122.000000,2.098361
auto ,0.266402,6.000000,3.000000,2.000000
focus ,1.774823,16.000000,11.000000,1.454545
watch live president obama discusses ,25.590599,3582.000000,1431.000000,14.779905
specific plans ,4.719913,101.000000,46.000000,4.375238
keep us moving ,8.587086,422.000000,157.000000,7.921961
first presidential debate ,12.810057,1441.000000,601.000000,7.415401
great job thank ,8.933233,194.000000,97.000000,5.774989
now ,4.834858,182.000000,86.000000,2.116279
#debates #latism yes ,8.572999,492.000000,233.000000,5.930846
lets go president obama ,21.016733,3382.000000,1370.000000,10.277176
kick romney ass n ,15.895611,1991.000000,704.000000,11.572655
debate ,5.205648,624.000000,288.000000,2.166667
let ,3.141675,80.000000,33.000000,2.424242
gangsta ,0.181275,1.000000,1.000000,1.000000
lookn4 ,0.000000,1.000000,1.000000,1.000000
michelle obama ,14.818145,2348.000000,921.000000,5.026279
turn ,3.376188,21.000000,15.000000,1.400000
shure ,0.000000,1.000000,1.000000,1.000000
undecided people want ,9.229647,389.000000,183.000000,7.153642
know ,3.488456,122.000000,75.000000,1.626667
going ,3.045736,145.000000,121.000000,1.198347
help ,2.693932,72.000000,55.000000,1.309091
jobs ,5.665187,256.000000,122.000000,2.098361
anniversary ,5.715913,618.000000,260.000000,2.376923
#debates ,6.416638,435.000000,201.000000,2.164179
seen #debate ,6.525245,134.000000,51.000000,5.377743
#debates ,6.416638,435.000000,201.000000,2.164179
sure ,4.121664,103.000000,63.000000,1.634921
debate question ,9.576598,812.000000,411.000000,3.695122
sir mitt romney ,19.699880,3535.000000,1181.000000,9.035790
support ,1.103494,35.000000,15.000000,2.333333
president ,5.778207,1015.000000,439.000000,2.312073
nothing ,0.751927,12.000000,8.000000,1.500000
color cause ,2.307813,36.000000,16.000000,4.412699
whoot whoot race ,4.158123,61.000000,33.000000,3.843750
top ,1.732627,57.000000,40.000000,1.425000
grant ,1.250216,19.000000,6.000000,3.166667
work ,2.381894,48.000000,34.000000,1.411765
wtf ,0.964054,10.000000,6.000000,1.666667
romney's flag pin ,8.819855,570.000000,158.000000,10.955357
adam says ,2.996287,125.000000,49.000000,6.010638
really just wana close ,7.277409,690.000000,268.000000,11.210714
eyes ,1.838304,19.000000,12.000000,1.583333
pass ,0.760453,8.000000,4.000000,2.000000
#presidentialdebate ,1.617510,100.000000,63.000000,1.587302
#debates look ,9.107449,528.000000,248.000000,4.142902
new gray hairs obama ,15.273716,2304.000000,888.000000,13.738961
years ,2.982254,74.000000,51.000000,1.450980
office ,1.099370,17.000000,8.000000,2.125000
hehe ,0.000000,1.000000,1.000000,1.000000
watching right now cause ,12.178474,528.000000,291.000000,7.435922
came ,0.836893,27.000000,12.000000,2.250000
x factor ,1.763634,19.000000,7.000000,5.416667
prob turn ,3.944064,25.000000,17.000000,3.400000
channel ,0.785054,3.000000,3.000000,1.000000
romney's wearing ,6.366330,383.000000,118.000000,5.426136
red tie ,7.503866,287.000000,116.000000,4.906340
obama's wearing ,6.689486,295.000000,117.000000,4.537320
blue one ,9.159832,271.000000,135.000000,4.346663
oh ,2.095836,46.000000,25.000000,1.840000
see ,3.819550,119.000000,61.000000,1.950820
guys ,1.303131,20.000000,12.000000,1.666667
stop tweeting ,2.890487,60.000000,29.000000,4.168269
one night ,8.950926,223.000000,123.000000,3.646122
watch obama get owned live ,26.043621,2723.000000,1082.000000,13.480710
obama work ,13.440929,2196.000000,874.000000,3.968908
things ,0.991904,27.000000,14.000000,1.928571
wants ,2.071140,90.000000,45.000000,2.000000
elected president ,6.318245,1020.000000,443.000000,3.562073
#romney ,6.520958,239.000000,95.000000,2.515789
remember ,0.951529,14.000000,10.000000,1.400000
told ,1.240653,26.000000,15.000000,1.733333
people ,3.718071,232.000000,96.000000,2.416667
diner ,0.000000,2.000000,2.000000,1.000000
unemployed ,1.927278,39.000000,17.000000,2.294118
laughed ,0.476989,6.000000,4.000000,1.500000
sure ,4.121664,103.000000,63.000000,1.634921
obama believes way ,13.643754,2247.000000,896.000000,6.590476
thru economic patriotism ,7.812442,212.000000,64.000000,9.921717
knew ,0.262725,6.000000,5.000000,1.200000
socialist ,0.938804,8.000000,5.000000,1.600000
better ,2.028138,77.000000,36.000000,2.138889
debates watching live broadcast tv ,13.404316,512.000000,255.000000,11.363913
web ,0.509540,4.000000,2.000000,2.000000
sync w traditnl broadcast tv ,7.613561,131.000000,46.000000,18.854167
watch ,4.107891,187.000000,82.000000,2.280488
debate ,5.205648,624.000000,288.000000,2.166667
filling ,0.000000,1.000000,1.000000,1.000000
applications ,0.000000,1.000000,1.000000,1.000000
work ,2.381894,48.000000,34.000000,1.411765
voting ,1.036157,20.000000,16.000000,1.250000
president obama ,16.837242,3163.000000,1279.000000,4.869216
#potus ,1.273353,7.000000,5.000000,1.400000
#jobs ,0.896210,7.000000,5.000000,1.400000
gonna ,1.740124,54.000000,28.000000,1.928571
voters ,2.398811,53.000000,22.000000,2.409091
path ,1.307713,33.000000,14.000000,2.357143
lucky ,1.147151,4.000000,4.000000,1.000000
gotten married years ,3.636974,93.000000,63.000000,5.905525
michelle obama ,14.818145,2348.000000,921.000000,5.026279
anything mr president ,9.096548,1166.000000,516.000000,6.392262
mitt ,8.299391,1619.000000,507.000000,3.193294
dissing trickle ,2.392092,66.000000,50.000000,3.306122
government ,3.296603,111.000000,59.000000,1.881356
huh ,1.173670,12.000000,9.000000,1.333333
plan ,3.713489,105.000000,52.000000,2.019231
obama's ,4.994029,254.000000,95.000000,2.673684
obama ,11.059035,2148.000000,840.000000,2.557143
regrowing ,0.000000,1.000000,1.000000,1.000000
economy ,2.778846,60.000000,36.000000,1.666667
middle ,2.472942,96.000000,42.000000,2.285714
love ,2.242613,150.000000,94.000000,1.595745
romney's wearing ,6.366330,383.000000,118.000000,5.426136
republican red tie pres obama ,23.483190,2547.000000,999.000000,12.700325
wearing democrat blue ,4.789759,139.000000,61.000000,6.404177
president barack obama started ,22.453091,3520.000000,1392.000000,10.304827
debate ,5.205648,624.000000,288.000000,2.166667
telling ,1.623625,37.000000,15.000000,2.466667
wife michelle happy anniversary ,18.565180,1283.000000,555.000000,9.001066
putting ,0.697518,9.000000,5.000000,1.800000
1st ,1.834725,90.000000,32.000000,2.812500
obama might get hood ,18.919242,2364.000000,946.000000,10.420238
socc ,0.000000,2.000000,2.000000,1.000000
doe ,0.745032,10.000000,5.000000,2.000000
call ,2.963453,39.000000,21.000000,1.857143
cunt ,0.535853,5.000000,3.000000,1.666667
mitt romney looks like ,27.511868,4003.000000,1368.000000,11.557223
problem saying nigger ,4.149278,90.000000,44.000000,6.608108
never talk ,5.543303,99.000000,56.000000,3.628655
answer ,2.676322,123.000000,75.000000,1.640000
spot like ,5.718991,327.000000,145.000000,4.260563
mitt romney ,19.699880,3532.000000,1180.000000,6.035790
master debator ,0.793301,7.000000,3.000000,4.500000
obama ,11.059035,2148.000000,840.000000,2.557143
just ,3.698072,535.000000,200.000000,2.675000
president obama ,16.837242,3163.000000,1279.000000,4.869216
setting table ,1.342133,9.000000,5.000000,3.833333
mitt ,8.299391,1619.000000,507.000000,3.193294
confront ,0.205114,2.000000,2.000000,1.000000
awful record ,0.966005,23.000000,11.000000,4.100000
energy ,1.865933,34.000000,13.000000,2.615385
investment ,0.371083,5.000000,3.000000,1.666667
get ,6.435659,188.000000,96.000000,1.958333
mitt ,8.299391,1619.000000,507.000000,3.193294
fact romneyryan ,2.009820,39.000000,19.000000,3.700000
cut pell grant scholarships ,4.696994,75.000000,23.000000,13.722223
million students even ,6.527447,218.000000,84.000000,7.736449
give tax cuts ,7.314716,187.000000,65.000000,11.829060
wealthy ,0.000000,1.000000,1.000000,1.000000
double ,1.000618,13.000000,9.000000,1.444444
top ,1.732627,57.000000,40.000000,1.425000
america ,2.775834,76.000000,49.000000,1.551020
best ,2.023320,101.000000,64.000000,1.578125
middle class ,5.360298,216.000000,93.000000,4.638655
mitt romney ,19.699880,3532.000000,1180.000000,6.035790
writing ,0.918120,16.000000,9.000000,1.777778
happy anniversary card ,10.582403,968.000000,390.000000,7.378084
obamas ,1.689108,42.000000,18.000000,2.333333
forgot ,0.795501,10.000000,8.000000,1.250000
reason ,0.158438,2.000000,2.000000,1.000000
watching ,3.002834,200.000000,128.000000,1.562500
debate ,5.205648,624.000000,288.000000,2.166667
make fun ,5.337128,121.000000,62.000000,4.444156
thank ,1.910356,28.000000,18.000000,1.555556
president obama ,16.837242,3163.000000,1279.000000,4.869216
want ,2.953716,101.000000,70.000000,1.442857
keep tuition low ,9.114644,482.000000,159.000000,9.146138
kids ,0.437020,15.000000,5.000000,3.000000
college students vote ,6.378015,161.000000,83.000000,6.713235
stay open minded lavelle ,1.998379,51.000000,23.000000,11.966666
bull shit mitt romney says ,25.591587,3736.000000,1263.000000,13.546428
want ,2.953716,101.000000,70.000000,1.442857
end ,0.298353,2.000000,2.000000,1.000000
lies ,1.829299,18.000000,7.000000,2.571429
corruption ,0.000000,1.000000,1.000000,1.000000
bailouts ,0.000000,1.000000,1.000000,1.000000
bribes ,0.000000,1.000000,1.000000,1.000000
austerity ,0.574800,14.000000,2.000000,7.000000
corporate greed ,1.479797,43.000000,14.000000,5.153846
notice obama's blue tie ,13.094033,549.000000,213.000000,9.748472
tradition ,0.000000,1.000000,1.000000,1.000000
running ,1.447530,18.000000,11.000000,1.636364
2nd term ,1.918861,34.000000,11.000000,6.200000
challenger ,0.584527,19.000000,6.000000,3.166667
want ,2.953716,101.000000,70.000000,1.442857
thank governor romney ,13.943129,1994.000000,712.000000,6.921862
university ,1.290156,18.000000,10.000000,1.800000
denver ,1.600457,29.000000,17.000000,1.705882
hospitality ,0.000000,2.000000,2.000000,1.000000
think ,2.013263,116.000000,72.000000,1.611111
one ,6.233132,177.000000,98.000000,1.806122
good ,4.092399,196.000000,90.000000,2.177778
mitt ,8.299391,1619.000000,507.000000,3.193294
just retarded ,4.028196,539.000000,203.000000,4.008333
born ,0.652520,5.000000,3.000000,1.666667
republican family ,3.548299,74.000000,29.000000,4.936842
die ,1.537084,8.000000,6.000000,1.333333
obama's investments spend lots ,7.246456,306.000000,128.000000,9.801889
money ,2.068780,27.000000,20.000000,1.350000
wasteful programs ,1.249651,9.000000,4.000000,4.333333
work ,2.381894,48.000000,34.000000,1.411765
time ,2.114761,160.000000,73.000000,2.191781
presidential #debates ,10.941205,763.000000,323.000000,4.852704
gonna ,1.740124,54.000000,28.000000,1.928571
good ,4.092399,196.000000,90.000000,2.177778
lets go ,4.179491,219.000000,91.000000,5.407960
get ,6.435659,188.000000,96.000000,1.958333
obama ,11.059035,2148.000000,840.000000,2.557143
family man ,3.583724,126.000000,62.000000,4.200000
get ,6.435659,188.000000,96.000000,1.958333
america ,2.775834,76.000000,49.000000,1.551020
best ,2.023320,101.000000,64.000000,1.578125
middle class ,5.360298,216.000000,93.000000,4.638655
think ,2.013263,116.000000,72.000000,1.611111
president obama's first response ,14.235646,1776.000000,734.000000,9.545966
#watchtherace #debate ,4.497836,67.000000,30.000000,4.241379
#horrible ,0.000000,1.000000,1.000000,1.000000
mitt romney ,19.699880,3532.000000,1180.000000,6.035790
last couple ,4.312891,85.000000,33.000000,5.517241
years ,2.982254,74.000000,51.000000,1.450980
met ,1.230228,39.000000,12.000000,3.250000
puny humans ,0.000000,4.000000,2.000000,4.000000
riding ,0.000000,1.000000,1.000000,1.000000
one ,6.233132,177.000000,98.000000,1.806122
made sure ,6.241116,159.000000,86.000000,4.069704
got paid ,4.205505,99.000000,57.000000,3.892308
1st ,1.834725,90.000000,32.000000,2.812500
15th ,0.000000,1.000000,1.000000,1.000000
commander ,0.000000,1.000000,1.000000,1.000000
#obama gas prices ,2.989903,348.000000,149.000000,8.302817
higher ,1.256326,14.000000,6.000000,2.333333
years ,2.982254,74.000000,51.000000,1.450980
thanks ,1.369802,20.000000,11.000000,1.818182
turning ,0.636850,4.000000,3.000000,1.333333
pipeline ,0.757312,14.000000,6.000000,2.333333
helped ,0.218788,5.000000,3.000000,1.666667
aint ,0.813498,5.000000,3.000000,1.666667
woman ask mitt romney ,24.011127,3645.000000,1234.000000,10.235790
outta work ,2.381894,50.000000,35.000000,3.411765
may ,0.545761,17.000000,12.000000,1.416667
help ,2.693932,72.000000,55.000000,1.309091
got ,3.621099,88.000000,52.000000,1.692308
many bodyguards ,3.015590,65.000000,28.000000,4.333333
even get close ,9.724401,270.000000,135.000000,6.306547
romney just named exactly ,17.674755,2486.000000,889.000000,10.517496
obama said ,14.490044,2325.000000,906.000000,5.238961
romney says ,14.170002,2031.000000,720.000000,5.353134
sure ,4.121664,103.000000,63.000000,1.634921
president imagined spending today ,8.211086,1074.000000,470.000000,9.000962
actually funny ,4.614935,98.000000,44.000000,4.223529
obama chuckles ,11.059035,2150.000000,841.000000,4.557143
mitt romney ,19.699880,3532.000000,1180.000000,6.035790
using ,0.944570,20.000000,10.000000,2.000000
shit ,2.513692,70.000000,30.000000,2.333333
just ,3.698072,535.000000,200.000000,2.675000
men touch ,3.139918,67.000000,32.000000,4.150793
grey ,0.340415,7.000000,4.000000,1.750000
bring em ,3.443526,56.000000,31.000000,4.053571
bring em ,3.443526,56.000000,31.000000,4.053571
hard ,0.783095,6.000000,5.000000,1.200000
yell ,1.441668,14.000000,5.000000,2.800000
lied ,0.282603,3.000000,2.000000,1.500000
visuals ,0.464047,2.000000,2.000000,1.000000
romney ,11.400489,1913.000000,673.000000,2.842496
answer ,2.676322,123.000000,75.000000,1.640000
total ,0.000000,1.000000,1.000000,1.000000
compassion ,0.450980,3.000000,2.000000,1.500000
first round goes ,4.653493,532.000000,209.000000,7.293542
mitt ,8.299391,1619.000000,507.000000,3.193294
okay obama ,11.730885,2157.000000,846.000000,4.057143
stop talking ,4.715443,115.000000,58.000000,4.141880
question ,4.370950,188.000000,123.000000,1.528455
gonna create jobs ,9.167784,359.000000,173.000000,6.157367
cnn's graph ,1.973563,20.000000,8.000000,5.000000
allow transgender undecided voters ,6.039073,131.000000,46.000000,12.703209
opinion ,0.382461,12.000000,5.000000,2.400000
romney ,11.400489,1913.000000,673.000000,2.842496
obama ,11.059035,2148.000000,840.000000,2.557143
gonna ,1.740124,54.000000,28.000000,1.928571
tonight ,3.173926,162.000000,77.000000,2.103896
broadcast ,0.532396,12.000000,4.000000,3.000000
propaganda ,0.449047,3.000000,2.000000,1.500000
real confrontation ,3.036916,81.000000,32.000000,4.548387
bad ,1.682937,39.000000,19.000000,2.052632
good gracious ,4.092399,198.000000,91.000000,4.177778
obama ,11.059035,2148.000000,840.000000,2.557143
