WordId,Word,TextRankScore
4127,pale,0.626662
5736,famous,0.369546
3194,pedophile,0.453627
1825,gone,1.211908
4910,votes,0.617912
414,y,0.522893
914,bit,0.945092
3752,hopes,0.489346
1222,#forward,0.609492
3004,identical,0.486164
11,private,0.720475
435,young,0.974536
860,women,1.264398
3883,gaze,0.438614
681,camera,0.686794
471,says,3.778903
213,look,2.754470
4275,dark,0.564944
6244,tiny,0.901035
884,flag,0.711114
903,bottle,1.320144
9,million,2.305518
341,shut,1.080813
223,dick,2.064757
5967,shoved,0.558473
1116,used,1.100513
339,give,2.374226
509,told,0.571596
985,everyone,2.239343
5759,jay,0.675773
2126,beyonce,0.740180
6694,relevant,0.502708
237,answer,2.515529
1777,pays,0.482017
769,stuck,0.737925
920,word,1.573048
1294,personal,1.145138
1281,story,0.777510
1851,empathy,0.596878
343,might,2.045582
4511,toilet,0.575848
4493,alaska,0.844093
1235,cause,2.065877
7718,congratulate,0.577550
1127,goes,1.185177
3476,skin,0.733138
3477,roll,0.496783
1644,became,1.024972
934,boy,1.058707
2587,true,1.055403
1269,#forwardnotback,0.904805
5119,shoot,0.549095
193,omg,0.975085
4798,cousin,0.844899
2599,swear,0.728078
4682,leaving,0.639839
1919,remain,0.471254
1664,silent,0.682328
390,middle,3.280153
738,weird,0.758542
2865,hd,0.980407
2866,flat,0.765915
711,topdown,0.570523
2115,eats,0.924114
406,business,6.088946
1268,handsome,0.779202
2645,display,0.815994
318,trying,1.997536
2141,capital,0.628150
2349,millions,1.081314
311,life,1.458386
2944,worse,0.863872
1296,bitches,1.522249
661,ya,1.477402
2520,slip,0.846115
298,yes,1.655577
536,decide,0.751987
1616,remember,1.233146
1932,yo,1.113147
2059,cheating,0.939632
13,created,1.143168
2721,contrast,0.466133
1897,warfare,0.840157
6242,stopped,0.634247
2723,#debatedenver,1.100225
1769,seconds,1.049402
5327,jimmy,0.617744
4843,carter,0.740592
3311,wipe,0.652199
5512,convinced,0.455863
570,breath,0.845495
1903,tl,1.030381
3110,dats,0.446790
3937,reducing,0.367058
1332,pretty,1.364836
344,end,1.413344
1959,shyt,0.826232
114,ideas,1.089280
354,bad,1.398631
2443,previous,0.563498
176,haha,0.755907
2152,shook,1.312929
5957,rmoney,0.278435
407,restore,1.172076
869,kill,1.195890
3292,coal,1.383741
3535,winning,0.705277
2666,round,0.651139
1371,smile,1.291877
1785,increase,1.157139
1051,production,1.204694
477,#potus,0.488472
1774,winner,1.366146
603,shady,0.717000
3617,ted,0.695259
441,see,2.616374
90,agree,1.411898
566,believe,1.938674
506,fuckin,1.180853
2203,guess,1.110690
5079,north,0.739179
784,plan,3.931130
1575,gaffe,1.162446
3764,bothering,0.548775
845,tf,1.395601
1914,#garyjohnsonforpresident,0.509400
4128,helping,0.986505
89,least,1.153394
370,comes,1.205172
345,smell,0.661644
2236,nah,0.924556
381,take,3.728621
7174,#4moreyears,0.526650
4078,killing,0.570701
18,actually,1.697409
1158,#denver,0.699017
342,wins,1.899359
2282,programs,0.919985
4307,dinner,0.819828
1543,room,0.877910
353,feel,2.171568
490,selfish,0.649882
4369,conservative,0.576120
429,spent,0.768001
314,bruh,0.629692
1155,excellent,0.787312
2801,appreciate,0.681808
292,thing,1.937682
721,problem,0.645569
2728,nigger,0.585859
1016,wait,2.018826
1661,soul,0.694258
6620,owns,0.749526
2176,wasting,0.647449
1249,change,1.335455
3500,views,0.585722
1882,television,0.439402
4504,educ,0.747775
2488,family,0.686818
3247,accent,0.685248
3243,goodness,0.742511
2040,line,1.363932
650,independent,1.630319
4505,field,0.846454
1166,#nbcpolitics,0.809100
8,seen,1.222738
2731,cable,0.919749
273,come,1.347812
1569,poorer,0.930552
2671,prob,0.547426
1046,drunk,1.160805
2638,paying,1.002974
809,playing,1.064918
810,drinking,2.426524
811,game,2.368481
1708,outsource,0.696562
624,thinkin,0.490961
4624,revenue,0.735935
75,let,1.956806
2240,rolling,0.481524
1866,questions,1.464076
235,intelligent,0.712465
1389,wars,0.594446
3397,wen,0.517965
987,becomes,1.042087
3642,relaxed,0.554601
2540,smooth,1.182655
2878,spoken,0.608830
1885,unemployed,0.364867
2993,note,0.520678
4793,immature,0.408485
1080,cute,0.761856
1382,community,1.227648
1612,commercials,0.652344
2909,stiff,0.772151
1377,sleep,0.506992
895,investments,1.205424
6202,#maddow,0.535994
2039,issues,0.451592
5209,devil,0.719683
4573,workers,0.767136
522,whoville,0.767472
2127,grinch,0.791448
1822,crisp,0.571303
4459,hdtv,0.612901
5983,wake,0.522378
557,never,2.177530
578,early,1.183416
4663,copy,0.640869
482,changed,0.381111
4572,view,1.273150
283,dont,3.114271
663,clean,1.180398
3333,lose,0.982783
602,laughing,0.800739
4518,decent,0.403159
6507,spelling,0.369515
1821,sideburns,0.713707
5038,develop,0.793941
1311,creates,0.817846
1150,former,0.761680
6175,mass,0.768363
2647,somebody,0.935192
2418,pretends,0.309146
1240,na,0.803517
2556,speeches,0.696767
94,say,2.928360
3457,uhh,1.020358
93,notice,0.968809
284,tax,5.718614
643,words,1.159284
1722,clown,0.813891
2449,dropped,1.089880
801,sorry,1.220384
1827,#cnndebate,1.137495
136,poverty,0.687501
864,little,1.957972
2350,proud,0.770231
3407,boxes,0.555799
3352,ugh,0.804671
6315,puking,0.622503
449,death,0.607492
703,open,1.792756
1229,screen,1.998165
856,keeping,0.865068
2157,#economy,0.568177
3291,blah,1.672108
83,know,3.410289
4428,aa,0.637401
208,governor,0.763090
214,man,2.208130
2396,snap,0.478420
2319,lists,0.645154
3345,throwing,0.818568
220,ready,1.354902
2602,nbc,0.647235
349,tv,2.211921
240,tickled,0.374132
233,sounds,2.170577
4509,lolrt,0.437478
239,kinda,1.460760
4639,owes,0.703739
2124,fixed,0.523470
2784,kanye,1.032594
1293,answering,1.133932
1448,clue,0.421185
511,laughter,0.583803
512,talkin,1.148936
1092,steps,0.421768
525,answers,2.140613
5792,flipping,0.524592
177,starts,0.662994
4741,blaming,0.842892
3479,alcohol,0.892862
792,train,0.571869
3995,movie,1.383701
3990,douchebag,0.902949
3991,rude,0.646717
1438,list,0.912674
1234,elected,0.489095
2119,companies,2.450794
1944,solyndra,1.734465
170,biz,1.257644
2753,growth,1.102340
7859,couldnt,0.385250
197,stand,1.199365
277,risepresident,0.328625
304,system,1.218031
3153,swift,0.562845
427,kick,1.120591
2207,crap,0.927693
601,fake,1.435347
2371,green,0.794361
843,try,1.416280
5448,stick,0.742190
567,mouth,1.187502
29,#presidentialdebate,2.027227
617,important,0.892927
1044,according,0.868569
1398,moving,1.278170
2077,youtube,0.517830
628,gotta,1.094483
2951,modern,0.464472
401,#fnrdebate,0.502056
1852,losing,0.825202
5034,giant,0.735443
4587,forehead,0.541467
396,way,2.146889
5331,families,0.782635
1465,parts,1.423536
1216,check,1.522983
319,point,1.250893
6418,advice,0.724616
1207,breathing,0.400058
2949,admit,0.535059
1820,makeup,1.035647
425,tonight,3.938816
350,taxes,5.556831
761,gon,0.491125
551,self,0.537712
2004,van,0.359653
1764,screwed,0.739222
1763,idiots,0.715259
5725,experience,0.715304
581,expressions,0.646406
192,#teamobama,3.012336
357,interesting,0.759308
2325,hard,1.614294
1981,reminds,0.590783
4359,impression,1.218719
1057,discussing,0.551634
770,reform,0.521212
580,facial,1.114946
4,obama,15.681776
1466,skills,1.747650
4398,succeed,0.640441
1741,incentives,0.559518
259,s,1.831999
6573,google,0.677172
2765,fun,0.739248
1794,democrats,1.069249
518,trust,0.780815
1771,appeal,0.618906
1238,ice,1.092147
260,awkward,0.558670
1946,grey,0.878747
4477,irritates,0.354809
182,anniversary,1.525110
2997,track,0.892426
2083,read,0.834740
671,hope,1.978906
6050,hide,0.723750
2991,jim,2.269881
1478,aint,1.542072
5251,havin,0.347122
2792,chipotle,0.485309
910,thinking,0.745443
3974,#bain,0.478879
2789,hating,0.775708
771,someone,1.763264
982,fix,1.266207
1199,whole,1.375310
1233,smack,1.039730
1425,wtf,0.962301
2448,#teamnobama,0.598302
2950,personality,0.618015
667,depression,1.217654
4558,positive,0.646175
502,loans,0.649396
3509,biofuels,1.141094
6078,burst,0.747842
151,become,0.850981
1931,quit,1.565743
2530,deport,0.279564
2547,street,0.955759
39,question,3.412860
1434,asshole,1.276903
5069,written,0.397086
3672,complete,0.873882
26,heads,0.864074
3917,age,0.653883
1776,wealthy,1.108066
1098,blue,1.859167
5888,uttered,0.354572
4623,bio,0.591915
2084,unfollow,0.890748
2171,future,1.784355
111,country,1.795287
4596,nun,0.682968
1447,rah,0.408491
3180,bills,0.934637
4759,slaves,0.381114
4226,sweaty,0.865283
984,mess,0.716770
2345,ignorant,1.602257
4225,confident,0.666589
86,top,0.953808
1461,opened,0.629725
24,wonder,0.896657
1550,large,0.738020
4760,follower,0.681914
346,bunch,0.998702
347,bullshit,1.837847
943,hated,0.438897
1522,everytime,0.633485
2868,agrees,0.464350
803,doesnt,0.941835
118,years,3.683630
1496,bo,1.050816
2870,clear,1.735666
1723,bro,0.513439
2430,opportunities,0.534601
469,election,2.072875
123,turn,1.529985
4282,statements,0.836481
2024,dollars,1.407132
3671,poof,0.619177
4084,sincere,0.468824
3593,happening,0.821642
41,#debate2012,3.065303
6858,#winning,0.469507
173,key,0.906605
3813,afraid,0.306406
2586,weed,0.603519
257,poor,1.598206
883,american,2.268180
1184,whoopin,0.727424
1814,afford,1.044327
1042,mccain,0.843188
2186,#onpointwatch,0.481040
4178,prick,0.427030
64,#obama2012,2.710829
6720,sent,0.499726
935,boring,0.805270
937,dubya,0.569525
2709,huh,0.675133
5211,yay,0.785774
4375,mute,0.725588
2601,window,0.788083
1857,rule,0.624882
960,pro,0.490978
1108,seeing,0.582324
2388,#presidentaldebate,0.537514
3832,monopoly,0.503325
750,force,0.662356
503,bitch,2.088933
1879,stuff,1.158467
684,cutting,0.614035
6230,abortion,0.647334
1984,movies,0.538397
2178,#sorrynotsorry,0.920228
2912,loopholes,0.960324
455,corporate,1.006522
4715,citizens,0.939123
4100,tbh,0.367842
699,pay,3.736937
4017,firing,0.763231
121,well,1.809096
1112,difference,0.727674
230,first,2.846274
247,lie,1.867759
306,world,1.366076
2743,uhhhhh,0.515232
2290,sister,0.616410
267,annoying,1.299546
590,else,1.473016
3508,richer,1.020770
7752,gtfoh,0.504477
2628,safe,0.272155
3570,hates,0.763454
159,next,1.695971
6674,door,0.734321
928,worked,0.844183
446,side,1.118943
5806,uninformed,0.611576
2036,wayne,1.585628
2117,sir,0.982799
4788,covered,0.568768
3628,stated,0.393947
2896,vulture,0.435393
4126,univision,0.824924
4005,politicians,0.547834
97,#romneyryan2012,1.535496
4237,#republicans,0.529265
5677,miss,0.700057
619,campaign,1.173248
5681,skewed,0.488492
656,presence,0.566120
2669,pisses,0.498962
3460,local,0.367090
1397,romneys,0.615724
4929,whispers,0.352114
8466,cash,0.639685
3931,sports,0.879819
1136,posts,0.934482
5981,affect,0.389465
5527,holding,0.738906
7298,fart,0.811042
848,boss,0.823780
2733,main,1.350219
5008,applies,0.265419
190,dnt,0.603296
825,voters,0.446955
969,cheat,0.889622
2019,easy,0.592279
4649,doomed,0.214367
790,called,0.881541
45,place,0.733748
199,please,2.510959
950,whenever,0.673459
2336,someone's,0.972348
649,uhhh,1.087706
2492,raise,1.113482
4768,heat,0.757412
5652,motherfucking,0.540299
3172,mit,1.020507
3173,socks,0.654682
2642,changing,1.097772
2362,flip,0.701320
549,much,2.771060
3365,cnn,0.698659
4645,split,1.506060
2596,step,0.953406
1806,spirit,0.686402
4300,guide,0.638522
2314,jus,1.082609
658,successful,0.670569
2682,mins,0.390429
3,president,9.492084
5358,ive,0.734881
5568,company,0.725681
394,resources,0.504253
4481,agreement,0.390344
1494,viewing,0.361158
145,presidential,3.919600
958,mention,0.724809
468,throw,1.163674
926,investing,0.757017
2306,total,0.537360
1808,cheese,0.673832
3511,fast,0.605657
945,ball,0.849206
4492,cat,0.616334
1983,villain,0.591293
1121,showing,1.236311
493,arrogant,0.973029
2174,fade,0.437935
40,going,3.576472
2787,walmart,0.603243
693,starting,0.949457
21,get,7.505716
1565,#president,0.690633
3244,rapist,0.783196
5063,cracked,0.537486
167,thats,1.344370
2228,currently,0.486147
4119,#education,0.831333
4326,lift,0.449175
1499,balanced,1.586959
5242,beach,0.548280
2361,drop,0.917309
1486,old,2.637631
4167,c,0.556902
1490,horse,0.518181
4818,promote,0.787799
1590,professional,0.806043
1110,drive,0.972754
1236,powerful,0.783657
5001,discussions,0.507076
6260,larry,0.606501
4735,trial,0.747298
226,r,0.819675
2447,minaj,0.509556
2843,outta,0.799634
1894,mic,1.260105
3701,jeezy,0.871744
1333,selling,1.058713
7206,omfg,0.431617
1430,freedom,0.467332
2113,rid,0.471026
2114,porn,0.468177
4526,charisma,0.542292
6813,crackin,0.498478
1733,jokes,1.299087
2675,finish,0.568982
4413,morris,0.470501
5996,tht,0.460707
4488,financial,1.675686
3290,oil,1.240071
4805,leher,0.649803
672,mr,2.036112
148,set,1.037857
1672,lime,0.446581
4055,golf,0.688405
1266,#mitt2012,0.673216
84,like,12.308358
3251,whose,0.964313
2041,advantage,0.821825
3178,opportunity,0.857011
5574,broken,0.628775
1241,calling,0.781337
585,things,1.891091
3536,#thanks,0.732689
5366,irritated,0.449484
749,lehrer,2.528577
3093,fucks,0.410178
431,opening,0.731542
2248,#resdeb,0.393546
2241,regulations,1.159130
5471,planning,0.515925
796,cbs,0.467107
3993,george,1.067603
1784,crazy,1.005920
1122,hands,1.739146
4542,collapsed,0.451893
687,ton,0.559020
2429,giants,0.571020
886,win,1.795906
2195,learn,0.643472
1829,smiles,0.550735
2826,boom,0.580430
5830,grander,0.326666
4889,topic,0.644518
17,people,4.305414
1925,lower,1.483532
2724,ugly,1.433353
3928,morgan,0.610638
2819,kicked,0.485232
3988,beat,0.388008
2337,yah,0.556744
1975,promises,1.196428
1095,language,2.075511
3213,position,0.577053
2134,move,1.349023
3215,oops,0.653021
3214,countries,0.727225
871,wild,0.263620
1429,budget,2.758415
2099,sell,0.962007
4670,0bama,0.590297
992,gloves,0.553122
4004,knock,0.528324
236,wanted,0.772478
2660,#unmute,0.842888
2662,pressing,0.680988
7172,official,0.421932
5030,lack,0.997117
1905,respect,0.764497
2299,staying,0.588354
4060,tuning,0.466973
4525,collected,0.649935
7062,z,0.668576
483,mind,0.831948
8107,paint,0.502157
3795,dominate,0.397397
3796,tonights,1.012178
2833,gas,0.761131
80,tie,1.979717
2344,rambling,0.565239
3206,register,1.153081
4386,liver,0.662372
1802,commercial,0.874875
6146,obvious,0.563067
588,fam,0.536104
655,stfu,1.373968
3385,name,0.500767
309,support,0.642529
2097,referring,0.444111
308,twitter,3.227130
1524,internet,0.739398
5923,retweets,0.487668
662,expect,0.702992
2133,complaining,0.505422
2348,find,0.469455
1451,send,1.010047
2568,sign,0.831032
2766,steal,0.687099
7017,quote,0.622285
1699,marry,0.723051
1906,half,1.697960
3021,define,0.747960
1836,made,2.572095
664,worst,1.335922
2600,chair,0.800634
1286,specifics,1.252077
1544,thinks,1.349415
1295,lazy,0.766109
1538,niggas,0.726252
3157,smiling,1.284773
2815,aw,0.435955
1850,expression,0.962297
986,die,0.769137
1858,drink,1.168568
451,car,0.706369
4064,tells,0.918773
77,husband,0.553829
130,fact,2.236106
739,friend,0.614925
1135,fb,0.551605
186,care,1.722319
25,think,2.038104
1898,offense,0.845195
246,1st,1.468185
1070,telling,0.757697
6721,anecdote,0.519513
3258,nerves,0.494455
3845,homes,0.566930
201,prez,0.850350
524,daddy,0.866696
3131,supporter,0.516161
3564,version,0.905521
1563,bowl,0.309819
1566,topics,0.599302
2788,direction,0.370891
2065,opposed,0.530559
1895,though,1.307442
4155,background,0.912744
4351,#yolo,0.377430
4465,priceless,0.607143
734,#teaparty,1.340916
1167,romeny,0.460185
877,piss,0.655681
1274,holy,0.979803
27,speaking,1.282806
393,natural,0.603891
37,person,1.505724
78,likes,0.894477
2505,outline,0.379582
1720,needed,0.769995
52,stop,1.817494
586,matter,0.738223
187,watching,3.296717
1873,prepared,0.553851
626,da,1.082176
7205,predict,0.535712
514,republican,0.956999
2342,gop,0.589354
6466,newport,0.518341
3295,individual,0.232764
2173,course,0.498873
408,vitality,1.813564
6889,offers,0.641815
3862,sources,1.291490
2863,concept,0.712374
728,tea,0.824008
729,party,0.562906
858,gay,1.469536
2969,direct,0.568803
2058,handshake,0.777144
787,overseas,1.124539
242,presidents,1.460079
2428,#essencedebate,0.261795
1105,military,1.304169
440,complex,0.577925
1537,rip,0.719057
7421,dif,0.593231
7045,john,0.654497
3621,kennedy,0.894320
1023,block,0.801513
962,may,1.430162
1331,fighting,0.584701
466,gave,0.464272
1943,shorter,0.495233
559,stage,2.117765
2487,t,0.513844
949,button,0.715546
2265,forms,0.435462
3789,bankrupt,0.734133
2297,reading,0.891390
217,notes,0.937844
3744,watched,0.585962
104,#romney,3.884737
5277,sarah,0.744066
5278,palin,0.511465
1427,free,1.411288
2138,lil,1.354862
909,hand,1.554911
1682,laugh,1.471150
68,just,7.052906
6083,elect,0.477721
709,potus,0.847086
1119,interest,0.743104
263,quick,0.676995
3645,others,0.725654
470,smart,1.282732
7559,ford,1.109422
2170,source,0.799406
2029,mommy,0.581409
3906,highlighting,0.497698
1194,areas,0.565564
6221,#truth,0.311998
5332,children,0.414242
1813,checked,0.549540
1209,listening,1.433650
925,tried,0.857992
828,o,0.830912
6489,claim,0.830767
256,marriage,0.854596
395,different,2.658758
2196,heart,0.923052
862,eyes,1.028604
3100,ridiculous,0.486234
550,makes,3.121999
1043,neck,0.495407
1700,day,1.094829
1953,pussy,0.842486
43,imagine,0.503267
1439,fired,0.570373
594,shots,0.566871
2326,sex,0.331441
2470,awful,0.660992
3010,character,0.556397
1190,rate,0.284758
4116,wine,0.520809
81,thought,1.395731
125,blown,0.539189
126,giggle,0.498632
335,federal,0.864654
5612,#stephenvsnolan,0.442101
983,ok,0.593953
1951,batman,0.552116
569,woman,1.012846
2836,technology,0.744507
1783,mother,0.664717
2526,crackdown,0.324733
735,kind,1.377963
740,came,0.860953
165,wife,1.501838
180,happy,0.769082
3933,mannnn,0.327815
1094,body,1.623786
6973,offended,0.623602
1237,b,1.674412
348,threw,0.610915
6398,voices,0.632094
5351,choosing,0.401658
7170,fund,0.470820
423,using,1.011459
4568,pages,0.537205
4566,topped,1.086814
444,ppl,1.610202
1225,taken,0.788795
2807,staples,0.842941
4053,calm,0.810304
2037,drops,1.170544
1202,chances,0.412635
1834,eliminate,0.430348
4528,dept,0.503896
1126,creation,1.017505
1598,record,1.234723
1347,fucked,0.910930
108,economics,1.243318
5102,hype,0.704353
1669,impressed,0.362044
517,items,0.534834
516,sale,0.744762
3185,lay,0.586892
1041,office,1.387928
1175,swag,0.806818
4113,g,0.617200
377,obamas,0.886522
5120,beats,0.403353
