text,retweetCount,tweet_id,MONTH,DAY,HOUR,MINUTE,isRetweeted,enteredAsRetweet,retweet_id,created_at
 Pre-existing conditions? Like getting shot? Right @repperlmutter? http://t.co/j5RMdqZW #denverdebate ,0,253679164761186305,10,04,11,13,0,0,0,2012-10-04 11:13:20
 “@MTV2GuyCodes: I bet Mitt Romney was the kid in class that reminded your teacher that you had homework last night.” Lmfao ,0,253680263584960513,10,04,11,17,0,0,0,2012-10-04 11:17:42
 #raised #right #republican #romneyryan2012 http://t.co/CQT95eZH ,2,253678851178262529,10,04,11,12,0,1,0,2012-10-04 11:12:05
 Obama's asking for receipts. Romney had 0. #Debates ,0,253678925908172800,10,04,11,12,0,0,0,2012-10-04 11:12:23
 Barack Obama is on's sexy black president I swear !! ,0,253679282440777728,10,04,11,13,0,0,0,2012-10-04 11:13:48
 How u gonna let a Governor chump you ....the President has your back... Do something maaaaaannnn *in my Martin voice* #debates ,0,253678917318238208,10,04,11,12,0,0,0,2012-10-04 11:12:21
 Sorry Mitt --  you are not Ronald Reagan.#debates. ,2,253678973719044096,10,04,11,12,0,1,0,2012-10-04 11:12:35
 Best comparison of the night. Lehrer = Eeyore #denverdebate ,0,253678900654264321,10,04,11,12,0,0,0,2012-10-04 11:12:17
 okay but srsly this guy needs to give Mitt Romney more speaking time or else Fox News gon go cray ,0,253679945065312256,10,04,11,16,0,0,0,2012-10-04 11:16:26
 Romney: The private market and individual responsibility always work best. #debates ,8,253678942085607424,10,04,11,12,1,0,253678073982103555,2012-10-04 11:12:27
 Obama your gettin schooled right now #PresidentialDebate ,0,253679038709784576,10,04,11,12,0,0,0,2012-10-04 11:12:50
 #denverdebate Romney: I like great schools; the key to great schools are great teachers. ,7,253679943442112514,10,04,11,16,0,1,0,2012-10-04 11:16:26
 I dont like Obama or Romney for president...vote for me. ,0,253679164777967616,10,04,11,13,0,0,0,2012-10-04 11:13:20
 #Mitt #Romney is disagreeing with #Obama about everything but is not giving facts on what he would do to improve or change it. ,3,253678951061409792,10,04,11,12,0,1,0,2012-10-04 11:12:29
 Romney says he was bipartisan. When he was MA governor --  he literally *roped off* his office from legislators. http://t.co/TqInTbl5 #debates ,4,253679899020234754,10,04,11,16,0,1,0,2012-10-04 11:16:15
 It's honestly awesome seeing so many of my peers getting involved in this election. #OBAMA2012 ,0,253679957442703360,10,04,11,16,0,0,0,2012-10-04 11:16:29
 The success of Michigan under #Romney is strong support for his claims --  but will state laws work the same nationally? #APGovB7 ,0,253680175911403522,10,04,11,17,0,0,0,2012-10-04 11:17:21
 Romney "make up a number"  #debates ,0,253678925992038403,10,04,11,12,0,0,0,2012-10-04 11:12:23
 Let's keep the the most bloated runaway budget in the country. #Romney ,0,253680200766861314,10,04,11,17,0,0,0,2012-10-04 11:17:27
 Srsly wish I could vote in this election #OBAMA2012 http://t.co/WHYTTGqJ ,0,253679251159670784,10,04,11,13,0,0,0,2012-10-04 11:13:41
 #barackobama ,0,253679881857163264,10,04,11,16,0,0,0,2012-10-04 11:16:11
 Like that #Obama made #Romney own the healthcare in MA much similar to #Obamacare ,0,253679907119456256,10,04,11,16,0,0,0,2012-10-04 11:16:17
 I hope Obama's debate performance tonight is a rope-a-dope strategy...because Romney is beating him on style --  not substance. #debates ,0,253679181840400385,10,04,11,13,0,0,0,2012-10-04 11:13:24
 @mrmullin Is that like Paul Ryan not having time to do the math? ,1,253679034364465152,10,04,11,12,0,1,0,2012-10-04 11:12:49
 Romney bombards Obama with details #Debate2012 #DenverDebate ,0,253679005281165313,10,04,11,12,0,0,0,2012-10-04 11:12:42
 RT @912stand: "@seanhannity: Romney- great! Looking him right in the eye and nailing him on his failures"GET IT DONE MITT!! ,2,253679948374622208,10,04,11,16,1,0,253678782974656512,2012-10-04 11:16:27
 I'll bet #bigbird is going to be trending on Twitter soon --  if it's not already. #debates ,0,253679894742065153,10,04,11,16,0,0,0,2012-10-04 11:16:14
 I kinda miss the old Romney --  the one with the $10 -- 000 bets. #Debates ,0,253679160998903808,10,04,11,13,0,0,0,2012-10-04 11:13:19
 "Don't say the N-word --  Don't say it Mitt." -Romney to himself all night. ,5,253679071320494080,10,04,11,12,0,1,0,2012-10-04 11:12:58
 President Obama is passive --  he could shut Romney down if he wanted. Harvard Law has to make you aggressive! ,0,253679106296799233,10,04,11,13,0,0,0,2012-10-04 11:13:06
 #Romney is the definition of racism.... ,0,253680280714485760,10,04,11,17,0,0,0,2012-10-04 11:17:46
 Mitt Romney: "My No. 1 priority is to put people to work. I'm going to do that by laying off a shitton of government employees." ,0,253680284401274880,10,04,11,17,0,0,0,2012-10-04 11:17:47
 #Obama2012 #Obama2012 #Obama2012 #Obama2012 #Obama2012 #Obama2012 #Obama2012 #Obama2012 #Obama2012 #Obama2012 #Obama2012 #Obama2012 ,2,253679311117234178,10,04,11,13,1,0,253678066755334144,2012-10-04 11:13:55
 #debates politics are shit ,0,253679257136549888,10,04,11,13,0,0,0,2012-10-04 11:13:42
 @Sullivan5071 he's not a good speaker but I agree with way more of the things he says than what Mitt Romney says. ,0,253679051628232704,10,04,11,12,0,0,0,2012-10-04 11:12:53
 #teamObama #Romneyfullofit #voteObana #theDebate  http://t.co/eJm4t570 ,0,253680292991209472,10,04,11,17,0,0,0,2012-10-04 11:17:49
 Is something funny MITT ROMNEY? ,0,253679273800523776,10,04,11,13,0,0,0,2012-10-04 11:13:46
 I cant watch the #PresidentialDebate --  it irritates me for some reason ,0,253678905033097216,10,04,11,12,0,0,0,2012-10-04 11:12:18
 Jim Lehrer Is Giving Romney The Last Word On Everything #debates #EffedUP ,1,253680215140741120,10,04,11,17,0,1,0,2012-10-04 11:17:31
 What is Mitt Romney talking about ,0,253680276402737152,10,04,11,17,0,0,0,2012-10-04 11:17:45
 Under @BarackObama --  student debt has stretched to nearly 1 in 5 households. #CantAfford4More #Debates ,12,253679942037032960,10,04,11,16,0,1,0,2012-10-04 11:16:25
 We're 2 minutes TOPS from Mitt Romney actually sprinting across the stage and slapping Jim Lehrer on the face. #debate ,0,253678984854900738,10,04,11,12,0,0,0,2012-10-04 11:12:37
 nice one #Romney --  I am going to repeal everything but I dont know what I will do! #debates ,0,253679009609678848,10,04,11,12,0,0,0,2012-10-04 11:12:43
 #denverdebate Romney: The feds taking over healthcare for entire nation is not the course for America for a stronger economy. ,3,253679070771044352,10,04,11,12,0,1,0,2012-10-04 11:12:58
 A haiku of tonight's debate: Jim Lehrer says --  "Stop." Mitt Romney smiles and says --  "No." Obama stands there. #debate ,2,253679126056169474,10,04,11,13,0,1,0,2012-10-04 11:13:11
 i wrote a haiku about mitt romney: nope nope nope nope nope / youre so ridiculously dumb / omg omg omg omg omg ,11,253680323072753665,10,04,11,17,0,1,0,2012-10-04 11:17:56
 Mitt Romney's Military Record Is Shameful. Can We Really Trust Him As Our Commander And Chief? ,0,253680062736523264,10,04,11,16,0,0,0,2012-10-04 11:16:54
 You sir --  are no Ronald Reagan. #Romney #Debate ,0,253679009626460162,10,04,11,12,0,0,0,2012-10-04 11:12:43
 Romney: "Government should not regulate and take over health care. That's not a good direction" really mitt? Really? ,0,253679270055014400,10,04,11,13,0,0,0,2012-10-04 11:13:45
 #debate2012 #YouBettaVote #Obama2012 #Romney2012 ,0,253679542378561536,10,04,11,14,0,0,0,2012-10-04 11:14:50
 - what happens if Obama gets president --  but in 4 years --  whats guna happen? vote for the white president again :O lol ,1,253679447348224000,10,04,11,14,0,1,0,2012-10-04 11:14:28
 If anyone seriously believes Mitt Romney is qualified for being president  i have lost all hope for humanity #dodgeseverything ,1,253679403236724736,10,04,11,14,1,0,253678557463719936,2012-10-04 11:14:17
 “@JakeNorman10: Mitt Romney please shut up because your melody of speech is nothing like the sweet song that Barack sings when he talks.” ,0,253679429270769665,10,04,11,14,0,0,0,2012-10-04 11:14:23
 Goin head to head! #obama #2termz #obama2012 http://t.co/ompuaSc4 ,0,253679344285790208,10,04,11,14,0,0,0,2012-10-04 11:14:03
 #debates POTUS says of federal government --  there are things we can do better together than individually. ,0,253679605297336321,10,04,11,15,0,0,0,2012-10-04 11:15:05
 Mitt: how is it supporting individual responsibility to deny responsible young women access to planed parenthood? #debates #fb ,0,253679571562536960,10,04,11,14,0,0,0,2012-10-04 11:14:57
 Under Mitt #Romney --  Cookie Monster won't receive the care he needs to overcome his addiction. #FactCheck.   #Debate2012 ,0,253679361956388864,10,04,11,14,0,0,0,2012-10-04 11:14:07
 #Pentagon spent $50B in '11 on canceled weapons contracts. How do candidates talk abt debt/deficit w/out talking Pentagon bloat? #debates ,2,253679770552918017,10,04,11,15,0,1,0,2012-10-04 11:15:45
 President is annoyed.  He just left the golf course and is counting down the minutes until he can go back. #presidentialdebate ,2,253679260882067456,10,04,11,13,1,0,253678304677216256,2012-10-04 11:13:43
 Obama and Romney need to have a rap battle and whoever wins gets to be president. ,4,253679382395252738,10,04,11,14,1,0,253678487662129153,2012-10-04 11:14:12
 @LeftofCntrfield Hey --  I'm just glad #Romney can conjugate. #Obama's gotten some good zingers though. Plus he makes eye contact w/ audience. ,0,253679575874277376,10,04,11,14,0,0,0,2012-10-04 11:14:58
 “@calvieLA: @CobraGT87 A vote for #Mitt2012 is a vote for third world election fraud tactics.”  but of course it is.   NOT  #Mitt2012 ,0,253679362006716416,10,04,11,14,0,0,0,2012-10-04 11:14:07
 “@Bluntie999: And Obama pulls out Lincoln. Beat that Reagan.” DEAD EX-PRESIDENT FIGHTTTTT! ,0,253679848386621440,10,04,11,16,0,0,0,2012-10-04 11:16:03
 @hannahking19 True.I mean let's be honest even if Obama or Romney becomes president the US will never be back to what it use to be. ,0,253679714244378624,10,04,11,15,0,0,0,2012-10-04 11:15:31
 I've changed my mind. That's not a spy!cam on Romney's flag pin. It's an alien device that's sapping Jim Lehrer's will to live. #debates ,3,253679034091839492,10,04,11,12,1,0,253678455017861123,2012-10-04 11:12:49
 Half the tweets I'm reading are  people who are calling Mitt Romney 'Mittins' - as if it changes that he is pwning Obama. #comeon #debates ,0,253679618215800832,10,04,11,15,0,0,0,2012-10-04 11:15:08
 RT @FiredBigBird: Somewhere Paul Ryan is kicking over trash cans in hopes of smoking out Oscar the Grouch ,0,253679353400000515,10,04,11,14,0,0,0,2012-10-04 11:14:05
 Your in middle class... And your voting for mitt Romney ..are you wishing to be poor?,0,253679735178158080,10,04,11,15,0,0,0,2012-10-04 11:15:36
 #PresidentialDebate http://t.co/JCPXFrkR ,0,253679605381201921,10,04,11,15,0,0,0,2012-10-04 11:15:05
 Herman Cain & Ron Paul were a lot more interesting to listen to on the economy & taxes. #DenverDebate #2012debate ,0,253679466876923904,10,04,11,14,0,0,0,2012-10-04 11:14:32
 Mitt Romney has no idea what its like to be Middle Class. Thats why he is mostly concerned about the Upper Class! #Obama2012 ,11,253678958736986112,10,04,11,12,1,0,253678597351555072,2012-10-04 11:12:31
 #youtubepolitics they should just wrestle already #debates ,0,253679370613448706,10,04,11,14,0,0,0,2012-10-04 11:14:09
 Socialism here we come #Obama,1,253679677804253184,10,04,11,15,0,1,0,2012-10-04 11:15:22
 MY president Is Black  --  Mitt Romney Is WACK  --  & I Be DAMN if they Bring Slavery BACK ! TEAM Obamaa ! ,0,253679429220450304,10,04,11,14,0,0,0,2012-10-04 11:14:23
 No you are. his name is MITT ROMNEY. RT @zenas_keeper: McRomney is ignorant --  he cares nothing about middle class...... ,11,253679621428621312,10,04,11,15,0,1,0,2012-10-04 11:15:09
 You look like you're trying to poop. Hate your face. #Debates #Romney #RonPaul2012 ,0,253679333007310848,10,04,11,14,0,0,0,2012-10-04 11:14:00
 #Romney said what?!? #IshJustGotreal #BigBird http://t.co/F3jIBejm ,1,253679853914685440,10,04,11,16,0,1,0,2012-10-04 11:16:04
 Obama is so cleaver nd calm whatever Rommney say hee use his words aginst him nd make him look real dumb #OBAMA2012 ,3,253679432877871104,10,04,11,14,1,0,253678575859953665,2012-10-04 11:14:24
 Well --  I still can't tell who's in the lead but I can tell that it sure isn't the moderator #WhatTimeLimit? #PresidentialDebate ,0,253679575807184896,10,04,11,14,0,0,0,2012-10-04 11:14:58
 Mitt "I have a secret plan" Romney to solve all America's problems #debate ,3,253679491380043776,10,04,11,14,0,1,0,2012-10-04 11:14:38
 Is #Twitter #Republican? "Can'tAfford4More" is a promoted # -Computer's sleeping on the couch #CantAffordNot2 #DamnedIfIHashtagThat #QuoteMe ,0,253679756602650624,10,04,11,15,0,0,0,2012-10-04 11:15:41
 Yes! "@Mother_Flippin: Jim Lehrer! Finally!  #Letsnot I think we found our new campaign slogan for #MittRomney @Lady_Gizelle @JPowers155  :) ,0,253679471155101697,10,04,11,14,0,0,0,2012-10-04 11:14:33
 Me too bae ✊RT @MsLaurenLondon: Watching the debate #OBAMA! ,0,253679512871661568,10,04,11,14,0,0,0,2012-10-04 11:14:43
 LMAO --  y'all are too much @MaxaVeLLi Mitt Romney use to fuk wit Jerry Sanduski... ,0,253679328729124866,10,04,11,13,0,0,0,2012-10-04 11:13:59
 DEAD!!! RT @AndreaTVD: RT @BlGBlRD: Yo Mitt Romney --  Sesame Street is brought to you today by the letters F & U! #debates #SupportBigBird ,1,253679586884349954,10,04,11,15,1,0,253678554385117184,2012-10-04 11:15:01
 We really shouldn't be surprised or disappointed at President Obama's piss poor debate performance tonight. He is who we knew he was. ,0,253679777163120640,10,04,11,15,0,0,0,2012-10-04 11:15:46
 Race to the top. What he means is China will give you more money if you actually do your job. #tcot #hopeandchange ,0,253679756262903808,10,04,11,15,0,0,0,2012-10-04 11:15:41
 Vote for a real nigga doe ! #obama ,0,253679663803666432,10,04,11,15,0,0,0,2012-10-04 11:15:19
 I love lamp. RT @zrodvold I love coal. I love Big Bird. I love great schools. #debates ,0,253680137973936130,10,04,11,17,0,0,0,2012-10-04 11:17:12
 “@annayyy13: #Romney,0,253680150317780993,10,04,11,17,0,0,0,2012-10-04 11:17:15
 PRESIDENTIAL DEBATE...... Mitt Romney half steppin ass! ,0,253679005356683265,10,04,11,12,0,0,0,2012-10-04 11:12:42
 #OBAMA ,0,253679034804883457,10,04,11,12,0,0,0,2012-10-04 11:12:49
 Forget #Obama and #romney I'm all #Hitler2012 ! ,3,253679977285951490,10,04,11,16,0,1,0,2012-10-04 11:16:34
 Pursuit of happiness #msugilliozdebate #PresidentialDebate ,0,253680242999320576,10,04,11,17,0,0,0,2012-10-04 11:17:37
 Presidential Debate Commission co-chair blames TV networks for lack of diversity among moderators #jms_debates #debates http://t.co/rFSph59p ,0,253678950654566401,10,04,11,12,0,0,0,2012-10-04 11:12:29
 I do not respect Mitt Romney. It's not because of his views --  but because he is ignorant and rude. #debates ,0,253679236118872064,10,04,11,13,0,0,0,2012-10-04 11:13:37
 RT @xX_twEATMEalive: No matter what happens  --  Obama is STILL gonna be MY president. ,2,253678895533027328,10,04,11,12,1,0,253678808320856064,2012-10-04 11:12:16
 @justinwolfers My wife and daughter think Obama looks like he doesn't want to be president. ,0,253679202258255873,10,04,11,13,0,0,0,2012-10-04 11:13:29
 "no fuck you Jim I'm gonna respond to this no matter what!!"-Mitt Romney #debates ,0,253678870497222656,10,04,11,12,0,1,0,2012-10-04 11:12:10
 All of Mitt Romney's ideas and plans are Top Secret and Confidential! ,0,253679903122268160,10,04,11,16,0,0,0,2012-10-04 11:16:16
 this really is turning into a 90 minute debate about healthcare #debates ,0,253679190107369472,10,04,11,13,0,0,0,2012-10-04 11:13:26
 I feel like this moderator probably wants to punch Romney in the face #debates ,0,253680251115290626,10,04,11,17,0,0,0,2012-10-04 11:17:39
 Tweet number 1776 #symbolictweet Seems like there might even be another revolution after this #debate. #Obama #Romney ,0,253679141629591553,10,04,11,13,0,0,0,2012-10-04 11:13:15
 Obama showin waaay more respect & HE the president. Smh ,2,253678886796288001,10,04,11,12,0,1,0,2012-10-04 11:12:14
 agreed 100% -> “@sanjay: @mmealling not asking for pithy - asking for brief. that way they could cover more topics. #debates” ,0,253679009685196800,10,04,11,12,0,0,0,2012-10-04 11:12:43
 I hope Kanye just comes out of nowhere --  and starts chanting"MITT ROMNEY DON"T PAY NO TAX" #swerve ,0,253679143860969472,10,04,11,13,0,0,0,2012-10-04 11:13:15
 Hangin out with tiny mitt #presidentialdebate  http://t.co/3bJ7jyv6 ,2,253680131904774144,10,04,11,17,0,1,0,2012-10-04 11:17:11
 Romney is teaching Obama POLYSCI 101 now.  #DenverDebate ,0,253678984397733888,10,04,11,12,0,0,0,2012-10-04 11:12:37
 Fuck it and drill the fuck out of Alaska my truck can't afford these gas prices anymore #Romney and dont get me started about Afghanistan ,0,253680238670790656,10,04,11,17,0,0,0,2012-10-04 11:17:36
 "Mitt Romney might as well vote for Obama too." ,6,253680141086101505,10,04,11,17,0,1,0,2012-10-04 11:17:13
 2 minutes= til I feel like stopping #PresidentialDebate ,0,253679966192017409,10,04,11,16,0,0,0,2012-10-04 11:16:31
 RT @N3wG3neration: *snort* “@BlGBlRD: Yo Mitt Romney --  Sesame Street is brought to you today by the letters F & U! #debates #SupportB ... ,67,253679567187898369,10,04,11,14,1,0,253675641671671809,2012-10-04 11:14:56
 Since when have you cared about the middle class #Romney #MittRomney ?? ,0,253678972079058944,10,04,11,12,0,0,0,2012-10-04 11:12:34
 Romney's opinions SUCK lol all he does is talk in CIRCLES. He has no back up to what he says. #PresidentialDebate ,0,253680246212141056,10,04,11,17,0,0,0,2012-10-04 11:17:38
 #DenverDebate Obama.. ramblin' ramblin' ramblin NO POINT!! ,0,253680112644550656,10,04,11,17,0,0,0,2012-10-04 11:17:06
 Mitt Romney ugly creepy smile!!!!!.  Ugh he's a creep #voteObama plz  http://t.co/HGcrhKGk ,0,253680133611876353,10,04,11,17,0,0,0,2012-10-04 11:17:11
 Romney going for the God points. Awkward. #debates ,0,253680184035774464,10,04,11,17,0,0,0,2012-10-04 11:17:23
 There should be an age limit on watching the #debates #tweetmoreaboutshitthatdoesntaffectyou #novotenosay ,0,253680251014619136,10,04,11,17,0,0,0,2012-10-04 11:17:39
 Wait wait wait --  I HAVE to respond to that #presidentialdebate ,0,253679022586863616,10,04,11,12,0,0,0,2012-10-04 11:12:46
 “@MTV2GuyCodes: I bet Mitt Romney was the kid in class that reminded your teacher that you had homework last night.” Hahahahahhaha ,0,253680104071389185,10,04,11,17,0,0,0,2012-10-04 11:17:04
 Mitt Romney wild corny! ,2,253680306308120577,10,04,11,17,0,1,0,2012-10-04 11:17:52
 Obama On Mitt Romney Tax Shift: His Big --  Bold Idea Is 'Never Mind' http://t.co/n8bfqpen via @huffingtonpost ,0,253680184052547584,10,04,11,17,0,0,0,2012-10-04 11:17:23
